Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,14,RIZO GONZALEZ Alejandro,Schiacciatore,1990,198,CUB,CUB,dal 19/02/2023,-,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,15,MARCHIANI Manuele,Palleggiatore,1989,185,AN,ITA,-,-,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,16,LELI Mattia,Schiacciatore,2004,192,MC,ITA,-,-,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,17,MINNONI Mattia,Schiacciatore,1981,191,FM,ITA,-,-,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,18,ROMITI Roberto,Libero,1983,183,FM,ITA,-,-,,,,
A2,2022/2023,Videx Yuasa Grottazzolina,Grottazzolina,10,MANDOLINI Manuele,Schiacciatore,1990,198,RM,ITA,fino al 25/10/2022,-,,,,
A3,2022/2023,Abba Pineto,Pineto,2,GIULIANI Ludovico,Libero,1998,182,MC,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,3,CALONICO Lorenzo,Centrale,1981,202,AQ,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,4,MERLO Pietro,Schiacciatore,1999,200,VI,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,6,BONGIORNO Roberto,Schiacciatore,1996,196,CH,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,7,BASSO Enrico,Centrale,2000,197,PD,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,8,PESARE Giancarlo,Libero,1995,178,CH,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,9,MILAN Sebastiano,Schiacciatore,1995,203,TV,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,10,PARIS Matteo,Palleggiatore,1983,188,RM,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,11,BRAGATTO Marco,Centrale,1997,196,FE,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,12,OMAGGI Alessio,Centrale,2001,200,RM,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,13,BALDARI Simone,Schiacciatore,1998,194,LE,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,14,LINK Jacob,Schiacciatore,1997,198,SWE,SWE,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,15,FIORETTI Andrea,Schiacciatore,2002,188,AV,ITA,-,-,,,,
A3,2022/2023,Abba Pineto,Pineto,16,MIGNANO Matteo,Palleggiatore,2002,197,PN,ITA,dal 07/12/2022,proveniente da Volley Team San Donà di Piave,,,,
A3,2022/2023,Abba Pineto,Pineto,5,CALECA Umberto,Palleggiatore,2001,197,TP,ITA,fino al 17/12/2022,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,1,CANDEAGO Giovanni,Schiacciatore,1994,190,BL,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,2,SAIBENE Alberto,Schiacciatore,1998,192,PD,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,3,GALLIANI Matteo,Palleggiatore,2004,180,BL,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,4,STUFANO Alessandro,Centrale,2002,198,BA,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,5,NOVELLO Marco,Schiacciatore,2002,198,TV,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,6,MARTINEZ Gonzalo,Libero,2002,187,TV,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,7,MACCABRUNI Filippo,Palleggiatore,1999,195,MI,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,8,GUOLLA Stefano Antonio,Schiacciatore,2002,192,GER,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,10,GRAZIANI Alessandro,Schiacciatore,1991,193,GE,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,11,GUASTAMACCHIA Francesco,Centrale,2003,193,VE,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,12,MOZZATO Matteo,Centrale,2002,197,TV,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,14,OSTUZZI Massimo,Schiacciatore,1999,193,VI,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,15,PAGANIN Alessandro,Centrale,1993,193,BL,ITA,-,-,,,,
A3,2022/2023,Da Rold Logistics Belluno,Belluno,18,PIEROBON Tommaso,Libero,2000,176,BL,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,1,HRISTOSKOV Petar,Schiacciatore,1998,206,BUL,BUL,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,3,MARRA Davide,Libero,1984,180,CS,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,4,DANIEL Nelson Pedro Antonio,Palleggiatore,1999,186,PN,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,5,SITTI Alessio,Palleggiatore,1996,182,CH,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,6,KARIMI Keyvan,Schiacciatore,2004,192,AV,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,7,INGROSSO Paolo,Schiacciatore,1988,192,BRA,ITA,dal 16/12/2022,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,8,CIOFFI Gianmarco,Libero,2000,175,PG,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,9,CONTI Rinaldo,Schiacciatore,1993,-,FR,ITA,dal 08/01/2023,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,10,SKUODIS Ridas,Schiacciatore,1995,192,LTU,LTU,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,12,STOPPELLI Davide,Centrale,1992,198,PG,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,13,PROCELLI Flavio,Centrale,2002,200,AR,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,14,CAPPELLETTI Niccolò,Schiacciatore,1996,196,PG,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,15,ANTONACI Piergiorgio,Centrale,1995,195,LE,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,17,QUARTA Augusto,Centrale,1993,200,BO,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,18,CIPRIANI Nico,Schiacciatore,2002,190,PG,ITA,-,-,,,,
A3,2022/2023,ErmGroup San Giustino,San Giustino Pallavolo,11,SORRENTI Mattia,Schiacciatore,1996,198,CS,ITA,fino al 14/12/2022,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,2,SELLERI Giacomo,Palleggiatore,2005,185,LC,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,3,BIFFI Jacopo,Palleggiatore,2000,188,LC,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,4,ICHINO Tommaso,Schiacciatore,2004,202,TO,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,5,MARINI Andrea,Libero,2005,175,MB,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,6,VAN SOLKEMA Rik,Schiacciatore,1999,200,NED,NED,dal 08/10/2022,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,7,MATI Pardo,Centrale,2006,203,GR,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,9,BAROTTO Tommaso,Schiacciatore,2005,212,FE,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,10,INNOCENZI Andrea,Centrale,2000,203,MI,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,11,FRATTINI Alessandro,Centrale,1997,198,MB,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,12,CARPITA Daniele,Schiacciatore,2005,190,MI,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,13,MONTERMINI Luca,Schiacciatore,2004,194,TN,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,17,CONSONNI Luca,Schiacciatore,2003,185,MI,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,18,CHILOIRO Gabriele,Schiacciatore,2004,203,MI,ITA,-,-,,,,
A3,2022/2023,Gamma Chimica Brugherio,Brugherio Diavoli Rosa,6,CIELAVS Markuss,Schiacciatore,1999,200,LAT,LAT,fino al 08/10/2022,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,1,BALLAN Riccardo,Centrale,1997,197,PD,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,4,DONATI Davide,Schiacciatore,2000,195,BO,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,5,BRUNETTI Davide,Libero,1995,168,MI,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,6,GUERRINI Francesco,Schiacciatore,2003,188,PG,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,7,GOVONI Filippo,Palleggiatore,1991,183,FE,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,8,LUGLI Leonardo,Schiacciatore,1998,200,MN,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,10,LUSETTI Matteo,Palleggiatore,2002,190,MO,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,11,ORAZI Michele,Centrale,1998,195,MC,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,12,MALETTI Marco,Schiacciatore,1998,195,-,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,13,VINTI Bruno,Schiacciatore,1991,190,ARG,ITA,dal 18/10/2022,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,14,GABRIELLI Lorenzo,Libero,2001,178,AN,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,16,OLIVA Alberto,Schiacciatore,2003,195,BO,ITA,-,-,,,,
A3,2022/2023,Geetit Bologna,Bologna Pallavolo,18,GROTTOLI Lorenzo,Centrale,2000,194,RA,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,1,MORELLI Michele,Schiacciatore,1991,195,FG,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,2,LUISETTO Michele,Centrale,1996,190,PD,ITA,dal 25/11/2022,proveniente da Consoli McDonald's Brescia,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,3,DE COL Andrea,Centrale,2003,203,BL,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,4,MARTUSCIELLO Riccardo,Palleggiatore,2005,190,MC,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,6,LAZZARETTO Enrico,Schiacciatore,1995,198,PD,ITA,dal 17/12/2022,proveniente da HRK Motta di Livenza,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,7,MARGUTTI Pietro,Schiacciatore,1998,192,RA,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,8,PAOLUCCI Alessio,Schiacciatore,2002,200,AN,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,9,KINDGARD Martin Alberto,Palleggiatore,1986,193,ARG,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,10,WAWRZYNCZYK Stanislaw Zbigniew,Schiacciatore,1990,200,POL,POL,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,11,SANFILIPPO Gabriele,Centrale,2000,200,CT,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,12,GONZI Azaria,Palleggiatore,2000,193,SI,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,13,PIZZICHINI Matteo,Centrale,1996,202,AN,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,15,RAVELLINO Jacopo,Libero,2003,178,AN,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,16,BACCO Andrea,Schiacciatore,2003,185,MB,ITA,-,-,,,,
A3,2022/2023,Med Store Tunit Macerata,Montalbano Macerata,17,GABBANELLI Simone,Libero,1991,180,AN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,1,NASARI Andrea,Schiacciatore,1996,192,TO,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,3,FILIPPI Luca,Palleggiatore,1997,200,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,4,BOSSOLASCO Fabrizio,Schiacciatore,1989,189,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,5,CALCAGNO Damiano,Schiacciatore,1996,189,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,6,GALLO Daniele,Libero,1993,183,TO,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,7,TRINCHERO Roberto,Palleggiatore,2003,182,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,8,RAINERO Lorenzo,Centrale,2002,202,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,9,GALAVERNA Andrea,Schiacciatore,1994,195,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,10,RABBIA Paolo,Libero,1997,175,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,13,BERGESIO Nicolò,Schiacciatore,2000,185,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,14,SPAGNOL Marco,Schiacciatore,2000,200,TV,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,15,MAROLO Claudio,Schiacciatore,2003,190,-,ITA,dal 05/01/2023,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,17,DUTTO Francesco,Centrale,1991,197,CN,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,18,MELLANO Daniele,Centrale,2002,202,-,ITA,-,-,,,,
A3,2022/2023,Monge-Gerbaudo Savigliano,Savigliano,15,CAMPERI Filippo,Schiacciatore,2003,188,CN,ITA,fino al 26/10/2022,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,1,BACIOCCO Leonardo,Schiacciatore,2000,197,GE,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,2,ROMAGNOLI Giulio,Centrale,1998,197,AN,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,3,PERIC Stipe,Centrale,1997,204,CRO,CRO,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,4,CAIANIELLO Fabio,Schiacciatore,1992,195,TO,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,4,GIANNOTTI Stefano,Schiacciatore,1989,197,PD,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,5,MINELLI Francesco,Palleggiatore,2002,193,BO,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,7,BELLUCCI Alessandro,Palleggiatore,1997,190,PU,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,9,GIAMPIETRI Lorenzo,Centrale,1998,200,RE,ITA,dal 22/10/2022,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,10,CALITRI Gabriele,Libero,1996,186,FG,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,12,ACCORSI Matteo,Schiacciatore,2003,190,MO,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,13,AGOSTINI Filippo,Schiacciatore,1994,191,PG,ITA,dal 22/10/2022,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,16,PULITI Leonardo,Schiacciatore,1991,201,TR,ITA,-,-,,,,
A3,2022/2023,Moyashi Garlasco,Garlasco,17,PECORARO Paolo Antonio,Centrale,1997,197,SA,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,1,MITKOV Aleksandar,Schiacciatore,1996,199,BUL,BUL,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,2,MANCIN Nicolò,Schiacciatore,1999,190,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,3,BEGHELLI Manuel,Schiacciatore,1999,201,BO,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,4,GUARDA Michele,Palleggiatore,2003,185,-,ITA,dal 06/11/2022,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,5,PARISE Alberto,Centrale,2003,192,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,6,GIUSTO Stefano,Schiacciatore,2003,182,TS,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,7,MARTINEZ Ignacio,Palleggiatore,1998,182,ARG,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,8,FISCON Davide,Schiacciatore,1998,184,PD,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,9,GONZATO Marco,Schiacciatore,2001,193,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,10,BATTOCCHIO Lorenzo,Libero,1998,182,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,11,DI FRANCO Marco,Schiacciatore,2002,200,CT,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,12,GALLINA Gabriele,Palleggiatore,2005,182,VR,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,13,BARTOLINI Gabriel,Centrale,-,200,GER,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,13,NEUBERT Malte Niklas,Palleggiatore,1996,194,GER,GER,dal 18/03/2023,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,14,CARLOTTO Marco,Libero,2001,178,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,16,FRANCHETTI Fabio,Centrale,1991,203,TV,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,17,FRIZZARIN Alberto,Centrale,1991,199,VI,ITA,-,-,,,,
A3,2022/2023,Sol Lucernari Montecchio Maggiore,Montecchio Maggiore,4,CECCATO Giovanni,Palleggiatore,1999,193,VI,ITA,fino al 07/12/2022,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,2,STOHR Tim,Schiacciatore,1996,204,GER,GER,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,4,CAPUA Luca,Schiacciatore,2000,188,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,5,GHELFI Giacomo,Palleggiatore,1993,186,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,6,ANGIOLINI Andrea,Libero,2002,188,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,7,BELLEI Giovanni,Schiacciatore,1994,193,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,8,CANOSSA Matteo,Centrale,1998,192,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,9,GHELFI Francesco,Schiacciatore,1991,195,MO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,10,RUSTICHELLI Matteo,Libero,1999,184,RE,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,11,DOMBROVSKI Michele,Schiacciatore,1991,194,BO,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,12,SCAGLIONI Giacomo,Centrale,2002,193,FE,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,13,SCHINAGLIA Giovanni,Palleggiatore,2000,191,FE,ITA,dal 04/11/2022,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,15,RUSTICHELLI Riccardo,Centrale,1996,190,RE,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,17,PERSONA Michele,Centrale,1987,196,VR,ITA,dal 18/01/2023,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,18,GULINELLI Paolo,Schiacciatore,2000,193,MN,ITA,-,-,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,14,CACIAGLI Lorenzo,Centrale,2000,197,RE,ITA,fino al 21/12/2022,trasferito a Conad Reggio Emilia,,,,
A3,2022/2023,Stadium Pallavolo Mirandola,Mirandola,1,DALL'OLIO Andrea,Palleggiatore,1990,185,AO,ITA,fino al 04/11/2022,-,,,,
A3,2022/2023,TMB Monselice,Monselice,1,DRAGO Alessandro,Schiacciatore,1987,190,PD,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,4,PERCIANTE Jacopo,Palleggiatore,1986,190,PD,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,5,VATTOVAZ Luis,Centrale,1999,196,TS,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,6,KOBZEV Vitali,Centrale,1994,198,RUS,EST,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,7,MONETTI Enrico,Schiacciatore,1993,180,VE,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,9,VIANELLO Marco,Schiacciatore,1995,194,VE,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,10,DE GRANDIS Emanuele,Centrale,1988,198,RO,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,11,DE SANTI Marco,Centrale,1996,185,PD,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,12,BACCHIN Cristian,Schiacciatore,1997,197,VE,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,14,BECCARO Luca,Palleggiatore,1988,190,PD,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,15,BORGATO Mattia,Schiacciatore,2002,195,RO,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,16,DAINESE Davide,Libero,1995,184,PD,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,17,RIZZATO Alessandro,Libero,2002,178,RO,ITA,-,-,,,,
A3,2022/2023,TMB Monselice,Monselice,18,DIETRE Samuel,Schiacciatore,2000,200,TN,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,1,PARTENIO Pier Paolo,Palleggiatore,1993,197,MC,ITA,dal 26/12/2022,proveniente da HRK Motta di Livenza,,,,
A3,2022/2023,Vigilar Fano,Fano,2,ROBERTI Federico,Schiacciatore,2004,190,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,4,ZONTA Nicola,Palleggiatore,2000,186,UD,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,6,RAFFA Mattia,Libero,1996,184,ZAM,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,7,FERRI Stefano,Schiacciatore,2000,200,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,8,CARBURI Manolo,Palleggiatore,2004,175,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,9,TITO Riccardo,Palleggiatore,2004,196,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,10,FERRARO Mario,Centrale,1987,199,PA,ITA,dal 04/11/2022,-,,,,
A3,2022/2023,Vigilar Fano,Fano,11,GALDENZI Pietro,Centrale,2004,204,AN,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,13,GORI Luca,Libero,2002,172,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,14,GIROLIMETTI Matteo,Schiacciatore,2003,180,PU,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,15,MARKS Christoph,Schiacciatore,1997,200,GER,GER,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,16,PATRIARCA Stefano,Centrale,1987,205,IS,ITA,dal 16/04/2023,-,,,,
A3,2022/2023,Vigilar Fano,Fano,17,GOZZO Stefano,Schiacciatore,1994,200,PD,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,18,MALETTO Gabriele,Centrale,1999,202,TO,ITA,-,-,,,,
A3,2022/2023,Vigilar Fano,Fano,5,SABATINI Luca,Schiacciatore,2001,192,PU,ITA,fino al 28/02/2023,-,,,,
A3,2022/2023,Vigilar Fano,Fano,14,HOXHA Elvin,Schiacciatore,-,195,-,ITA,fino al 26/08/2022,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,1,TREVISIOL Fabio,Centrale,1999,190,VE,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,3,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,8,CRISTIAN Elia,Centrale,2005,186,VE,ITA,dal 01/02/2023,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,9,PARISI Simone,Schiacciatore,2004,192,TV,ITA,dal 29/09/2022,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,10,BARATTI Mirko,Palleggiatore,1997,175,MB,ITA,dal 07/12/2022,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,11,PALMISANO Pietro,Schiacciatore,2001,192,VE,ITA,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,12,MANDILARIS Angelos,Schiacciatore,1998,204,GRE,GRE,-,-,,,,
A3,2022/2023,Volley Team San Donà di Piave,San Donà di Piave,14,MAZZON Nicola,Palleggiatore,2003,203,VE,ITA,-,-,,,,
