Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2006/2007,A1,Despar Perugia,13,FRANCIA VASCONCELOS MIRKA,Spiker,1975,184,ITA,-
2006/2007,A1,Despar Perugia,15,DEL CORE ANTONELLA,Spiker,1980,182,ITA,-
2006/2007,A1,Despar Perugia,16,VALENTINI FRANCESCA,Middleblocker,1988,-,-,from 01/10/2006
2006/2007,A1,Despar Perugia,17,GIOLI SIMONA,Middleblocker,1977,185,ITA,-
2006/2007,A1,Despar Perugia,18,CAMPANA ERIKA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,1,ALDRICH ERIN,Middleblocker,1977,188,USA,-
2006/2007,A1,Lines Ecocapitanata Altamura,2,PALASCIANO VALENTINA,Middleblocker,-,-,-,from 15/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,2,PETRUZZELLI,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,5,SAVOSTIANOVA ELVIRA,Spiker,1974,190,ITA,until 22/03/2007
2006/2007,A1,Lines Ecocapitanata Altamura,7,ROMANÒ MARIA DEL ROSARIO,Middleblocker,1976,182,ITA,-
2006/2007,A1,Lines Ecocapitanata Altamura,8,CRUZ AUREA,Spiker,1982,183,PUR,-
2006/2007,A1,Lines Ecocapitanata Altamura,9,KOVACOVA KATARINA,Spiker,1981,187,SVK,-
2006/2007,A1,Lines Ecocapitanata Altamura,10,GLIGOROVIC BILJANA,Setter,1982,182,CRO,-
2006/2007,A1,Lines Ecocapitanata Altamura,11,MEZZAPESA TONIA,Setter,1985,185,ITA,-
2006/2007,A1,Lines Ecocapitanata Altamura,12,GAGGIOTTI SARA,Libero,1980,171,ITA,-
2006/2007,A1,Lines Ecocapitanata Altamura,13,MENCHOVA TATIANA,Spiker,1970,186,ITA,-
2006/2007,A1,Lines Ecocapitanata Altamura,13,DENORA MARIA,Spiker,-,0,-,from 15/04/2007
2006/2007,A1,Lines Ecocapitanata Altamura,13,DILEO MARISA,Middleblocker,-,-,-,from 15/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,13,CASIELLO CHIARA,Spiker,-,-,-,from 08/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,13,CICCAMARRA MARIAPIA,Spiker,-,-,-,from 01/10/2006
2006/2007,A1,Lines Ecocapitanata Altamura,14,KAHUMOKU LILY,Spiker,1981,188,USA,-
2006/2007,A1,Lines Ecocapitanata Altamura,15,VORONINA TETYANA,Spiker,1977,186,UKR,-
2006/2007,A1,Lines Ecocapitanata Altamura,16,PILOTA NORMA,Spiker,1973,178,ITA,-
2006/2007,A1,Megius Volley Padova,1,PACHALE HANKA,Spiker,1976,190,GER,-
2006/2007,A1,Megius Volley Padova,2,CURTARELLO FRANCESCA,Spiker,-,-,ITA,from 01/10/2006
2006/2007,A1,Megius Volley Padova,2,GUIDI ELENA,Setter,1989,0,-,from 10/12/2006
2006/2007,A1,Megius Volley Padova,3,ROSSO VALERIA,Middleblocker,1981,184,ITA,-
2006/2007,A1,Megius Volley Padova,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2006/2007,A1,Megius Volley Padova,5,BUCKOVA KATERINA,Middleblocker,1978,194,CZE,-
2006/2007,A1,Megius Volley Padova,7,SANGIULIANO RACHELE,Setter,1981,182,ITA,-
2006/2007,A1,Megius Volley Padova,8,BOSCOSCURO MARTINA,Libero,1988,165,ITA,-
2006/2007,A1,Megius Volley Padova,9,CENTONI NADIA,Spiker,1981,185,ITA,-
2006/2007,A1,Megius Volley Padova,10,GALIAZZO BARBARA,Middleblocker,-,-,-,from 22/10/2006
2006/2007,A1,Megius Volley Padova,10,PARKHOMENKO YELENA,Middleblocker,1982,186,AZE,from 10/03/2007
2006/2007,A1,Megius Volley Padova,11,MIFKOVA DARINA,Spiker,1974,188,ITA,-
2006/2007,A1,Megius Volley Padova,12,VANNINI FRANCESCA,Setter,1973,170,ITA,-
2006/2007,A1,Megius Volley Padova,13,BARBIERI BARBARA,Libero,1975,170,ITA,-
2006/2007,A1,Megius Volley Padova,14,SCALZOTTO GIULIA,Spiker,-,-,-,from 01/10/2006
2006/2007,A1,Megius Volley Padova,15,NIKOLIC JELENA,Spiker,1982,192,SCG,-
2006/2007,A1,Minetti Infoplus Vicenza,1,CURCIC IVANA,Spiker,1982,184,SCG,-
2006/2007,A1,Minetti Infoplus Vicenza,2,ARRIGHETTI VALENTINA,Middleblocker,1985,189,ITA,-
2006/2007,A1,Minetti Infoplus Vicenza,2,GORINI GIADA,Setter,1988,-,ITA,from 01/10/2006
2006/2007,A1,Minetti Infoplus Vicenza,3,CONTI ANDREA CAROLINA,Spiker,1982,193,ITA,-
2006/2007,A1,Minetti Infoplus Vicenza,4,STROBBE MARILYN,Middleblocker,1989,189,ITA,from 26/11/2006
2006/2007,A1,Minetti Infoplus Vicenza,4,DAL LAGO LISA,Spiker,-,0,-,from 11/03/2007
2006/2007,A1,Minetti Infoplus Vicenza,6,BEDIN VALENTINA,Libero,1985,165,ITA,-
2006/2007,A1,Minetti Infoplus Vicenza,7,DALL'IGNA STEFANIA,Setter,1984,175,ITA,-
2006/2007,A1,Minetti Infoplus Vicenza,7,PETRAUSKAITE VALDONE,Spiker,1984,181,LTU,-
2006/2007,A1,Minetti Infoplus Vicenza,8,ANGELONI VERONICA,Spiker,1986,188,ITA,from 16/03/2007
2006/2007,A1,Minetti Infoplus Vicenza,8,JERKOV MIA,Spiker,1982,193,CRO,until 14/03/2007
2006/2007,A1,Minetti Infoplus Vicenza,9,RADULOVIC BOJANA,Setter,1984,176,SCG,-
2006/2007,A1,Minetti Infoplus Vicenza,10,VANNI YLENIA,Middleblocker,1984,184,ITA,until 11/12/2006
2006/2007,A1,Minetti Infoplus Vicenza,11,TAKAHASHI MIYUKI,Spiker,1978,175,JPN,-
2006/2007,A1,Minetti Infoplus Vicenza,12,CAPONI MANUELA,Spiker,1979,188,ITA,from 16/03/2007
2006/2007,A1,Minetti Infoplus Vicenza,12,CHIARO SERENA,Setter,1974,175,ITA,until 22/11/2006
2006/2007,A1,Minetti Infoplus Vicenza,13,IKIC MATEA,Spiker,1989,185,CRO,-
2006/2007,A1,Minetti Infoplus Vicenza,15,PACCAGNELLA STEFANIA,Middleblocker,1973,186,ITA,-
2006/2007,A1,Minetti Infoplus Vicenza,17,DE GENNARO MONICA,Libero,1987,173,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,2,PETKOVA ILIYANA,Middleblocker,1977,191,BUL,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,3,TOGUT ELISA,Spiker,1978,192,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,4,ORAZI LUDOVICA,Spiker,1987,-,ITA,from 01/10/2006
2006/2007,A1,Monte Schiavo Banca Marche Jesi,6,GIOGOLI FRANCESCA,Setter,1983,173,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,7,MARINOVA NELI,Setter,1971,175,BUL,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,8,RINIERI SIMONA,Spiker,1977,188,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,9,BOWN HEATHER,Middleblocker,1978,191,USA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,10,ZILIO ISABELLA,Libero,1983,175,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,12,JAQUELINE DE CARVALHO PEREIRA,Spiker,1983,186,BRA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,12,IMPRESCIA FRANCESCA,Middleblocker,-,-,-,from 22/10/2006
2006/2007,A1,Monte Schiavo Banca Marche Jesi,13,CALLONI RAFFAELLA,Middleblocker,1983,186,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,13,BARTOLINI GIULIA,Middleblocker,-,-,-,from 22/10/2006
2006/2007,A1,Monte Schiavo Banca Marche Jesi,13,PADUA IRENE,Spiker,1989,-,ITA,from 01/10/2006
2006/2007,A1,Monte Schiavo Banca Marche Jesi,13,TRAVAGLINI ALESSIA,Middleblocker,1988,-,ITA,from 01/10/2006
2006/2007,A1,Monte Schiavo Banca Marche Jesi,14,CELLA ELISA,Spiker,1982,186,ITA,-
2006/2007,A1,Monte Schiavo Banca Marche Jesi,15,ZAMORA GIL MARTHA MARIA,Spiker,1983,187,CUB,until 10/03/2007
2006/2007,A1,Play Radio Foppapedretti Bergamo,1,ANGELA GABBIADINI,Spiker,-,-,-,from 05/11/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,1,BARA HAWA,Spiker,1992,0,-,from 09/06/2007
2006/2007,A1,Play Radio Foppapedretti Bergamo,1,GABBIADINI ANGELA,Spiker,1992,-,-,from 29/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,1,ORTOLANI SERENA,Spiker,1987,187,ITA,until 22/02/2007
2006/2007,A1,Play Radio Foppapedretti Bergamo,2,GRUEN ANGELINA,Spiker,1979,185,GER,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,3,CROCE PAOLA,Libero,1978,167,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,4,LODA SARA,Spiker,1990,0,-,from 09/06/2007
2006/2007,A1,Play Radio Foppapedretti Bergamo,5,GUJSKA KATARZYNA,Setter,1975,180,POL,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,6,GOTTI SARA,Spiker,-,0,-,from 09/06/2007
2006/2007,A1,Play Radio Foppapedretti Bergamo,6,BARAZZA JENNY,Middleblocker,1981,185,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,7,BARUN-SUSNJAR KATARINA,Spiker,1983,193,CRO,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,8,SECOLO MANUELA,Spiker,1977,180,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,9,SOROKAITE INDRE,Spiker,1988,186,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,10,VANDYCK GIFTY,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,10,CANAVESI MARA,Spiker,-,-,-,from 07/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,10,PICCOLI TRAPLETTI GIULIA,Spiker,-,-,-,from 29/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,10,PAGGI PAOLA,Middleblocker,1976,182,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,12,VERZEROLI ALESSANDRA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,14,LO BIANCO ELEONORA,Setter,1979,172,ITA,-
2006/2007,A1,Play Radio Foppapedretti Bergamo,14,CASATI PAOLA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Play Radio Foppapedretti Bergamo,18,POLJAK MAJA,Middleblocker,1983,194,CRO,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,1,NENKOVSKA ELENA,Spiker,1977,185,BUL,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,3,ABERNATHY JENNIFER,Spiker,1984,181,USA,from 09/03/2007
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,4,D'AGOSTINO STEFANIA,Setter,1986,179,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,5,ALLETTI ANASTASIA,Spiker,1991,182,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,6,ORTOLANI SERENA,Spiker,1987,187,ITA,from 23/02/2007
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,7,SEGUÌ LLEONART SABRINA VERONICA,Setter,1978,180,ARG,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,8,TRIPIEDI MONICA,Libero,1979,177,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,10,NNAMANI OGONNA NNEKA,Spiker,1983,186,USA,until 08/12/2006
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,11,BUSSO ELENA,Middleblocker,1976,194,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,13,GINANNESCHI DANIELA,Spiker,1978,183,ITA,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,15,KORKMAZ INESSA,Middleblocker,1972,190,AZE,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,15,MAZZOCCHI EVA,Middleblocker,1992,-,-,from 01/10/2006
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,16,PRZYBYSZ JAGIELO ALEKSANDRA KATARZYNA,Spiker,1980,185,POL,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,17,POGGI FRANCESCA,Libero,1992,162,-,-
2006/2007,A1,Rebecchi Cariparma Piacenza Volley,18,SCARABELLI CHIARA,Middleblocker,1993,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,1,ANZANELLO SARA,Middleblocker,1980,192,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,2,SKOWRONSKA KATARZYNA,Middleblocker,1983,187,POL,-
2006/2007,A1,Sant'Orsola Asystel Novara,2,UBEZIO ELENA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,3,CARDANI ELISA,Spiker,1990,0,-,from 25/04/2007
2006/2007,A1,Sant'Orsola Asystel Novara,4,FUCCI FEDERICA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,5,BALLARINI MOANA,Libero,1987,160,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,6,BECHIS MARTA,Setter,1989,-,ITA,from 05/11/2006
2006/2007,A1,Sant'Orsola Asystel Novara,6,MORANDI SILVIA,Middleblocker,1980,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,7,MERT BAHAR,Setter,1975,184,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,8,CECIONI VIOLA,Spiker,1988,189,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,9,FILIPOVICS ANITA,Middleblocker,1988,191,HUN,-
2006/2007,A1,Sant'Orsola Asystel Novara,9,MAININI ELENA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,10,FARABBI STEFANIA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,10,CARDULLO PAOLA,Libero,1982,162,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,10,SALVIA VALENTINA,Middleblocker,1990,-,-,from 15/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,11,POPOVIC-GAMMA SANJA,Spiker,1984,189,CRO,-
2006/2007,A1,Sant'Orsola Asystel Novara,12,AGUERO TAISMARY,Spiker,1977,177,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,13,OSMOKROVIC NATASA,Spiker,1976,182,CRO,-
2006/2007,A1,Sant'Orsola Asystel Novara,14,CORBELLINI MONICA,Setter,1988,181,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,15,SPASOJEVIC ANJA,Spiker,1983,186,SCG,-
2006/2007,A1,Sant'Orsola Asystel Novara,16,BARCELLINI CRISTINA,Spiker,1986,185,ITA,-
2006/2007,A1,Sant'Orsola Asystel Novara,16,LOMBARDO GILDA,Spiker,1989,-,ITA,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,18,CARRAVIERI CRISTINA,Setter,1987,-,-,from 01/10/2006
2006/2007,A1,Sant'Orsola Asystel Novara,18,ELLI MARIA LUISA,Middleblocker,1985,186,ITA,-
2006/2007,A1,Scavolini Pesaro,1,LUNGHI LUCIA,Spiker,1987,172,ITA,from 01/10/2006
2006/2007,A1,Scavolini Pesaro,1,RIDOLFI AGATA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Scavolini Pesaro,2,ROVINELLI SILVIA,Spiker,-,0,-,from 09/06/2007
2006/2007,A1,Scavolini Pesaro,2,PIERANTONI MARTINA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Scavolini Pesaro,3,TONUCCI BENEDETTA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Scavolini Pesaro,4,BERG LINDSEY,Setter,1980,174,USA,-
2006/2007,A1,Scavolini Pesaro,5,MACULEWICZ KINGA,Middleblocker,1978,188,FRA,-
2006/2007,A1,Scavolini Pesaro,6,GATTONI CHIARA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Scavolini Pesaro,6,ELISA MOROLLI,Spiker,-,0,-,from 06/06/2007
2006/2007,A1,Scavolini Pesaro,7,MARI MARIANNE STEINBRECHER,Spiker,1983,189,BRA,-
2006/2007,A1,Scavolini Pesaro,8,DALL'ORA CHIARA,Middleblocker,1983,187,ITA,-
2006/2007,A1,Scavolini Pesaro,9,DI IULIO CHIARA,Spiker,1985,185,ITA,-
2006/2007,A1,Scavolini Pesaro,10,MENGARDA GIORGETE CRISTINA,Spiker,1972,184,ITA,from 27/01/2007
2006/2007,A1,Scavolini Pesaro,12,COSTAGRANDE CAROLINA,Spiker,1980,186,ITA,-
2006/2007,A1,Scavolini Pesaro,13,SHEILLA TAVARES DE CASTRO,Spiker,1983,186,BRA,-
2006/2007,A1,Scavolini Pesaro,14,GUIGGI MARTINA,Middleblocker,1984,188,ITA,-
2006/2007,A1,Scavolini Pesaro,17,PUERARI RAMONA,Libero,1983,170,ITA,-
2006/2007,A1,Scavolini Pesaro,18,MURI ELISA,Setter,1984,181,ITA,-
2006/2007,A1,Tecnomec Forlì,2,ARGNANI GIULIA,Spiker,-,-,-,from 15/10/2006
2006/2007,A1,Tecnomec Forlì,2,STACCHIOTTI MILENA,Middleblocker,1985,185,ITA,-
2006/2007,A1,Tecnomec Forlì,3,GARZARO ILARIA,Middleblocker,1986,186,ITA,-
2006/2007,A1,Tecnomec Forlì,3,GHETTI MICHELA,Spiker,-,-,-,from 15/10/2006
2006/2007,A1,Tecnomec Forlì,4,POLI TANIA,Spiker,1978,181,ITA,-
2006/2007,A1,Tecnomec Forlì,5,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ARG,-
2006/2007,A1,Tecnomec Forlì,6,SAPORETTI ELENA,Spiker,-,-,-,from 15/10/2006
2006/2007,A1,Tecnomec Forlì,6,CAPONI MANUELA,Spiker,1979,188,ITA,until 15/03/2007
2006/2007,A1,Tecnomec Forlì,7,FLORENTINO GISELE CRISTINA,Setter,1973,180,BRA,-
2006/2007,A1,Tecnomec Forlì,8,DUMLER CORNELIA,Spiker,1982,182,GER,-
2006/2007,A1,Tecnomec Forlì,9,VECCHI CRISTINA,Libero,1983,170,ITA,-
2006/2007,A1,Tecnomec Forlì,10,ADAMS MONIQUE,Spiker,1970,189,USA,from 06/03/2007
2006/2007,A1,Tecnomec Forlì,11,JERKOV MIA,Spiker,1982,193,CRO,from 15/03/2007
2006/2007,A1,Tecnomec Forlì,12,LOMBARDI MARTINA,Libero,1989,160,ITA,-
2006/2007,A1,Tecnomec Forlì,13,SINTONI CATERINA,Setter,1982,171,ITA,-
2006/2007,A1,Tecnomec Forlì,15,CROZZOLIN ALESSANDRA,Middleblocker,1977,189,ITA,-
2006/2007,A1,Tecnomec Forlì,17,TOPIC MIRA,Spiker,1983,188,CRO,-
2006/2007,A1,Tena Volley Santeramo,1,BOTEVA MILENA,Spiker,1981,204,ITA,-
2006/2007,A1,Tena Volley Santeramo,2,CAPONIO ANTONELLA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Tena Volley Santeramo,3,SILLETTI MARIANNA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Tena Volley Santeramo,3,WILLOUGHBY KIM,Spiker,1980,183,USA,until 14/04/2007
2006/2007,A1,Tena Volley Santeramo,4,SONINHA SONIA BENEDITO,Spiker,1978,184,BRA,-
2006/2007,A1,Tena Volley Santeramo,5,MELEAN YORAXI,Setter,1975,178,ESP,-
2006/2007,A1,Tena Volley Santeramo,6,PORFIDO MARIA TERESA,Middleblocker,-,-,-,from 01/10/2006
2006/2007,A1,Tena Volley Santeramo,7,DUSHKYEVICH YEVGENIYA,Middleblocker,1979,187,UKR,-
2006/2007,A1,Tena Volley Santeramo,8,CICOLARI GRETA,Spiker,1982,180,ITA,-
2006/2007,A1,Tena Volley Santeramo,9,RODRIGUES TATIANA,Middleblocker,1973,187,BRA,-
2006/2007,A1,Tena Volley Santeramo,11,PORZIO NOEMI,Libero,1984,180,ITA,-
2006/2007,A1,Tena Volley Santeramo,13,LURASCHI KATJA,Setter,1986,187,ITA,-
2006/2007,A1,Tena Volley Santeramo,15,MATALONI MARTINA,Libero,1988,161,ITA,-
2006/2007,A1,Tena Volley Santeramo,17,MARULLI MONICA,Middleblocker,1975,196,ITA,-
2006/2007,A1,Tena Volley Santeramo,18,LIVINGSTON SHERISA,UNIVERSALE,1980,187,USA,from 28/12/2006
2006/2007,A2,1 Classe Bbc Roma,1,CORVESE VIVIANA,Middleblocker,1978,186,ITA,-
2006/2007,A2,1 Classe Bbc Roma,2,PALMERI MARA,Middleblocker,1979,185,ITA,-
2006/2007,A2,1 Classe Bbc Roma,3,SCOGNAMILLO VALENTINA,Libero,1988,172,ITA,-
2006/2007,A2,1 Classe Bbc Roma,4,DROZINA ELENA,Setter,1978,181,ITA,-
2006/2007,A2,1 Classe Bbc Roma,5,SESTINI DILETTA,Middleblocker,1987,180,ITA,-
2006/2007,A2,1 Classe Bbc Roma,6,CIRILLI ELIANA,Spiker,1987,183,ARG,-
2006/2007,A2,1 Classe Bbc Roma,8,CARMINATI CHIARA,Middleblocker,1986,188,ITA,-
2006/2007,A2,1 Classe Bbc Roma,9,DONÀ MELISSA,Spiker,1982,178,ITA,-
2006/2007,A2,1 Classe Bbc Roma,10,PROSPERI CRISTINA,Libero,1979,172,ITA,-
2006/2007,A2,1 Classe Bbc Roma,11,CIAVARELLI CLAUDIA,Setter,1977,174,ITA,-
2006/2007,A2,1 Classe Bbc Roma,12,CASOLI ALESSANDRA,Spiker,1978,185,ITA,until 14/03/2007
2006/2007,A2,1 Classe Bbc Roma,13,GRASSI MARIA EUGENIA,Spiker,1983,180,ITA,-
2006/2007,A2,1 Classe Bbc Roma,14,OLSOVSKY KATLEENE,Spiker,1982,188,USA,from 13/12/2006
2006/2007,A2,1 Classe Bbc Roma,15,MITROVIC TODOROVA ANDRJANA,Spiker,1977,184,SCG,from 07/03/2007
2006/2007,A2,All Fin Volta Mantovana,2,STEFANONI FEDERICA,Spiker,1980,170,ITA,-
2006/2007,A2,All Fin Volta Mantovana,3,RIPAMONTI SARA,Spiker,1975,175,ITA,-
2006/2007,A2,All Fin Volta Mantovana,6,GIOVANNELLI SILVIA,Middleblocker,1981,184,ITA,-
2006/2007,A2,All Fin Volta Mantovana,7,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,-
2006/2007,A2,All Fin Volta Mantovana,8,GORANOVA YANKOVA DESISLAVA,Spiker,1980,183,BUL,-
2006/2007,A2,All Fin Volta Mantovana,9,MARINELLI EVELYN,Libero,1974,170,ITA,-
2006/2007,A2,All Fin Volta Mantovana,10,CALLEGARO CINZIA,Setter,1975,172,ITA,-
2006/2007,A2,All Fin Volta Mantovana,12,MATTIOLO ANNA PAOLA,Spiker,1973,180,ITA,-
2006/2007,A2,All Fin Volta Mantovana,13,CARLESSO MONICA,Setter,1974,175,ITA,-
2006/2007,A2,All Fin Volta Mantovana,14,CONTI ALESSIA,Spiker,1976,180,ITA,-
2006/2007,A2,All Fin Volta Mantovana,15,GUERRINI ANNALISA,Middleblocker,1979,182,ITA,-
2006/2007,A2,All Fin Volta Mantovana,16,ROSSI VALENTINA,Middleblocker,1979,182,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,1,VINCIARELLI SIMONA,Spiker,1983,170,ITA,-
2006/2007,A2,Brunelli Volley Nocera Umbra,2,BRAGAGLIA ANTONELLA,Middleblocker,1973,184,ITA,-
