Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2004/2005,A1,Itas Diatec Trentino,6,BACKMANN Frank,Libero,1977,191,GER,GER,from 29/03/2005,-
2004/2005,A1,Itas Diatec Trentino,7,CAVALIERE Rodolfo,Setter,1974,195,VA,ITA,until 08/12/2004,-
2004/2005,A1,Itas Diatec Trentino,8,SARTORETTI Andrea,Spiker,1971,194,PG,ITA,-,-
2004/2005,A1,Itas Diatec Trentino,9,HUBNER Stefan,Middleblocker,1975,200,GER,GER,-,-
2004/2005,A1,Itas Diatec Trentino,10,CHOCHOLAK Gabriel,Spiker,1978,203,SVK,SVK,-,-
2004/2005,A1,Itas Diatec Trentino,11,SORCINELLI Giuseppe,Libero,1971,195,PU,ITA,-,-
2004/2005,A1,Itas Diatec Trentino,12,RABEZZANA Edoardo,Setter,1975,192,AT,ITA,-,-
2004/2005,A1,Itas Diatec Trentino,13,VUJEVIC Goran,Spiker,1973,192,MNE,SRB,-,-
2004/2005,A1,Itas Diatec Trentino,14,TEDESCHI Lorenzo,Spiker,1968,196,AQ,ITA,-,-
2004/2005,A1,Itas Diatec Trentino,16,NUZZO Gianluca,Spiker,1975,193,LE,ITA,until 22/09/2004,trasferito a Teleunit Gioia Del Colle
2004/2005,A1,Itas Diatec Trentino,17,WALTER Norbert,Middleblocker,1979,210,GER,GER,-,-
2004/2005,A1,Itas Diatec Trentino,18,MATTIOLI Francesco,Spiker,1975,194,FI,ITA,-,-
2004/2005,A1,Itas Diatec Trentino,19,PISCOPO Cosimo Marco,Middleblocker,1983,205,LE,ITA,until 14/01/2005,-
2004/2005,A1,Lube Banca Marche Macerata,1,RAVELLINO Manuele,Middleblocker,1974,201,NA,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,3,GEMMI Lorenzo,Spiker,1985,199,MC,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,4,PAPARONI Alessandro,Spiker,1981,191,MC,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,6,LIMA Mauricio,Setter,1968,185,BRA,BRA,-,-
2004/2005,A1,Lube Banca Marche Macerata,7,DENNIS Angel,Spiker,1977,194,CUB,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,8,BRACCI Marco,Spiker,1966,197,FI,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,9,BERNARDI Lorenzo,Spiker,1968,199,TN,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,10,GITTO Carmelo,Middleblocker,1987,204,ME,ITA,from 14/11/2004,-
2004/2005,A1,Lube Banca Marche Macerata,10,MASTRANGELO Luigi,Middleblocker,1975,202,TA,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,11,DEHNE Frank,Setter,1976,202,GER,GER,-,-
2004/2005,A1,Lube Banca Marche Macerata,12,GERIC Andrija,Middleblocker,1977,203,SRB,SRB,-,-
2004/2005,A1,Lube Banca Marche Macerata,13,CORSANO Mirko,Libero,1973,191,LE,ITA,-,-
2004/2005,A1,Lube Banca Marche Macerata,14,MILJKOVIC Ivan,Spiker,1979,206,SRB,SRB,-,-
2004/2005,A1,Marmi Lanza Verona,2,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,3,RIGATELLI Alessandro,Spiker,1967,191,VR,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,4,PES Giuseppe,Setter,1975,191,VR,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,5,KRAL Jiri,Middleblocker,1981,200,CZE,CZE,-,-
2004/2005,A1,Marmi Lanza Verona,6,LO RE Luca,Spiker,1976,200,BR,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,7,LASKO Michal,Spiker,1981,202,POL,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,9,NUTI Marco,Setter,1970,190,PI,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,10,MESSANA Dario,Libero,1979,188,CT,ITA,-,-
2004/2005,A1,Marmi Lanza Verona,12,GATO Ramon Moya,Spiker,1973,192,CUB,CUB,-,-
2004/2005,A1,Marmi Lanza Verona,15,HOWARD Daniel Allan,Middleblocker,1976,209,AUS,AUS,-,-
2004/2005,A1,Marmi Lanza Verona,16,GRANVORKA Frantz,Spiker,1976,195,FRA,FRA,-,-
2004/2005,A1,Prisma Taranto,1,HERPE Renaud,Spiker,1975,198,FRA,FRA,-,-
2004/2005,A1,Prisma Taranto,2,FENILI Riccardo,Libero,1975,192,LU,ITA,-,-
2004/2005,A1,Prisma Taranto,3,BAKUMOVSKI Eugen,Spiker,1980,194,UKR,GER,-,-
2004/2005,A1,Prisma Taranto,4,ZAPLETAL Petr,Setter,1977,194,CZE,CZE,from 09/01/2005,-
2004/2005,A1,Prisma Taranto,4,ROSSETTI Giacomo,Setter,1971,195,AN,ITA,until 13/01/2005,-
2004/2005,A1,Prisma Taranto,6,OLIVERI Simone,Spiker,1977,196,SV,ITA,-,-
2004/2005,A1,Prisma Taranto,8,GIOSA Alessandro,Middleblocker,1977,198,TA,ITA,-,-
2004/2005,A1,Prisma Taranto,9,PINHEIRO Nuno,Setter,1984,192,POR,POR,-,-
2004/2005,A1,Prisma Taranto,10,CANTAGALLI Luca,Spiker,1965,199,RE,ITA,-,-
2004/2005,A1,Prisma Taranto,11,GIOMBINI Leondino,Middleblocker,1975,205,AN,ITA,-,-
2004/2005,A1,Prisma Taranto,12,CUMINETTI Juan Carlos,Spiker,1967,202,ARG,ITA,-,-
2004/2005,A1,Prisma Taranto,14,HERNANDEZ Ihosvany,Middleblocker,1972,206,CUB,CUB,-,-
2004/2005,A1,Prisma Taranto,15,GIRETTO Giacomo,Middleblocker,1973,206,IM,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,1,LEBL Martin,Middleblocker,1980,201,CZE,CZE,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,2,BUCAIONI Luca,Setter,1982,198,PG,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,3,HELD Henk Jan,Middleblocker,1967,200,NED,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,4,DECIO Massimiliano,Spiker,1971,194,VA,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,5,DANI Marco,Middleblocker,1975,205,FI,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,6,GIOVI Andrea,Spiker,1983,185,PG,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,7,TRIMARCHI Alessandro,Libero,1972,184,CT,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,8,ZAYTSEV Ivan,Setter,1988,202,PG,ITA,from 11/10/2004,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,9,KATO Yoichi,Spiker,1976,190,JPN,JPN,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,10,SINTINI Giacomo,Setter,1979,196,RA,ITA,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,11,HERNANDEZ Osvaldo,Spiker,1970,198,CUB,CUB,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,12,LIPPARINI Marco,Spiker,1987,190,PG,ITA,from 05/12/2004,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,13,SWIDERSKI Sebastian,Spiker,1977,196,POL,POL,-,-
2004/2005,A1,RPA-LuigiBacchi.it Perugia,17,DE LA FUENTE Enrique,Spiker,1975,194,ESP,ESP,-,-
2004/2005,A1,Sisley Treviso,2,DE TOGNI Giorgio,Middleblocker,1985,202,FE,ITA,from 28/11/2004,-
2004/2005,A1,Sisley Treviso,2,KOVACEVIC Toni,Spiker,1983,198,BIH,CRO,-,-
2004/2005,A1,Sisley Treviso,3,FEI Alessandro,Spiker,1978,204,VA,ITA,-,-
2004/2005,A1,Sisley Treviso,5,VERMIGLIO Valerio,Setter,1976,189,ME,ITA,-,-
2004/2005,A1,Sisley Treviso,6,PAPI Samuele,Spiker,1973,191,AN,ITA,-,-
2004/2005,A1,Sisley Treviso,7,FARINA Alessandro,Libero,1976,182,PR,ITA,-,-
2004/2005,A1,Sisley Treviso,8,GASPAR Hugo Fernando Lucas,Spiker,1982,200,POR,POR,-,-
2004/2005,A1,Sisley Treviso,11,ENDRES Gustavo,Middleblocker,1975,203,BRA,BRA,-,-
2004/2005,A1,Sisley Treviso,12,BARBARO Enzo,Setter,1978,190,MI,ITA,-,-
2004/2005,A1,Sisley Treviso,13,TENCATI Luca,Middleblocker,1979,200,CR,ITA,-,-
2004/2005,A1,Sisley Treviso,14,TAMBURO Vincenzo,Spiker,1985,201,FI,ITA,from 14/11/2004,-
2004/2005,A1,Sisley Treviso,15,CISOLLA Alberto,Spiker,1977,197,TV,ITA,-,-
2004/2005,A1,Sisley Treviso,16,CASOLI Cristian,Spiker,1975,194,VA,ITA,-,-
2004/2005,A1,Sisley Treviso,18,CUDA Juan Josè,Spiker,1987,194,ARG,ITA,-,-
2004/2005,A1,Sisley Treviso,18,GRAVINA Pasquale,Middleblocker,1970,202,CB,ITA,from 20/09/2004,-
2004/2005,A1,Teleunit Gioia Del Colle,1,PASCUAL Rafael,Spiker,1970,195,ESP,ESP,-,-
2004/2005,A1,Teleunit Gioia Del Colle,2,LAURILA Lassepetteri,Setter,1973,187,FIN,FIN,-,-
2004/2005,A1,Teleunit Gioia Del Colle,4,TOMALINO Massimo,Middleblocker,1976,205,GE,ITA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,6,PSARRAS Athanasios,Setter,1973,191,GRE,GRE,-,-
2004/2005,A1,Teleunit Gioia Del Colle,7,OLTEANU Bogdan,Spiker,1981,197,ROM,ROM,-,-
2004/2005,A1,Teleunit Gioia Del Colle,8,DIVIS Peter,Spiker,1978,198,SVK,SVK,-,-
2004/2005,A1,Teleunit Gioia Del Colle,9,DE MARCO Massimo,Spiker,1982,195,RM,ITA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,12,BARBONE Giuseppe,Middleblocker,1974,200,BA,ITA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,14,TOALDO Carlos Roberto,Middleblocker,1970,200,BRA,BRA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,15,GALLOTTA Cosimo,Spiker,1977,195,SA,ITA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,16,BARI Andrea,Libero,1980,185,AN,ITA,-,-
2004/2005,A1,Teleunit Gioia Del Colle,18,NUZZO Gianluca,Spiker,1975,193,LE,ITA,from 23/09/2004,proveniente da Itas Diatec Trentino
2004/2005,A1,Teleunit Gioia Del Colle,-,MANCINI Marco,Spiker,1975,190,AQ,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,1,LATELLI Maurizio,Libero,1974,190,CZ,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,3,BATEZ Vladimir,Spiker,1969,194,SRB,SRB,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,4,SOTTILE Daniele,Setter,1979,190,ME,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,5,DE GIORGI Michele,Setter,1968,182,LE,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,5,BARONE Rocco,Spiker,1987,196,RC,ITA,from 17/09/2004,-
2004/2005,A1,Tonno Callipo Vibo Valentia,6,JANIC Bojan,Spiker,1982,198,SRB,SRB,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,8,FERRARO Antonio,Spiker,1973,197,CZ,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,9,SALA Andrea,Middleblocker,1978,202,VA,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,10,ROSALBA Simone,Spiker,1976,197,CS,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,11,FELIZARDO Renato,Middleblocker,1978,200,BRA,BRA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,12,PAMPEL Christian,Spiker,1979,195,GER,GER,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,13,BELARDI Fabio,Middleblocker,1978,203,TS,ITA,-,-
2004/2005,A1,Tonno Callipo Vibo Valentia,14,PRIDDY Reid William,Spiker,1977,193,USA,USA,-,-
2004/2005,A2,Allegrini Bergamo,1,GELLI Massimo,Middleblocker,1978,200,MO,ITA,-,-
2004/2005,A2,Allegrini Bergamo,3,INVERNICI Tommaso,Spiker,1980,192,BG,ITA,-,-
2004/2005,A2,Allegrini Bergamo,5,JANKOVIC Martin,Spiker,1974,198,SVK,SVK,from 16/02/2005,-
2004/2005,A2,Allegrini Bergamo,5,NAVA Alessio,Spiker,-,190,-,ITA,from 07/11/2004,-
2004/2005,A2,Allegrini Bergamo,6,CUTURIC Jasmin,Spiker,1974,195,SLO,SLO,-,-
2004/2005,A2,Allegrini Bergamo,7,VISENTIN Marco,Setter,1982,196,TV,ITA,-,-
2004/2005,A2,Allegrini Bergamo,8,GATTI Davide,Spiker,1980,194,MI,ITA,-,-
2004/2005,A2,Allegrini Bergamo,10,VERDERIO Vittorio,Setter,1967,190,MB,ITA,-,-
2004/2005,A2,Allegrini Bergamo,11,BALDI Giorgio,Middleblocker,1966,198,BG,ITA,-,-
2004/2005,A2,Allegrini Bergamo,12,FABBIANI Sandro,Spiker,1978,198,RE,ITA,-,-
2004/2005,A2,Allegrini Bergamo,14,CRUZ GONCALVES Flavio,Spiker,1982,193,POR,POR,from 08/10/2004,-
2004/2005,A2,Allegrini Bergamo,15,GRAPPA Giovanni,Libero,1981,188,FE,ITA,-,-
2004/2005,A2,Allegrini Bergamo,16,BURGSTHALER Matteo,Middleblocker,1981,198,TN,ITA,-,-
2004/2005,A2,Allegrini Bergamo,17,DOMENGHINI Giorgio,Spiker,1977,191,BG,ITA,-,-
2004/2005,A2,Bassano Volley,1,SHITTU Steven,Spiker,1973,200,NGR,BEL,-,-
2004/2005,A2,Bassano Volley,3,PESENTI Matteo,Libero,1976,184,BG,ITA,-,-
2004/2005,A2,Bassano Volley,4,PIANESE Mario,Setter,1983,191,TN,ITA,-,-
2004/2005,A2,Bassano Volley,5,HUPKA Robert,Spiker,1981,202,SVK,SVK,until 08/03/2005,-
2004/2005,A2,Bassano Volley,6,MEGGIOLARO Erardo,Setter,1977,192,PD,ITA,-,-
2004/2005,A2,Bassano Volley,7,DAL MOLIN Davide,Middleblocker,1978,198,VI,ITA,-,-
2004/2005,A2,Bassano Volley,8,GUARISE Eros,Middleblocker,1983,202,VI,ITA,-,-
2004/2005,A2,Bassano Volley,9,BIZZOTTO Riccardo,Spiker,1981,198,VI,ITA,-,-
2004/2005,A2,Bassano Volley,10,DESIDERIO Daniele,Spiker,1979,198,CT,ITA,-,-
2004/2005,A2,Bassano Volley,11,GUIDOLIN Mirco,Spiker,1978,198,VI,ITA,-,-
2004/2005,A2,Bassano Volley,12,LOGLISCI Marco,Middleblocker,1975,196,PR,ITA,-,-
2004/2005,A2,Bassano Volley,13,DALLA LIBERA Mirko,Spiker,1974,202,VI,ITA,-,-
2004/2005,A2,Carife Ferrara,1,ZAPPATERRA Andrea,Libero,1979,182,FE,ITA,-,-
2004/2005,A2,Carife Ferrara,2,SIRRI Luca,Spiker,1983,194,RA,ITA,-,-
2004/2005,A2,Carife Ferrara,4,RUBACEK Thomas,Spiker,1978,195,CZE,CZE,-,-
2004/2005,A2,Carife Ferrara,5,STAGNI Luca,Middleblocker,1975,198,FE,ITA,-,-
2004/2005,A2,Carife Ferrara,6,LUCCHI Cristiano,Libero,1977,193,FC,ITA,from 10/12/2004,proveniente da Conad Forlì
2004/2005,A2,Carife Ferrara,6,TABANELLI Matteo,Spiker,1983,190,RA,ITA,until 07/12/2004,trasferito a Conad Forlì
2004/2005,A2,Carife Ferrara,7,FERRIOLI Paolo,Setter,1967,183,FE,ITA,-,-
2004/2005,A2,Carife Ferrara,8,PIETRELLI Roberto,Spiker,1971,190,PU,ITA,from 02/02/2005,-
2004/2005,A2,Carife Ferrara,9,SOSSELLA Francesco,Middleblocker,1981,200,FE,ITA,-,-
2004/2005,A2,Carife Ferrara,10,AIELLO Andrea,Spiker,1970,192,PR,ITA,-,-
2004/2005,A2,Carife Ferrara,12,VANINI Andrea,Setter,1979,180,FE,ITA,-,-
2004/2005,A2,Carife Ferrara,14,JELIAZKOV Nikolai,Middleblocker,1970,198,BUL,BUL,-,-
2004/2005,A2,Carife Ferrara,15,MENGOZZI Stefano,Middleblocker,1985,204,RA,ITA,-,-
2004/2005,A2,Carife Ferrara,16,MATHEUS Josè,Spiker,1976,193,VEN,VEN,-,-
2004/2005,A2,Codyeco S.Croce,1,FALASCA Guillermo,Spiker,1977,200,ARG,ESP,-,-
2004/2005,A2,Codyeco S.Croce,5,TIBERTI Simone,Setter,1980,180,BS,ITA,-,-
2004/2005,A2,Codyeco S.Croce,6,MISCIO Emanuele,Setter,1982,186,AR,ITA,-,-
2004/2005,A2,Codyeco S.Croce,7,PAGNI Filippo,Middleblocker,1984,200,PI,ITA,-,-
2004/2005,A2,Codyeco S.Croce,8,FORNI Marcello,Middleblocker,1980,200,MO,ITA,-,-
2004/2005,A2,Codyeco S.Croce,9,PERUZZO Alberto,Middleblocker,1979,198,TV,ITA,until 21/12/2004,trasferito a Isernia Volley
2004/2005,A2,Codyeco S.Croce,10,CIAPPI Alessandro,Spiker,1982,199,PI,ITA,-,-
2004/2005,A2,Codyeco S.Croce,11,PIERI Francesco,Libero,1982,185,PO,ITA,-,-
2004/2005,A2,Codyeco S.Croce,12,GERBI Mirko,Spiker,1978,192,PO,ITA,-,-
2004/2005,A2,Codyeco S.Croce,15,SUELA Luis Pedro,Spiker,1976,198,ESP,ESP,-,-
2004/2005,A2,Codyeco S.Croce,18,JANSEN DE SOUZA MARTINS Wallace,Spiker,1983,204,BRA,BRA,-,-
2004/2005,A2,Codyeco S.Croce,-,RINELLI Antonio,Middleblocker,1979,200,TA,ITA,from 17/12/2004,proveniente da Isernia Volley
2004/2005,A2,Conad Forlì,1,SPESCHA Simone,Spiker,1979,200,RM,ITA,until 21/12/2004,trasferito a Esse-ti Carilo Loreto
2004/2005,A2,Conad Forlì,2,EMILIANI Enrico,Spiker,1983,195,FC,ITA,from 23/12/2004,-
2004/2005,A2,Conad Forlì,3,GUEMART Michel,Setter,1983,193,FC,ITA,-,-
2004/2005,A2,Conad Forlì,4,BARANEK Kamil,Spiker,1983,198,CZE,CZE,-,-
2004/2005,A2,Conad Forlì,5,CRICCA Manuele,Middleblocker,1981,200,RA,ITA,until 20/12/2004,trasferito a Samia Schio
2004/2005,A2,Conad Forlì,6,MENGOZZI Daniele,Spiker,1987,194,FC,ITA,-,-
