Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2019/2020,A2,Club Italia Crai,17,NWAKALOR LINDA,Middleblocker,2002,183,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,1,BACCHI LUCIA,Spiker,1981,180,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,2,POGGI CHIARA,Setter,2001,181,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,3,ALTINI LAURA,Opposite,1998,189,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,4,PIVA REBECCA,Spiker,2001,183,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,5,CANTON CLARA,Spiker,1998,186,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,7,STRUMILO DOMINIKA,Spiker,1996,189,BEL,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,8,GUIDI LUDOVICA,Middleblocker,1992,186,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,9,TORCOLACCI ALICE,Middleblocker,2000,182,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,10,CALISESI NUI,Libero,1999,173,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,11,MANFREDINI COSTANZA,Opposite,1988,188,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,12,PARINI SVEVA,Middleblocker,2001,185,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,13,ROCCHI GIULIA,Libero,1992,168,ITA,-
2019/2020,A2,Conad Olimpia Teodora Ravenna,14,ANGELELLI ILARIA,Setter,1986,172,ITA,from 20/02/2020
2019/2020,A2,Conad Olimpia Teodora Ravenna,15,MOROLLI ELISA,Setter,1993,174,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,1,NEGRO MARIA SOFIA,Setter,2000,184,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,2,PROVARONI CLAUDIA,Spiker,1998,181,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,3,VALLI GRETA,Spiker,1992,178,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,4,AVENIA GIORGIA,Setter,1994,180,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,5,VINCENTI VIVIANA,Middleblocker,1981,186,ITA,from 30/01/2020
2019/2020,A2,Cuore Di Mamma Cutrofiano,7,TOMMASIN DILETTA MARGHERITA,Opposite,2001,195,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,8,BAGGI LAURA,Spiker,1992,190,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,9,KAJALINA ANNA,Opposite,1991,205,EST,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,10,BARBAGALLO ALICE,Libero,1997,168,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,11,VANNI YLENIA,Middleblocker,1984,184,ITA,from 12/10/2019 until 31/01/2020
2019/2020,A2,Cuore Di Mamma Cutrofiano,13,COGLIANDRO ASIA,Middleblocker,1996,184,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,14,ANTIGNANO FABIANA,Middleblocker,1995,186,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,15,BERTONE FLORIANA,Middleblocker,1992,202,ITA,-
2019/2020,A2,Cuore Di Mamma Cutrofiano,16,TRABUCCO CHIARA,Spiker,2002,178,ITA,-
2019/2020,A2,Delta Informatica Trentino,1,PIANI VITTORIA,Opposite,1998,187,ITA,-
2019/2020,A2,Delta Informatica Trentino,2,COSI FRANCESCA,Middleblocker,2000,186,ITA,-
2019/2020,A2,Delta Informatica Trentino,4,KOSEKOVA BARBORA,Setter,1994,179,SVK,from 29/01/2020
2019/2020,A2,Delta Informatica Trentino,5,MORO ILENIA,Libero,1999,178,ITA,-
2019/2020,A2,Delta Informatica Trentino,6,FONDRIEST SILVIA,Middleblocker,1988,188,ITA,-
2019/2020,A2,Delta Informatica Trentino,7,D'ODORICO SOFIA,Spiker,1997,186,ITA,-
2019/2020,A2,Delta Informatica Trentino,9,BARBOLINI VALENTINA,Spiker,1993,186,ITA,-
2019/2020,A2,Delta Informatica Trentino,10,MONCADA ELISA,Setter,1987,175,ITA,-
2019/2020,A2,Delta Informatica Trentino,12,FURLAN ELEONORA,Middleblocker,1995,188,ITA,-
2019/2020,A2,Delta Informatica Trentino,13,MELLI GIULIA,Spiker,1998,184,ITA,-
2019/2020,A2,Delta Informatica Trentino,15,VIANELLO VITTORIA,Libero,2000,170,ITA,-
2019/2020,A2,Delta Informatica Trentino,16,GIOMETTI DIANA,Spiker,1996,180,ITA,-
2019/2020,A2,Delta Informatica Trentino,17,BERASI VIRGINIA,Setter,1994,170,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,1,CASALIS NICOLETTA,Middleblocker,1998,181,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,2,NASI CAROLA,Libero,2001,175,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,3,FIORI SILVIA,Libero,1994,162,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,4,ALLASIA VERONICA,Setter,2000,180,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,5,CIARROCCHI MICHELA,Middleblocker,1999,185,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,8,BERTONE SERENA,Middleblocker,1995,185,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,9,BOLDINI JENNIFER,Setter,1999,187,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,11,TOSINI ELISABETTA,Spiker,2000,181,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,12,GRIGOLO LAURA,Spiker,1996,183,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,13,ZAGO VALENTINA,Opposite,1990,187,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,15,BUFFO SIMONA,Opposite,1998,181,ITA,-
2019/2020,A2,Eurospin Ford Sara Pinerolo,17,BUSSOLI SILVIA,Spiker,1993,184,ITA,-
2019/2020,A2,Exacer Montale,1,PINCERATO GIULIA,Setter,1987,182,ITA,from 26/01/2020 PROVENIENTE DA GREEN WARRIORS SASSUOLO
2019/2020,A2,Exacer Montale,1,BANDIERI LAURA,Middleblocker,1999,184,ITA,until 09/01/2020
2019/2020,A2,Exacer Montale,2,GIOVANNINI GAIA,Spiker,2001,182,ITA,-
2019/2020,A2,Exacer Montale,3,BICI AMELIA,Libero,1998,165,ITA,-
2019/2020,A2,Exacer Montale,4,BLASI SOPHIE ANDREA,Spiker,2002,177,ITA,-
2019/2020,A2,Exacer Montale,5,TOSI ELEONORA,Opposite,2001,190,ITA,-
2019/2020,A2,Exacer Montale,6,SANDONI SARA,Setter,1996,175,ITA,-
2019/2020,A2,Exacer Montale,7,GENTILI FRANCESCA,Middleblocker,1990,188,ITA,-
2019/2020,A2,Exacer Montale,9,BRINA MARTINA,Spiker,1996,190,ITA,-
2019/2020,A2,Exacer Montale,10,MIGLIORINI SOFIA,Middleblocker,2001,184,ITA,-
2019/2020,A2,Exacer Montale,11,LUKETIC KATARINA,Opposite,1998,190,CRO,-
2019/2020,A2,Exacer Montale,12,AGUERO TAISMARY,Spiker,1977,178,ITA,-
2019/2020,A2,Exacer Montale,13,RUBINI GIULIA,Spiker,1990,181,ITA,from 30/01/2020
2019/2020,A2,Exacer Montale,14,BELLINI ALICE,Spiker,2001,182,ITA,-
2019/2020,A2,Exacer Montale,15,SAVERIANO FRANCESCA,Setter,1993,174,ITA,until 25/01/2020 TRASFERITA A OMAG S.GIOV. IN MARIGNANO
2019/2020,A2,Exacer Montale,16,BUFFAGNI ALESSIA,Libero,2001,171,ITA,-
2019/2020,A2,Exacer Montale,17,FRONZA ELENA,Middleblocker,1992,183,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,2,VENERIANO MARTINA,Middleblocker,1995,179,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,3,DANIELLI VALENTINA,Libero,1993,171,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,4,CIALFI CATERINA,Setter,1995,176,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,7,PERUZZO VIRGINIA,Spiker,2000,179,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,8,LATHAM REBECCA KAY,Opposite,1997,190,USA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,9,CICOLINI ALESSIA,Opposite,2000,178,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,10,SARTORI BENEDETTA MARIA,Middleblocker,2001,187,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,11,PISTOLESI AURORA,Spiker,1999,182,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,13,PINTO CHIARA,Spiker,1997,178,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,15,GALLIZIOLI MICHELA,Middleblocker,1993,182,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,16,GRIPPO ERIN,Setter,2002,171,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,17,GARZONIO BARBARA,Libero,1992,164,ITA,-
2019/2020,A2,Futura Volley Giovani Busto Arsizio,18,ZINGARO SERENA,Spiker,1993,178,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,3,ANGELINI SARA,Middleblocker,1989,185,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,4,FIORE EMANUELA,Opposite,1986,183,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,5,BONCIANI FRANCESCA,Setter,1992,178,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,6,FILACCHIONI GIULIA,Spiker,1999,183,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,7,MOLTRASIO GIULIA,Setter,1996,180,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,8,BARAZZA JENNY,Middleblocker,1981,188,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,12,EMMEL ROXO THAYNARA,Spiker,1991,188,BRA,-
2019/2020,A2,Geovillage Hermaea Olbia,13,MARUOTTI ILARIA,Spiker,1994,183,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,14,CAFORIO GIORGIA,Libero,1994,168,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,17,FORMAGGIO SILVIA,Spiker,2000,171,ITA,-
2019/2020,A2,Geovillage Hermaea Olbia,18,POLI AURORA,Middleblocker,1999,188,ITA,-
2019/2020,A2,Green Warriors Sassuolo,1,FUCKA TATJANA,Middleblocker,1999,190,ITA,until 27/01/2020
2019/2020,A2,Green Warriors Sassuolo,2,FALCONE EMMA,Libero,2001,165,ITA,-
2019/2020,A2,Green Warriors Sassuolo,3,MALUAL ADHUOLJOK JOHN MAJAK,Opposite,2000,190,ITA,-
2019/2020,A2,Green Warriors Sassuolo,5,ZOJZI ANETA,Spiker,2003,184,ITA,-
2019/2020,A2,Green Warriors Sassuolo,6,FUCKA REBEKA,Middleblocker,1999,190,ITA,-
2019/2020,A2,Green Warriors Sassuolo,7,GHEZZI MARTINA,Spiker,2001,182,ITA,-
2019/2020,A2,Green Warriors Sassuolo,8,GARZARO ILARIA,Middleblocker,1986,190,ITA,from 31/01/2020 PROVENIENTE DA GOLDEN TULIP VOLALTO 2.0 CASERTA
2019/2020,A2,Green Warriors Sassuolo,9,CVETNIC LEA,Spiker,1999,186,CRO,-
2019/2020,A2,Green Warriors Sassuolo,10,PINCERATO GIULIA,Setter,1987,182,ITA,until 14/01/2020 TRASFERITA A EXACER MONTALE
2019/2020,A2,Green Warriors Sassuolo,11,MAMBELLI BENEDETTA,Spiker,1995,188,ITA,-
2019/2020,A2,Green Warriors Sassuolo,12,FAVA FRANCESCA,Middleblocker,1998,182,ITA,-
2019/2020,A2,Green Warriors Sassuolo,13,PASQUINO LAURA,Setter,2002,185,ITA,-
2019/2020,A2,Green Warriors Sassuolo,14,GALLETTI GIULIA,Setter,1999,185,ITA,from 18/01/2020 PROVENIENTE DA SIGEL MARSALA
2019/2020,A2,Green Warriors Sassuolo,15,SCOGNAMILLO SERENA,Libero,2001,170,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,1,CARRARO ROBERTA,Setter,1998,181,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,2,CASERTA GIULIA,Middleblocker,1999,185,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,3,PECALLI MARTA,Libero,2001,167,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,4,STIVAL SARA,Opposite,2001,182,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,5,SABADIN FRANCESCA,Setter,2000,185,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,6,FIORIO CRISTINA,Spiker,1997,180,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,7,NWANEBU EBONY,Opposite,1995,193,USA,-
2019/2020,A2,Itas Città Fiera Martignacco,8,RUCLI MICHELA,Middleblocker,1996,185,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,9,BELTRAME ALLISON,Spiker,1998,182,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,10,CARAVELLO LARA,Libero,1994,176,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,11,DHIMITRIADHI KAROLA,Spiker,1996,183,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,12,BUSOLINI FEDERICA,Middleblocker,1999,186,ITA,-
2019/2020,A2,Itas Città Fiera Martignacco,16,PASCUCCI GIULIA,Spiker,1993,188,ITA,from 22/01/2020 PROVENIENTE DA BARTOCCINI FORTINFISSI PERUGIA
2019/2020,A2,Itas Città Fiera Martignacco,18,GIUGOVAZ LINDA,Spiker,2000,183,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,1,BRESCIANI GIULIA,Libero,1992,165,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,3,DE BELLIS LINDA,Opposite,2001,190,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,5,BATTISTONI ILARIA,Setter,1996,174,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,6,COULIBALY SALIMATOU,Spiker,1995,173,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,7,PINALI GRETA,Spiker,1997,184,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,8,SAGUATTI GIULIA,Spiker,1991,180,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,9,BONELLI ASIA,Setter,2000,181,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,10,PAMIO ALICE,Spiker,1998,181,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,12,MAZZON ALESSIA,Middleblocker,1998,184,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,13,MANDRELLI GRETA,Libero,2002,170,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,14,SAVERIANO FRANCESCA,Setter,1993,174,ITA,from 26/01/2020 PROVENIENTE DA EXACER MONTALE
2019/2020,A2,Omag S.Giov. In Marignano,15,GRAY ANNA,Middleblocker,1996,187,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,17,DECORTES CLARA,Opposite,1996,183,ITA,-
2019/2020,A2,Omag S.Giov. In Marignano,18,LUALDI GIUDITTA,Middleblocker,1995,186,ITA,-
2019/2020,A2,P2p Smilers Baronissi,1,NORGINI MARIA CHIARA,Libero,1998,170,ITA,from 22/10/2019
2019/2020,A2,P2p Smilers Baronissi,2,FERRARA MARIANNA,Spiker,1996,178,ITA,-
2019/2020,A2,P2p Smilers Baronissi,3,TRAVAGLINI ALESSIA,Middleblocker,1988,188,ITA,-
2019/2020,A2,P2p Smilers Baronissi,4,SESTINI DILETTA,Middleblocker,1987,180,ITA,-
2019/2020,A2,P2p Smilers Baronissi,5,MARTINUZZO LINDA,Middleblocker,1992,186,ITA,-
2019/2020,A2,P2p Smilers Baronissi,6,PANUCCI JESSICA,Spiker,1992,180,ITA,-
2019/2020,A2,P2p Smilers Baronissi,7,FERRARA MARTINA,Libero,1999,168,ITA,-
2019/2020,A2,P2p Smilers Baronissi,8,ESDELLE KRYSTLE AMANDA,Opposite,1984,190,TRI,from 17/10/2019
2019/2020,A2,P2p Smilers Baronissi,10,PERUZZI ARIANNA,Spiker,2001,183,ITA,-
2019/2020,A2,P2p Smilers Baronissi,11,AMATURO ANNA,Setter,2001,178,ITA,-
2019/2020,A2,P2p Smilers Baronissi,14,BARTESAGHI GIULIA,Spiker,1998,187,ITA,-
2019/2020,A2,P2p Smilers Baronissi,16,D'ARCO MIRIAM,Opposite,1995,180,ITA,-
2019/2020,A2,P2p Smilers Baronissi,17,DE LELLIS SARA,Setter,1986,181,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,1,POMILI VALENTINA,Spiker,1994,183,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,2,MARTINELLI MELISSA,Middleblocker,1993,187,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,3,SPITONI BEATRICE,Spiker,2002,182,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,4,LANCELLOTTI ELISA,Setter,1991,172,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,5,GIUBILATO MORGANA,Spiker,2001,173,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,7,LIPSKA ALEKSANDRA,Spiker,1998,185,POL,from 07/02/2020
2019/2020,A2,Roana Cbf H.R. Macerata,9,MAZZON GIORGIA,Spiker,1998,184,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,10,PERETTI ILENIA,Setter,1997,178,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,11,SMIRNOVA IRINA,Opposite,1990,190,RUS,until 12/01/2020 TRASFERITA A CDA TALMASSONS
2019/2020,A2,Roana Cbf H.R. Macerata,12,PERICATI YLENIA,Libero,1994,174,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,13,RITA ELISA,Middleblocker,1993,181,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,15,KOSAREVA DAYANA,Spiker,1999,186,ITA,until 25/01/2020 TRASFERITA A SAVINO DEL BENE SCANDICCI
2019/2020,A2,Roana Cbf H.R. Macerata,16,NONNATI FEDERICA,Opposite,1999,185,ITA,-
2019/2020,A2,Roana Cbf H.R. Macerata,18,TAJÈ SARA,Middleblocker,1998,187,ITA,-
2019/2020,A2,Sigel Marsala,1,COLARUSSO PAOLA,Spiker,1988,186,ITA,-
2019/2020,A2,Sigel Marsala,3,SCIRÈ CHIARA,Spiker,1995,175,ITA,-
2019/2020,A2,Sigel Marsala,5,BERTAIOLA SILVIA,Middleblocker,1993,184,ITA,-
2019/2020,A2,Sigel Marsala,6,MANGANI LINDA,Spiker,2000,184,ITA,-
2019/2020,A2,Sigel Marsala,8,DAHLKE KENDRA PAIGE,Spiker,1996,185,USA,-
2019/2020,A2,Sigel Marsala,9,VALLICELLI CECILIA,Setter,1993,183,ITA,-
2019/2020,A2,Sigel Marsala,10,LORENZINI MARTINA,Libero,1992,175,ITA,-
2019/2020,A2,Sigel Marsala,11,VACCARO SIMONA,Libero,1996,168,ITA,-
2019/2020,A2,Sigel Marsala,12,BUIATTI SOFIA,Spiker,2001,182,ITA,-
2019/2020,A2,Sigel Marsala,13,LARAGIONE MARIELLA,Middleblocker,1992,189,ITA,-
2019/2020,A2,Sigel Marsala,14,GALLETTI GIULIA,Setter,1999,185,ITA,until 17/01/2020 TRASFERITA A GREEN WARRIORS SASSUOLO
2019/2020,A2,Sigel Marsala,15,SPINELLO NATASHA,Setter,1998,174,ITA,from 18/01/2020
2019/2020,A2,Sigel Marsala,16,CARUSO SARA,Middleblocker,2001,193,ITA,-
2019/2020,A2,Sigel Marsala,18,SOLETI ADELAIDE,Spiker,1997,183,ITA,from 08/12/2019
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,1,BOVO LAURA,Middleblocker,1996,190,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,2,BATTISTA VALERIA,Spiker,2001,179,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,4,TREVISAN FRANCESCA,Spiker,1995,180,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,5,CARLETTI FEDERICA,Spiker,2000,184,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,7,OGGIONI CECILIA,Libero,1999,179,ITA,from 18/10/2019
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,8,SCACCHETTI CHIARA,Setter,1995,175,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,9,FRISON SOFIA,Middleblocker,1999,184,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,10,TOSI ANAHI FLORENCIA,Opposite,1998,181,ARG,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,11,BARTOLINI BENEDETTA,Middleblocker,1999,184,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,12,FONTANA GIULIA,Libero,2001,172,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,13,ZARDO CAROLINA,Libero,1992,170,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,16,ROSSO MARGHERITA,Setter,1995,183,ITA,-
2019/2020,A2,Sorelle Ramonda Ipag Montecchio,17,BARBIERO GIADA,Opposite,2000,187,ITA,from 13/10/2019
2019/2020,A2,Volley Soverato,1,MICELI MARTINA,Spiker,1997,175,ITA,-
2019/2020,A2,Volley Soverato,3,MASON CHIARA,Spiker,2000,183,ITA,-
2019/2020,A2,Volley Soverato,7,QUARCHIONI GIORGIA,Spiker,1995,188,ITA,-
2019/2020,A2,Volley Soverato,9,MUSCETTI ELEONORA,Setter,2002,180,ITA,-
2019/2020,A2,Volley Soverato,10,GIBERTINI GIULIA,Libero,1984,172,ITA,-
2019/2020,A2,Volley Soverato,11,REPICE VITTORIA,Middleblocker,1986,185,ITA,-
2019/2020,A2,Volley Soverato,12,BOTARELLI IRENE,Opposite,1996,188,ITA,-
2019/2020,A2,Volley Soverato,13,RIPARBELLI CHIARA,Middleblocker,1996,187,ITA,-
2019/2020,A2,Volley Soverato,14,BORTOLI LAURA,Setter,1996,180,ITA,-
2019/2020,A2,Volley Soverato,17,CANEVA ANNA,Middleblocker,1992,187,ITA,-
2019/2020,A2,Volley Soverato,18,CHAUSHEVA SILVANA,Spiker,1995,188,BUL,-
