Season	Serie	Team	No	Player	Role	Born	Height	Born Place	Nat. Sport.	Note1	Note2
2019/2020	A2	Kemas Lamipel Santa Croce	10	LARIZZA Jacopo	Middleblocker	1998	204	MC	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	11	CATANIA Damiano	Libero	2001	180	CT	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	12	LAVANGA Antonio Jun	Setter	1999	195	PZ	ITA	until 13/11/2019	
2019/2020	A2	Kemas Lamipel Santa Croce	13	TURRI PROSPERI Francesco	Spiker	2001	191	FI	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	14	MARRA Alberto	Middleblocker	1998	203	LE	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	16	COLLI Leonardo	Spiker	1996	195	PI	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	17	MAZZON Riccardo	Spiker	1996	197	PD	ITA		
2019/2020	A2	Kemas Lamipel Santa Croce	18	RUSSOMANNO DOS SANTOS Renato	Spiker	1983	196	BRA	BRA	from 04/01/2020	
2019/2020	A2	Materdominivolley.it Castellana Grotte	1	FIORE Alessio	Spiker	1982	197	TA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	2	MANGINELLI Mario	Setter	1999	188	BA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	4	GARGIULO Giovanni Maria	Middleblocker	1999	208	NA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	5	VALERA Rodman	Setter	1982	188	VEN	VEN		
2019/2020	A2	Materdominivolley.it Castellana Grotte	6	PANCIOCCO Marco Rocco	Spiker	1999	200	RM	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	7	SPORTELLI Mario	Middleblocker	2000	192	BA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	8	PATRIARCA Stefano	Middleblocker	1987	205	IS	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	9	ROSSO Mattia	Spiker	1985	200	CN	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	10	EL MOUDDEN Omar	Spiker	2002	182	BA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	12	CAZZANIGA Roberto	Spiker	1979	200	MI	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	15	FLORIS Bruno	Spiker	2001	200	NU	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	16	BATTISTA Leonardo	Libero	1995	180	BA	ITA		
2019/2020	A2	Materdominivolley.it Castellana Grotte	17	PARADISO Michele	Middleblocker	2001	198	BA	ITA		
2019/2020	A2	Olimpia Bergamo	1	ERATI Alex	Middleblocker	1994	202	MI	ITA		
2019/2020	A2	Olimpia Bergamo	3	CARGIOLI Antonio	Middleblocker	1994	200	MI	ITA		
2019/2020	A2	Olimpia Bergamo	4	ZONTA Nicola	Setter	2000	186	UD	ITA		
2019/2020	A2	Olimpia Bergamo	5	TIOZZO Nicola	Spiker	1993	198	VE	ITA		
2019/2020	A2	Olimpia Bergamo	6	DELLA LUNGA Dore	Spiker	1984	194	AN	ITA		
2019/2020	A2	Olimpia Bergamo	7	FUSCO Pasquale	Libero	1997	180	BS	ITA		
2019/2020	A2	Olimpia Bergamo	8	SATURNINO Alessandro	Libero	1996	185	RM	ITA		
2019/2020	A2	Olimpia Bergamo	9	BATTAGLIA Paolo	Spiker	1998	200	SR	ITA		
2019/2020	A2	Olimpia Bergamo	10	PEREIRA DA SILVA Wagner	Spiker	1993	198	BRA	BRA		
2019/2020	A2	Olimpia Bergamo	11	GARNICA Fernando Gabriel	Setter	1980	190	ARG	ITA		
2019/2020	A2	Olimpia Bergamo	12	GRITTI Giorgio	Spiker	2000	190	BG	ITA		
2019/2020	A2	Olimpia Bergamo	14	PRETI Alessandro	Spiker	1992	204	AUT	ITA		
2019/2020	A2	Olimpia Bergamo	15	SIGNORELLI Gianluca	Middleblocker	1991	199	BS	ITA	from 05/11/2019	
2019/2020	A2	Olimpia Bergamo	17	ALBORGHETTI Paolo	Middleblocker	1987	196	BG	ITA		
2019/2020	A2	Peimar Calci	1	LECAT Francois	Spiker	1993	200	BEL	BEL		
2019/2020	A2	Peimar Calci	2	COSCIONE Manuel	Setter	1980	188	CN	ITA		
2019/2020	A2	Peimar Calci	3	ARGENTA Andrea	Spiker	1996	205	VR	ITA		
2019/2020	A2	Peimar Calci	4	ZANETTIN Ivan	Spiker	1997	195	VEN	ITA		
2019/2020	A2	Peimar Calci	5	CIULLI Filippo	Setter	1994	203	SI	ITA		
2019/2020	A2	Peimar Calci	6	NICOTRA Simone	Spiker	1995	198	CT	ITA		
2019/2020	A2	Peimar Calci	7	RAZZETTO Leonardo	Middleblocker	1991	197	LI	ITA		
2019/2020	A2	Peimar Calci	8	SIDERI Francesco	Spiker	1994	198	CA	ITA		
2019/2020	A2	Peimar Calci	9	BARONE Rocco	Middleblocker	1987	198	RC	ITA		
2019/2020	A2	Peimar Calci	10	TOSI Federico	Libero	1991	185	LU	ITA		
2019/2020	A2	Peimar Calci	11	DE MURO Gian Maria	Libero	1996	180	LU	ITA		
2019/2020	A2	Peimar Calci	12	MOSCA Leandro	Middleblocker	2000	206	MC	ITA		
2019/2020	A2	Peimar Calci	15	FEDRIZZI Michele	Spiker	1991	192	TN	ITA		
2019/2020	A2	Pool Libertas Cant?	1	POEY Raydel	Spiker	1982	197	CUB	CUB	until 06/03/2020	
2019/2020	A2	Pool Libertas Cant?	2	REGGIO Riccardo	Setter	1986	192	IM	ITA	from 16/01/2020	
2019/2020	A2	Pool Libertas Cant?	3	MONGUZZI Dario	Middleblocker	1984	204	MB	ITA		
2019/2020	A2	Pool Libertas Cant?	4	BUTTI Luca	Libero	1991	184	CO	ITA		
2019/2020	A2	Pool Libertas Cant?	5	COMINETTI Roberto	Spiker	1997	196	BG	ITA		
2019/2020	A2	Pool Libertas Cant?	6	CORTI Samuele	Spiker	1999	194	MB	ITA		
2019/2020	A2	Pool Libertas Cant?	7	RUDI Gabriele	Libero	1994	178	CO	ITA		
2019/2020	A2	Pool Libertas Cant?	8	MAZZA Federico	Middleblocker	1996	200	MI	ITA		
2019/2020	A2	Pool Libertas Cant?	9	ARASOMWAN Martins	Middleblocker	1995	200	NGR	ITA	until 29/11/2019	transferred to Synergy Mondov?
2019/2020	A2	Pool Libertas Cant?	10	BARATTI Mirko	Setter	1997	175	MB	ITA		
2019/2020	A2	Pool Libertas Cant?	11	FRATTINI Alessandro	Middleblocker	1997	198	MB	ITA		
2019/2020	A2	Pool Libertas Cant?	13	GASPARINI Andrea	Spiker	1996	200	CO	ITA		
2019/2020	A2	Pool Libertas Cant?	14	REGATTIERI Riccardo	Setter	2000	185	VA	ITA		
2019/2020	A2	Pool Libertas Cant?	15	MOTZO Matheus	Spiker	1999	193	BRA	ITA		
2019/2020	A2	Pool Libertas Cant?	16	PELLEGRINELLI Luca	Middleblocker	1999	194	CO	ITA		
2019/2020	A2	Pool Libertas Cant?	17	SURACI Antonino	Spiker	1996	200	VA	ITA		
2019/2020	A2	Pool Libertas Cant?	18	MAIOCCHI Matteo	Spiker	1998	191	MI	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	1	ZITO Giuseppe	Libero	1989	188	EN	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	2	TOGNI Gianluca	Spiker	2005	190	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	3	CECCATO Giovanni	Setter	1999	193	VI	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	4	FESTI Roberto	Middleblocker	1994	202	TN	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	5	TIBERTI Simone	Setter	1980	180	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	6	CROSATTI Paolo	Spiker	1983	188	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	7	MALVESTITI Michele	Spiker	1998	198	BG	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	8	IERVOLINO Riccardo	Spiker	2003	193	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	9	BISI Fabio	Spiker	1994	202	MO	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	10	FRANZONI Andrea	Libero	1989	185	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	11	GALLIANI Andrea	Spiker	1988	204	MB	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	12	CANDELI Nicola	Middleblocker	1993	200	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	13	RISTIC Andrej	Spiker	1998	192	BIH	BIH	until 22/01/2020	
2019/2020	A2	Sarca Italia Chef Centrale Brescia	14	OSTUZZI Massimo	Spiker	1999	192	VI	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	15	CISOLLA Alberto	Spiker	1977	198	TV	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	16	GHIRARDI Pietro	Setter	2005	188	BS	ITA		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	17	MIJATOVIC Dane	Middleblocker	1992	202	SLO	SLO		
2019/2020	A2	Sarca Italia Chef Centrale Brescia	18	GAVOTTO Mauro	Spiker	1979	202	CN	ITA	from 22/01/2020	
2019/2020	A2	Sieco Service Ortona	2	SIMONI Michele	Middleblocker	1990	193	RM	ITA		
2019/2020	A2	Sieco Service Ortona	3	PESARE Giancarlo	Libero	1995	178	CH	ITA		
2019/2020	A2	Sieco Service Ortona	4	BERTOLI Matteo	Spiker	1988	196	TN	ITA		
2019/2020	A2	Sieco Service Ortona	5	SESTO Nicola	Middleblocker	1987	198	CZ	ITA		
2019/2020	A2	Sieco Service Ortona	6	OTTAVIANI Giuseppe	Spiker	1991	196	VT	ITA		
2019/2020	A2	Sieco Service Ortona	7	PEDRON Matteo	Setter	1992	189	PD	ITA		
2019/2020	A2	Sieco Service Ortona	8	TOSCANI Alessandro	Libero	1998	175	CH	ITA		
2019/2020	A2	Sieco Service Ortona	9	DEL FRA Antonio	Setter	1999	190	CH	ITA		
2019/2020	A2	Sieco Service Ortona	11	SALSI Alessandro	Spiker	1999	185	RE	ITA		
2019/2020	A2	Sieco Service Ortona	14	CARELLI Dario	Spiker	1989	193	BA	ITA		
2019/2020	A2	Sieco Service Ortona	15	MARKS Christoph	Spiker	1997	200	GER	GER		
2019/2020	A2	Sieco Service Ortona	17	ASTARITA Francesco	Spiker	1993	194	NA	ITA		
2019/2020	A2	Sieco Service Ortona	18	MENICALI Michael	Middleblocker	1990	203	TO	ITA		
2019/2020	A2	Synergy Mondov?	1	ARASOMWAN Martins	Middleblocker	1995	200	NGR	ITA	from 30/11/2019	coming from Pool Libertas Cant?
2019/2020	A2	Synergy Mondov?	2	MILANO Mattia	Setter	1996	187	TO	ITA		
2019/2020	A2	Synergy Mondov?	4	LOGLISCI Gianluca	Spiker	1998	195	MN	ITA		
2019/2020	A2	Synergy Mondov?	5	BARTOLI Stefano	Diagonto	1995		SR	ITA	from 18/12/2019	
2019/2020	A2	Synergy Mondov?	5	RISTANI Alessio	Spiker	2000	192	TA	ITA	until 16/12/2019	transferred to Gestioni&Soluzioni Sabaudia
2019/2020	A2	Synergy Mondov?	6	BUZZI Daniele	Middleblocker	2000	200	GE	ITA		
2019/2020	A2	Synergy Mondov?	9	PIAZZA Lorenzo	Setter	1992	182	PE	ITA	from 15/12/2019	coming from Invent San Don? di Piave
2019/2020	A2	Synergy Mondov?	9	PISTOLESI Matteo	Setter	1995	194	TO	ITA	until 06/12/2019	transferred to Gas Stoes Piacenza
2019/2020	A2	Synergy Mondov?	10	TERPIN Jernej	Spiker	1996	194	GO	ITA		
2019/2020	A2	Synergy Mondov?	11	KADANKOV Venelin	Spiker	1987	201	BUL	BUL	until 04/11/2019	
2019/2020	A2	Synergy Mondov?	12	DULCHEV Dimitar	Spiker	1996	200		BUL	from 04/01/2020	
2019/2020	A2	Synergy Mondov?	12	BIGLINO Omar	Middleblocker	1995	198	CN	ITA	until 13/11/2019	transferred to Sir Safety Conad Perugia
2019/2020	A2	Synergy Mondov?	13	POCHINI Filippo	Libero	1989	185	PG	ITA		
2019/2020	A2	Synergy Mondov?	14	GARELLI Marco	Spiker	1998	180	CN	ITA		
2019/2020	A2	Synergy Mondov?	15	BORGOGNO Luca	Spiker	1993	198	CN	ITA		
2019/2020	A2	Synergy Mondov?	18	ESPOSITO Davide	Middleblocker	1995	203	CN	ITA	from 30/11/2019	coming from BCC Castellana Grotte
2019/2020	A2	Synergy Mondov?	18	PRESTA Luca	Middleblocker	1995	200	CS	ITA	until 26/11/2019	transferred to BCC Castellana Grotte
2020/2021	A2	Agnelli Tipiesse Bergamo	1	MILESI Lorenzo	Middleblocker	1991	202	BG	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	2	MANCIN Nicol?	Spiker	1999	190	VI	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	2	INNOCENTI Luca	Libero	1991	183	BG	ITA	until 28/08/2020	
2020/2021	A2	Agnelli Tipiesse Bergamo	3	FEDRIZZI Michele	Spiker	1991	192	TN	ITA	from 29/03/2021	
2020/2021	A2	Agnelli Tipiesse Bergamo	4	CECCATO Giovanni	Setter	1999	193	VI	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	6	D'AMICO Francesco	Libero	1999	183	BR	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	7	CARGIOLI Antonio	Middleblocker	1994	200	MI	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	8	SANTANGELO Andrea	Spiker	1994	200	IS	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	9	SORMANI Mattia	Spiker	1999	187	LC	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	10	FINOLI Juan Ignacio	Setter	1991	190	ARG	ARG		
2020/2021	A2	Agnelli Tipiesse Bergamo	11	ROTA Daniele	Libero	2001	182	BG	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	12	TERPIN Jernej	Spiker	1996	194	GO	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	13	PIEROTTI Marco	Spiker	1996	193	PU	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	15	SIGNORELLI Gianluca	Middleblocker	1991	199	BS	ITA		
2020/2021	A2	Agnelli Tipiesse Bergamo	18	UMEK David	Spiker	1998	192	TS	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	1	GONZI Azaria	Setter	2000	193	SI	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	2	CODARIN Lorenzo	Middleblocker	1996	200	UD	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	5	TIOZZO Nicola	Spiker	1993	198	VE	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	7	BONOLA Paolo	Middleblocker	1992	200	SO	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	8	PISTOLESI Matteo	Setter	1995	194	TO	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	9	GALAVERNA Andrea	Spiker	1994	195	CN	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	10	PEREIRA DA SILVA Wagner	Spiker	1993	198	BRA	BRA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	11	CATANIA Damiano	Libero	2001	180	CT	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	12	BISOTTO Francesco	Libero	2002	178		ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	14	PRETI Alessandro	Spiker	1992	204	AUT	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	16	D'AMATO Davide	Spiker	2002	203	CN	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	17	CHIAPELLO Luca	Spiker	2002	200	CN	ITA		
2020/2021	A2	Banca Alpi Marittime Acqua S.Bernardo Cuneo	18	SIGHINOLFI Nicholas	Middleblocker	1994	206	MO	ITA		
2020/2021	A2	BCC Castellana Grotte	1	CAZZANIGA Roberto	Spiker	1979	200	MI	ITA		
2020/2021	A2	BCC Castellana Grotte	2	INDELLICATI Luca	Spiker	2001	188	BA	ITA		
2020/2021	A2	BCC Castellana Grotte	3	DALL'AGNOL DAL BOSCO Matheus Augusto	Spiker	1994	192	BRA	ITA		
2020/2021	A2	BCC Castellana Grotte	4	VEDOVOTTO Filippo	Spiker	1990	192	VE	ITA	until 27/12/2020	transferred to Cave del Sole Geomedicto Lagonegro
2020/2021	A2	BCC Castellana Grotte	5	DE PANDIS Daniele	Libero	1984	184	LE	ITA	until 01/02/2021	
2020/2021	A2	BCC Castellana Grotte	6	OTTAVIANI Giuseppe	Spiker	1991	196	VT	ITA		
2020/2021	A2	BCC Castellana Grotte	7	GITTO Carmelo	Middleblocker	1987	200	ME	ITA		
2020/2021	A2	BCC Castellana Grotte	8	PATRIARCA Stefano	Middleblocker	1987	205	IS	ITA		
2020/2021	A2	BCC Castellana Grotte	9	ROSSO Mattia	Spiker	1985	200	CN	ITA		
2020/2021	A2	BCC Castellana Grotte	10	DE SANTIS Saverio	Libero	1999	175	RC	ITA		
2020/2021	A2	BCC Castellana Grotte	11	GARNICA Fernando Gabriel	Setter	1980	190	ARG	ITA		
2020/2021	A2	BCC Castellana Grotte	12	VAN DIJK Kay	Spiker	1984	215	NED	NED	until 31/12/2020	
2020/2021	A2	BCC Castellana Grotte	14	ZONTA Nicola	Setter	2000	186	UD	ITA		
2020/2021	A2	BCC Castellana Grotte	15	PALMISANO Luca	Middleblocker	1998	200	TS	ITA		
2020/2021	A2	BCC Castellana Grotte	17	ERATI Alex	Middleblocker	1994	202	MI	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	1	MAZZONE Tiziano	Spiker	1995	199	RM	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	2	POCCIA Enrico	Setter	2004	180	SA	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	3	SPADAVECCHIA Vincenzo	Middleblocker	1993	206	BA	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	4	VEDOVOTTO Filippo	Spiker	1990	192	VE	ITA	from 28/12/2020	coming from BCC Castellana Grotte
2020/2021	A2	Cave del Sole Geomedical Lagonegro	4	FABRONI Marco	Setter	1981	190	VA	ITA	until 15/12/2020	
2020/2021	A2	Cave del Sole Geomedical Lagonegro	5	BATTAGLIA Roberto	Spiker	2000	196	SR	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	6	MARRETTA Federico	Spiker	1990	189	TP	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	7	SANTUCCI Marco	Libero	1983	189	CB	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	8	MACCARONE Graziano	Middleblocker	1996	200	VV	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	9	RUSSO Davide Luigi	Libero	2001	180	LE	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	10	MOLINARI Michael	Middleblocker	1998	197	MC	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	11	TIURIN Igor	Spiker	1987	198	RUS	RUS		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	12	SCUFFIA Leonardo	Spiker	1991	200	MC	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	14	BELLUCCI Alessandro	Setter	1997	190	PU	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	15	ARMENANTE Stefano	Spiker	1999	202	CS	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	16	LADAGA Pietro	Middleblocker	2002	182	PZ	ITA		
2020/2021	A2	Cave del Sole Geomedical Lagonegro	17	SALSI Nicola	Setter	1997	186	RE	ITA	from 15/12/2020	
2020/2021	A2	Cave del Sole Geomedical Lagonegro	18	RIBEZZO Dario	Spiker	2002	180	PZ	ITA		
2020/2021	A2	Conad Reggio Emilia	1	PINELLI Riccardo	Setter	1991	193	MO	ITA		
2020/2021	A2	Conad Reggio Emilia	2	CATELLANI Mattia	Setter	1999	188	RE	ITA		
2020/2021	A2	Conad Reggio Emilia	3	BELLEI Giacomo	Spiker	1988	202	VR	ITA		
2020/2021	A2	Conad Reggio Emilia	4	LOGLISCI Gianluca	Spiker	1998	195	MN	ITA		
2020/2021	A2	Conad Reggio Emilia	5	SESTO Nicola	Middleblocker	1987	198	CZ	ITA		
2020/2021	A2	Conad Reggio Emilia	6	CAGNI Luca	Libero	2001	178	RE	ITA		
2020/2021	A2	Conad Reggio Emilia	7	SCOPELLITI Simone	Middleblocker	1994	205	RC	ITA		
2020/2021	A2	Conad Reggio Emilia	8	MAIOCCHI Matteo	Spiker	1998	191	MI	ITA		
2020/2021	A2	Conad Reggio Emilia	10	MATTEI Andrea	Middleblocker	1993	202	RM	ITA		
2020/2021	A2	Conad Reggio Emilia	11	RISTIC Andrej	Spiker	1998	192	BIH	BIH		
2020/2021	A2	Conad Reggio Emilia	13	IPPOLITO Andrea	Spiker	1985	197	RM	ITA		
2020/2021	A2	Conad Reggio Emilia	16	MORGESE Davide	Libero	1996	170	RE	ITA		
2020/2021	A2	Conad Reggio Emilia	17	SURACI Antonino	Spiker	1996	200	VA	ITA		
2020/2021	A2	Emma Villas Aubay Siena	1	ZAMAGNI Matteo	Middleblocker	1989	195	RN	ITA		
2020/2021	A2	Emma Villas Aubay Siena	2	PANCIOCCO Marco Rocco	Spiker	1999	200	RM	ITA		
2020/2021	A2	Emma Villas Aubay Siena	3	CRIVELLARI Niccol?	Universto	1996	185	SI	ITA		
2020/2021	A2	Emma Villas Aubay Siena	4	DELLA VOLPE Ferdinando	Spiker	1996	197	SI	ITA	from 23/07/2020	
2020/2021	A2	Emma Villas Aubay Siena	5	SALSI Nicola	Setter	1997	186	RE	ITA	until 15/12/2020	
2020/2021	A2	Emma Villas Aubay Siena	6	YUDIN Igor	Spiker	1987	198	RUS	AUS		
2020/2021	A2	Emma Villas Aubay Siena	7	FUSCO Pasquale	Libero	1997	180	BS	ITA		
2020/2021	A2	Emma Villas Aubay Siena	8	FANTAUZZO Leonardo	Spiker	1997	180	AR	ITA		
2020/2021	A2	Emma Villas Aubay Siena	9	BARONE Rocco	Middleblocker	1987	198	RC	ITA		
2020/2021	A2	Emma Villas Aubay Siena	10	DELLA LUNGA Dore	Spiker	1984	194	AN	ITA	until 02/03/2021	
2020/2021	A2	Emma Villas Aubay Siena	11	FABRONI Marco	Setter	1981	190	VA	ITA	from 15/12/2020	
2020/2021	A2	Emma Villas Aubay Siena	12	MILORDINI Pietro	Middleblocker	1993	195	SI	ITA		
2020/2021	A2	Emma Villas Aubay Siena	14	CIULLI Filippo	Setter	1994	203	SI	ITA		
2020/2021	A2	Emma Villas Aubay Siena	16	MASSARI Jacopo	Spiker	1988	185	PR	ITA	from 08/03/2021	
2020/2021	A2	Emma Villas Aubay Siena	17	ROMAN? Yuri	Spiker	1997	203	MB	ITA		
2020/2021	A2	Emma Villas Aubay Siena	18	TRUOCCHIO Andrea	Middleblocker	2000	205	PT	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	1	ORLANDO BOSCARDINI Andrea	Middleblocker	2001	205	RI	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	2	TASHOLLI Fatijon	Spiker	1999	197	BZ	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	5	TIBERTI Simone	Setter	1980	182	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	6	CROSATTI Paolo	Libero	1983	185	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	7	COGLIATI Andrea	Setter	1998	188	BG	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	8	BERGOLI Michele	Spiker	1999	183	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	9	BISI Fabio	Spiker	1994	200	MO	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	10	FRANZONI Andrea	Libero	1989	186	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	11	GALLIANI Andrea	Spiker	1988	204	MB	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	12	CANDELI Nicola	Middleblocker	1993	200	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	14	ESPOSITO Davide	Middleblocker	1995	203	CN	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	15	CISOLLA Alberto	Spiker	1977	198	TV	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	16	TOGNI Gianluca	Spiker	2005	188	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	17	TONOLI Alessandro	Spiker	2001	190	BS	ITA		
2020/2021	A2	Gruppo Consoli Centrale del Latte Brescia	18	GHIRARDI Pietro	Setter	2005	189	BS	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	1	COPELLI Riccardo	Middleblocker	1996	198	CR	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	2	SORGENTE Alessandro	Libero	1993	185	VT	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	3	SPOSATO Giovanni	Libero	2002	174	AR	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	5	MANNUCCI Matteo	Spiker	2000	200	PI	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	6	BEZERRA SOUZA Francisco Wallyson	Spiker	1990	195	BRA	BRA		
2020/2021	A2	Kemas Lamipel Santa Croce	7	COLLI Leonardo	Spiker	1996	195	PI	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	8	DI MARCO Leonardo	Setter	2002	204	FI	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	9	ACQUARONE Alessandro	Setter	1999	186	IM	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	10	DI SILVESTRE Paolo Luigi	Spiker	1998	195	PE	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	11	CAPRONI Lorenzo	Middleblocker	2001	197	LI	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	13	TURRI PROSPERI Francesco	Spiker	2001	191	FI	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	14	CAPPELLETTI Niccol?	Spiker	1996	197	PG	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	16	FESTI Roberto	Middleblocker	1994	202	TN	ITA	from 26/12/2020	coming from Synergy Mondov?
2020/2021	A2	Kemas Lamipel Santa Croce	16	BULFON Andrea	Spiker	1996	198	TS	ITA	from 01/01/2021	coming from Abba Pineto
2020/2021	A2	Kemas Lamipel Santa Croce	17	ANDREINI Andrea	Libero	1997	184	LU	ITA		
2020/2021	A2	Kemas Lamipel Santa Croce	18	ROBBIATI Gabriele	Middleblocker	1983	200	VC	ITA		
2020/2021	A2	Pool Libertas Cant?	2	DZAVORONOK Matyas	Setter	2001	198	CZE	CZE	until 16/12/2020	
2020/2021	A2	Pool Libertas Cant?	3	MONGUZZI Dario	Middleblocker	1984	204	MB	ITA		
2020/2021	A2	Pool Libertas Cant?	4	BUTTI Luca	Libero	1991	184	CO	ITA		
2020/2021	A2	Pool Libertas Cant?	5	MOTZO Matheus	Spiker	1999	192	BRA	ITA		
2020/2021	A2	Pool Libertas Cant?	6	GALLIANI Alessandro	Spiker	1998	197	MB	ITA		
2020/2021	A2	Pool Libertas Cant?	7	MALVESTITI Michele	Spiker	1998	198	BG	ITA		
