Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,6,CRUZ Nandy,Middleblocker,1996,185,DOM,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,7,FUSCO Pasquale,Libero,1997,180,BS,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,8,SOMMAVILLA Riccardo,Libero,1997,172,VR,ITA,from 18/09/2017,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,9,ZANARDINI Massimo,Spiker,1997,177,BS,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,10,TASHOLLI Fatijon,Spiker,1999,197,BZ,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,11,SORLINI Emanuele,Spiker,1998,189,BS,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,12,STATUTO Enrico,Setter,1999,190,BS,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,13,BELLEI Giacomo,Spiker,1988,202,VR,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,14,ESPOSITO Davide,Middleblocker,1995,203,CN,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,15,CISOLLA Alberto,Spiker,1977,198,TV,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,16,BERGOLI Michele,Spiker,1999,183,BS,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,17,MAZZON Riccardo,Spiker,1996,199,PD,ITA,-,-
2017/2018,A2,Centrale Del Latte McDonald'S Brescia,18,TURLA Alessandro,Libero,1996,176,BS,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,2,VALENTI Simone,Setter,1986,186,SV,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,3,FRANCESCHINI Alessandro,Middleblocker,1983,197,AR,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,4,POLLOCK Matthew,Middleblocker,1990,207,USA,USA,from 06/10/2017,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,5,TIOZZO Nicola,Spiker,1993,198,VE,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,6,ZOPPELLARI Francesco,Setter,1997,185,PD,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,7,PADURA DIAZ Williams,Spiker,1986,202,CUB,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,8,SATURNINO Alessandro,Libero,1996,185,RM,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,9,SACRIPANTI Mauro,Spiker,1998,188,RM,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,10,RAU Giancarlo,Middleblocker,1989,197,MO,ITA,from 05/09/2017,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,11,SNIPPE Jan Willem,Spiker,1986,200,NED,NED,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,12,MANCINI Andrea,Middleblocker,1998,198,RM,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,14,FANTINI Jacopo,Spiker,1998,195,CN,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,16,LOSCO Fabio,Spiker,1998,190,AV,ITA,-,-
2017/2018,A2,Ceramica Scarabeo Gcf Roma,18,ROMITI Roberto,Libero,1983,183,FM,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,1,GARDINI Davide,Spiker,1999,203,TV,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,2,CORTESIA Lorenzo,Middleblocker,1999,202,TV,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,3,STEFANI Tommaso,Spiker,2001,205,FI,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,4,ZACCARI Leon,Spiker,2001,195,RM,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,5,MOTZO Matheus,Spiker,1999,192,BRA,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,6,PANCIOCCO Marco Rocco,Spiker,1999,199,RM,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,7,FEDERICI Filippo,Libero,2000,182,AN,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,8,SPEROTTO Lorenzo,Setter,1999,184,VE,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,9,RECINE Francesco,Spiker,1999,183,RA,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,10,DAL CORSO Gianluca,Spiker,2001,195,VE,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,11,RUSSO Roberto,Middleblocker,1997,205,PA,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,12,RONDONI Andrea,Libero,1999,190,RM,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,13,BACIOCCO Leonardo,Spiker,2000,195,GE,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,14,CANTAGALLI Diego,Spiker,1999,200,PA,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,15,FERRI Stefano,Spiker,2000,198,PU,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,16,SALSI Nicola,Setter,1997,186,RE,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,17,BIASOTTO Manuel,Middleblocker,2001,204,GE,ITA,-,-
2017/2018,A2,Club Italia Crai Roma,18,MOSCA Leandro,Middleblocker,2000,205,MC,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,1,RAFFAELE Michele,Libero,1999,186,BT,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,3,HELD Tim,Spiker,1998,191,MC,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,4,IGLESIAS Arturo,Setter,1995,183,PUR,PUR,-,-
2017/2018,A2,Conad Reggio Emilia,5,SESTO Nicola,Middleblocker,1987,198,CZ,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,7,ARIENTI Alessandro,Middleblocker,1993,197,FC,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,9,BORTOLOZZO Matteo,Middleblocker,1989,200,PD,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,10,BELLINI Alberto,Spiker,1987,201,VE,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,11,BONANTE Simone,Setter,1992,189,RM,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,12,FERRARI Jacopo,Middleblocker,1998,199,RE,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,13,IPPOLITO Andrea,Spiker,1985,197,RM,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,14,ONWUELO Samuel,Spiker,1997,198,NGR,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,15,CESTER Davide,Spiker,1997,196,TV,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,16,MORGESE Davide,Libero,1996,170,RE,ITA,-,-
2017/2018,A2,Conad Reggio Emilia,17,KORAIMANN Lorenz,Spiker,1993,200,AUT,AUT,-,-
2017/2018,A2,Emma Villas Siena,1,FABRONI Marco,Setter,1981,190,VA,ITA,-,-
2017/2018,A2,Emma Villas Siena,2,BARGI Federico,Middleblocker,1993,200,GE,ITA,-,-
2017/2018,A2,Emma Villas Siena,3,SPADAVECCHIA Vincenzo,Middleblocker,1993,204,BA,ITA,-,-
2017/2018,A2,Emma Villas Siena,4,VEDOVOTTO Filippo,Spiker,1990,192,VE,ITA,-,-
2017/2018,A2,Emma Villas Siena,5,VAN DIJK Kay,Spiker,1984,215,NED,NED,from 08/03/2018,-
2017/2018,A2,Emma Villas Siena,7,GIOVI Andrea,Libero,1983,185,PG,ITA,-,-
2017/2018,A2,Emma Villas Siena,8,BOSWINKEL Hidde,Spiker,1995,201,NED,NED,from 19/12/2017,coming from Mosca Bruno Bolzano
2017/2018,A2,Emma Villas Siena,9,FERREIRA Marco Evan,Spiker,1987,203,FRA,POR,from 28/09/2017 to 01/12/2017,-
2017/2018,A2,Emma Villas Siena,10,GRAZIANI Alessandro,Spiker,1991,193,GE,ITA,-,-
2017/2018,A2,Emma Villas Siena,10,GRADI Cesare,Spiker,1988,198,RM,ITA,until 23/11/2017,transferred to Materdominivolley.It Castellana Grotte
2017/2018,A2,Emma Villas Siena,11,BRAGA Roberto,Middleblocker,1984,204,PD,ITA,-,-
2017/2018,A2,Emma Villas Siena,12,NEMEC Martin,Spiker,1984,198,SVK,SVK,until 11/01/2018,-
2017/2018,A2,Emma Villas Siena,13,POCHINI Filippo,Libero,1989,185,PG,ITA,-,-
2017/2018,A2,Emma Villas Siena,14,DI TOMMASO Simone,Setter,1982,176,PE,ITA,-,-
2017/2018,A2,Emma Villas Siena,15,FEDRIZZI Michele,Spiker,1991,192,TN,ITA,-,-
2017/2018,A2,Emma Villas Siena,18,MELO Alisson Do Monte Martins,Spiker,1993,203,BRA,BRA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,1,FABI Tommaso,Middleblocker,1996,200,MC,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,2,FORTUNATO Nicola,Libero,1995,175,PZ,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,3,MAIORANA Domenico,Libero,1990,187,CS,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,4,AMOUAH Flavio,Spiker,1997,192,CN,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,5,LEONE Michele,Setter,1993,185,NA,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,6,SARDANELLI Simone,Libero,1994,180,VV,ITA,from 08/12/2017,-
2017/2018,A2,Geosat Geovertical Lagonegro,7,MILUSHEV Danail,Spiker,1984,200,BUL,BUL,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,8,HOLT Sam,Spiker,1993,200,USA,USA,from 08/11/2017,-
2017/2018,A2,Geosat Geovertical Lagonegro,9,KINDGARD Martin Alberto,Setter,1986,196,ARG,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,10,DE PAOLA Antonio,Spiker,1988,192,LT,ITA,until 04/12/2017,-
2017/2018,A2,Geosat Geovertical Lagonegro,11,BOSCAINI Giuseppe,Spiker,1986,188,CT,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,12,PORCELLI Alessandro,Libero,1995,178,BA,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,13,ROBERTI Salvatore,Spiker,1983,191,RM,ITA,from 12/12/2017,-
2017/2018,A2,Geosat Geovertical Lagonegro,14,GIOSA Alessandro,Middleblocker,1977,198,TA,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,15,HODGES Thomas,Spiker,1994,197,AUS,AUS,until 09/11/2017,-
2017/2018,A2,Geosat Geovertical Lagonegro,16,RIBEZZO Dario,Spiker,2002,180,PZ,ITA,-,-
2017/2018,A2,Geosat Geovertical Lagonegro,18,COPELLI Riccardo,Middleblocker,1996,198,CR,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,1,LUPPI Oreste,Middleblocker,1983,199,RE,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,2,CASULLI Cesare,Libero,1983,184,BA,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,3,ANSELMO Antonio,Spiker,1990,192,BA,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,4,JOVENTINO VENCESLAU Luis Fernando,Spiker,1989,192,BRA,BRA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,6,DEL VECCHIO Francesco,Spiker,1987,193,BA,ITA,until 08/02/2018,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,7,SCOPELLITI Simone,Middleblocker,1994,205,RC,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,8,DE SANTIS Saverio,Libero,1999,175,RC,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,10,CETRULLO Leano,Spiker,1986,198,CH,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,11,ERATI Alex,Middleblocker,1994,203,MI,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,12,GRASSANO Michele,Spiker,1986,192,FG,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,13,BERNARDI Giuseppe,Setter,1995,190,BA,ITA,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,14,LINK Jacob,Spiker,1997,197,SWE,SWE,-,-
2017/2018,A2,Gioiella Micromilk Gioia del Colle,15,MARCHIANI Manuele,Setter,1989,185,AN,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,1,SETTE Felice,Spiker,1996,187,BA,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,2,BIANCHINI Federico,Libero,2001,173,MC,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,3,BISI Fabio,Spiker,1994,202,MO,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,4,TOSCANI Alessandro,Libero,1998,175,CH,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,5,BUCCIARELLI Luca,Middleblocker,1995,201,PG,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,6,D'AMICO Francesco,Libero,1999,183,BR,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,7,CRISTOFALETTI Mirco,Spiker,1996,194,TN,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,8,MARINELLI Michele,Spiker,1992,194,RM,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,9,DI SILVESTRE Paolo Luigi,Spiker,1998,195,PE,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,10,LARIZZA Jacopo,Middleblocker,1998,202,MC,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,11,MONOPOLI Natale,Setter,1975,183,VE,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,12,LAVANGA Antonio Jun,Setter,1999,198,PZ,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,17,ROMANÒ Yuri,Spiker,1997,203,MB,ITA,-,-
2017/2018,A2,Goldenplast Potenza Picena,18,MACCARONE Graziano,Middleblocker,1996,200,VV,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,1,ANDREINI Andrea,Libero,1997,182,LU,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,2,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,5,CIULLI Filippo,Setter,1994,203,SI,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,6,MISCIONE Mirko,Middleblocker,1988,200,CH,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,7,COLLI Leonardo,Spiker,1996,195,PI,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,8,ZONCA Paolo,Spiker,1997,196,GO,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,9,ACQUARONE Alessandro,Setter,1999,182,IM,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,10,PEREIRA DA SILVA Wagner,Spiker,1993,198,BRA,BRA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,11,TAMBURO Vincenzo,Spiker,1985,200,FI,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,12,TALIANI Filippo,Libero,1989,178,PI,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,13,POLIDORI Tommaso,Spiker,1998,180,-,ITA,from 18/11/2017,-
2017/2018,A2,Kemas Lamipel Santa Croce,14,BENAGLIA Davide,Middleblocker,1989,202,PC,ITA,-,-
2017/2018,A2,Kemas Lamipel Santa Croce,18,MAGNANI HAGE Guilherme,Spiker,1988,200,BRA,BRA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,1,FIORE Alessio,Spiker,1982,196,TA,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,2,SAIBENE Alberto,Spiker,1998,192,PD,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,3,MARSILI Sebastiano,Setter,1996,181,TV,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,4,GARGIULO Giovanni Maria,Middleblocker,1999,206,NA,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,5,MANGINELLI Mario,Setter,1999,185,BA,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,6,DI CARLO Andrea,Libero,1999,180,BA,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,7,GAROFOLO Fabrizio,Middleblocker,1998,202,RM,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,8,PATRIARCA Stefano,Spiker,1987,205,IS,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,9,PILOTTO Enrico,Middleblocker,1998,200,PD,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,10,GRADI Cesare,Spiker,1988,198,RM,ITA,from 25/11/2017,coming from Emma Villas Siena
2017/2018,A2,Materdominivolley.It Castellana Grotte,11,PRIMAVERA Alessandro,Spiker,1995,193,BA,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,12,CHADTCHYN Alexander,Spiker,1998,204,RE,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,15,LAVIA Daniele,Spiker,1999,195,CS,ITA,-,-
2017/2018,A2,Materdominivolley.It Castellana Grotte,16,BATTISTA Leonardo,Libero,1995,180,BA,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,1,BUZZELLI Pierlorenzo,Spiker,1990,193,AQ,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,2,SORGENTE Alessandro,Libero,1993,185,VT,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,3,CALONICO Lorenzo,Middleblocker,1981,201,AQ,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,4,FESTI Roberto,Middleblocker,1994,202,TN,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,5,DELLA ROSA Mattia,Spiker,1999,190,VT,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,6,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,7,PEDRON Matteo,Setter,1992,189,PD,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,8,MOCHALSKI Eric,Spiker,1992,200,USA,USA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,9,CERNIC Matej,Spiker,1978,194,GO,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,11,CRO' Daniele,Setter,1994,190,NA,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,13,SHAVRAK Dmitriy,Spiker,1991,203,UKR,UKR,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,14,SARTORI Luca,Setter,2001,190,VT,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,15,RAGONI Alessio,Spiker,2000,193,VT,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,16,GENTILINI Marco,Spiker,2000,190,VT,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,17,SEVEGLIEVICH Nicolò,Spiker,1996,190,PD,ITA,-,-
2017/2018,A2,Maury's Italiana Assicurazioni Tuscania,18,PISCOPO Cosimo Marco,Middleblocker,1983,205,LE,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,1,TULONE Calogero,Setter,1996,187,AG,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,2,REINA Federico,Setter,1998,192,CT,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,3,PIZZICHINI Matteo,Middleblocker,1996,202,AN,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,4,TORRE Andrea,Spiker,1993,195,CT,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,5,FINOLI Juan Ignacio,Setter,1991,189,ARG,ARG,-,-
2017/2018,A2,Messaggerie Bacco Catania,6,ZANETTE MUGNAINI Mauricio,Spiker,1983,195,BRA,ITA,from 23/12/2017,-
2017/2018,A2,Messaggerie Bacco Catania,7,ARENA Roberto,Middleblocker,1982,194,CT,ITA,until 18/12/2017,-
2017/2018,A2,Messaggerie Bacco Catania,8,SIDERI Francesco,Spiker,1994,198,CA,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,9,AREZZO DI TRIFILETTI Franco,Spiker,1993,192,CT,ITA,until 03/11/2017,-
2017/2018,A2,Messaggerie Bacco Catania,10,SPAMPINATO Emanuele,Libero,1987,189,RC,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,11,BONACIC Dusan,Spiker,1995,198,CHI,CHI,-,-
2017/2018,A2,Messaggerie Bacco Catania,12,RAZZETTO Leonardo,Middleblocker,1991,197,LI,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,15,DE SANTIS Danilo,Spiker,1993,202,VT,ITA,-,-
2017/2018,A2,Messaggerie Bacco Catania,16,CHILLEMI Stefano,Spiker,1999,194,RG,ITA,from 12/09/2017,-
2017/2018,A2,Messaggerie Bacco Catania,18,PRICOCO Francesco,Libero,1993,185,CT,ITA,-,-
2017/2018,A2,Monini Spoleto,1,ZAMAGNI Matteo,Middleblocker,1989,195,RN,ITA,-,-
2017/2018,A2,Monini Spoleto,2,KATALAN Nicolò,Middleblocker,1998,200,TS,ITA,-,-
2017/2018,A2,Monini Spoleto,3,MARIANO Romolo,Spiker,1991,190,BG,ITA,-,-
2017/2018,A2,Monini Spoleto,4,BERTOLI Matteo,Spiker,1988,196,TN,ITA,-,-
2017/2018,A2,Monini Spoleto,5,RAIC Ivan,Spiker,1989,202,BIH,CRO,from 01/01/2018,-
2017/2018,A2,Monini Spoleto,6,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,until 23/12/2017,transferred to Mosca Bruno Bolzano
2017/2018,A2,Monini Spoleto,7,COSTANZI Riccardo,Setter,1993,192,PG,ITA,-,-
2017/2018,A2,Monini Spoleto,9,AGOSTINI Filippo,Spiker,1994,191,PG,ITA,-,-
2017/2018,A2,Monini Spoleto,10,DI RENZO Leonardo,Libero,1993,180,PG,ITA,-,-
2017/2018,A2,Monini Spoleto,11,GALLIANI Andrea,Spiker,1988,202,MB,ITA,-,-
2017/2018,A2,Monini Spoleto,12,VAN BERKEL Lucas,Middleblocker,1991,208,CAN,CAN,-,-
2017/2018,A2,Monini Spoleto,13,CUBITO Marco,Middleblocker,1992,202,ME,ITA,-,-
2017/2018,A2,Monini Spoleto,14,SEGONI Matteo,Spiker,1993,192,PG,ITA,-,-
2017/2018,A2,Monini Spoleto,15,CORVETTA Antonio,Setter,1977,188,AN,ITA,-,-
2017/2018,A2,Monini Spoleto,16,BARI Andrea,Libero,1980,185,AN,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,1,CANDEAGO Giovanni,Spiker,1994,191,BL,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,3,BRESSAN Tiziano,Middleblocker,1994,201,TN,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,5,ZAPPOLI GUARIENTI Enrico,Spiker,1995,195,BRA,BRA,-,-
2017/2018,A2,Mosca Bruno Bolzano,6,SPAGNUOLO DE VITO Luca,Setter,1998,190,BZ,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,7,BLEGGI Nicolò,Middleblocker,1992,195,TN,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,8,BOSWINKEL Hidde,Spiker,1995,201,NED,NED,until 18/12/2017,transferred to Emma Villas Siena
2017/2018,A2,Mosca Bruno Bolzano,9,RISTIC Andrej,Spiker,1998,192,BIH,BIH,from 12/12/2017,-
2017/2018,A2,Mosca Bruno Bolzano,10,INGROSSO Paolo,Spiker,1988,191,BRA,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,11,BALDAZZI Alberto,Spiker,1998,199,FE,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,12,QUARTARONE Davide,Setter,1986,196,RG,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,13,THEI Sebastiano,Libero,1991,180,TN,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,14,PAOLI Alessandro,Middleblocker,1984,194,TN,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,15,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,from 24/12/2017,coming from Monini Spoleto
2017/2018,A2,Mosca Bruno Bolzano,16,GALABINOV Yordan,Spiker,1990,202,BUL,ITA,-,-
2017/2018,A2,Mosca Bruno Bolzano,17,BRUNO Vito,Libero,1995,180,BA,ITA,from 26/11/2017,coming from Pag Taviano
2017/2018,A2,Mosca Bruno Bolzano,18,VILLOTTI Diego,Libero,1994,180,BZ,ITA,-,-
2017/2018,A2,Pag Taviano,1,BARAJAS Alejandro,Spiker,1991,188,MEX,MEX,from 27/10/2017,-
2017/2018,A2,Pag Taviano,2,PERCOCO Giacomo,Spiker,1986,185,BA,ITA,-,-
2017/2018,A2,Pag Taviano,4,AVELLI Francesco,Middleblocker,1982,194,LE,ITA,-,-
2017/2018,A2,Pag Taviano,5,MUSARDO Donato,Middleblocker,1986,198,LE,ITA,until 15/01/2018,-
2017/2018,A2,Pag Taviano,6,BELTRAMI Matteo,Spiker,1997,195,PR,ITA,until 11/12/2017,-
2017/2018,A2,Pag Taviano,7,ASTARITA Francesco,Spiker,1993,194,NA,ITA,-,-
2017/2018,A2,Pag Taviano,8,TORSELLO Mirko,Middleblocker,1987,198,LE,ITA,-,-
2017/2018,A2,Pag Taviano,9,BIGARELLI Luca,Spiker,1991,197,RE,ITA,-,-
2017/2018,A2,Pag Taviano,10,RUIZ Francisco,Spiker,1991,178,ESP,ESP,-,-
2017/2018,A2,Pag Taviano,11,MARIELLA Giulio,Setter,1995,198,FG,ITA,-,-
2017/2018,A2,Pag Taviano,12,VEGA Gabriel Michael,Spiker,1993,205,USA,USA,until 27/09/2017,-
2017/2018,A2,Pag Taviano,14,SMIRIGLIA Antonio,Middleblocker,1988,200,CS,ITA,-,-
2017/2018,A2,Pag Taviano,17,KLEK Wiktor,Spiker,1998,204,POL,POL,from 23/02/2018,-
2017/2018,A2,Pag Taviano,17,BRUNO Vito,Libero,1995,180,BA,ITA,until 25/11/2017,transferred to Mosca Bruno Bolzano
2017/2018,A2,Pag Taviano,18,PIEDEPALUMBO Pierpaolo,Setter,1992,190,NA,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,2,GROPPI Michele,Setter,1986,192,GE,ITA,from 04/09/2017,-
2017/2018,A2,Pool Libertas Cantù,3,MONGUZZI Dario,Middleblocker,1984,204,MB,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,4,BUTTI Luca,Libero,1991,184,CO,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,5,COMINETTI Roberto,Spiker,1997,196,BG,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,7,GOMES DO REGO JUNIOR Ricardo,Spiker,1991,206,BRA,BRA,-,-
2017/2018,A2,Pool Libertas Cantù,8,OLIVATI Andrea,Spiker,1994,200,MB,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,9,DANIELLI Simone,Spiker,1998,191,CO,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,10,BARATTI Mirko,Setter,1997,175,MB,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,11,FRATTINI Alessandro,Middleblocker,1997,198,MB,ITA,-,-
2017/2018,A2,Pool Libertas Cantù,13,BOFFI Matteo,Libero,1996,180,MB,ITA,-,-
