Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
A1,2024/2025,Cucine Lube Civitanova,Lube,21 ,BOTTOLO Mattia,Schiacciatore,2000,196,VI,ITA,-,-
A1,2024/2025,Cucine Lube Civitanova,Lube,24 ,TENORIO Davi,Centrale,2005,213,BRA,ESP,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,1 ,SALSI Nicola,Palleggiatore,1997,186,RE,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,2 ,KOVACEVIC Uros,Schiacciatore,1993,198,SRB,SRB,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,4 ,RICCI Fabio,Centrale,1994,205,RA,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,6 ,BRIZARD Antoine,Palleggiatore,1994,200,FRA,FRA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,7 ,MAAR Stephen,Schiacciatore,1994,201,CAN,CAN,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,9 ,MANDIRACI Ramazan Efe,Schiacciatore,2002,203,TUR,TUR,dal 14/09/2024,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,10 ,SCANFERLA Leonardo,Libero,1998,184,PD,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,12 ,GALASSI Gianluca,Centrale,1997,201,TN,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,13 ,SIMON Robertlandy,Centrale,1987,208,CUB,CUB,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,15 ,ANDRINGA Robbert,Schiacciatore,1990,191,NED,NED,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,17 ,ROMANÒ Yuri,Schiacciatore,1997,203,MB,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,23 ,BOVOLENTA Alessandro,Schiacciatore,2004,207,RM,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,24 ,GUEYE Moussé,Centrale,1996,198,SEN,FRA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,27 ,LORETI Luca,Libero,2005,190,RM,ITA,-,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,30 ,BASSO Lorenzo Antonio,Schiacciatore,2008,,VA,ITA,dal 17/10/2024,-
A1,2024/2025,Gas Sales Bluenergy Piacenza,Piacenza,3 ,KEDZIERSKI Michal,Palleggiatore,1994,195,POL,POL,dal 17/10/2024 al 19/12/2024,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,2 ,LUZZI Davide,Libero,2004,180,TA,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,3 ,HELD Tim,Schiacciatore,1998,195,MC,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,4 ,ALLETTI Aimone,Centrale,1988,207,LO,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,5 ,HOFER Brodie,Schiacciatore,2000,200,CAN,CAN,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,6 ,RIZZO Marco,Libero,1990,185,LE,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,7 ,D'HEER Wout,Centrale,2001,203,BEL,BEL,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,8 ,BALESTRA Cosimo,Centrale,2003,200,TA,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,9 ,GIRONI Fabrizio,Schiacciatore,2000,206,MB,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,10 ,LANZA Filippo,Schiacciatore,1991,196,VR,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,11 ,ALONSO Roamy,Centrale,1997,203,CUB,CUB,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,13 ,FEVEREIRO Diogo,Palleggiatore,2005,181,POR,POR,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,14 ,HOPT Jannis Tom,Schiacciatore,1996,205,GER,GER,dal 27/01/2025,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,17 ,ZIMMERMANN Jan,Palleggiatore,1993,190,GER,GER,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,27 ,PAGLIALUNGA Luca,Schiacciatore,2004,192,BA,ITA,-,-
A1,2024/2025,Gioiella Prisma Taranto,Taranto,1 ,SANTANGELO Andrea,Schiacciatore,1994,200,IS,ITA,fino al 09/01/2025,-
A1,2024/2025,Itas Trentino,Trento,2 ,BRISTOT Alessandro,Schiacciatore,2005,196,BL,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,3 ,PESARESI Nicola,Libero,1991,190,AN,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,4 ,KOZAMERNIK Jan,Centrale,1995,204,SLO,SLO,-,-
A1,2024/2025,Itas Trentino,Trento,5 ,MICHIELETTO Alessandro,Schiacciatore,2001,211,BS,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,6 ,SBERTOLI Riccardo,Palleggiatore,1998,190,MI,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,8 ,PELLACANI Marco,Centrale,2004,210,UD,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,10 ,GARCIA FERNANDEZ Gabi,Schiacciatore,1999,200,PUR,USA,-,-
A1,2024/2025,Itas Trentino,Trento,11 ,RYCHLICKI Kamil,Schiacciatore,1996,204,LUX,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,12 ,MAGALINI Giulio,Schiacciatore,2001,196,VR,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,13 ,LAURENZANO Gabriele,Libero,2003,177,CS,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,15 ,LAVIA Daniele,Schiacciatore,1999,200,CS,ITA,-,-
A1,2024/2025,Itas Trentino,Trento,22 ,BARTHA Bela,Centrale,2000,206,ROU,ROU,-,-
A1,2024/2025,Itas Trentino,Trento,23 ,RESENDE GUALBERTO Flavio,Centrale,1993,200,BRA,BRA,-,-
A1,2024/2025,Itas Trentino,Trento,25 ,ACQUARONE Alessandro,Palleggiatore,1999,183,IM,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,1 ,LEE Woo-Jin,Schiacciatore,2005,195,KOR,KOR,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,2 ,FRASCIO Diego,Schiacciatore,2006,195,RN,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,6 ,ROHRS Erik,Schiacciatore,2001,201,GER,GER,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,7 ,MARTTILA Luka,Schiacciatore,2003,197,FIN,FIN,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,9 ,LAWANI Ibrahim,Schiacciatore,2001,199,FRA,FRA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,11 ,MANCINI Filippo,Palleggiatore,2004,188,RN,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,12 ,MOSCA Leandro,Centrale,2000,209,MC,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,13 ,BERETTA Thomas,Centrale,1990,205,MI,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,14 ,KRELING Fernando,Palleggiatore,1996,185,BRA,BRA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,17 ,PICCHIO Matteo,Libero,2000,182,MB,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,18 ,DI MARTINO Gabriele,Centrale,1997,199,RM,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,19 ,AVERILL Taylor,Centrale,1992,201,USA,USA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,20 ,GAGGINI Marco,Libero,2002,184,VA,ITA,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,31 ,SZWARC Arthur,Schiacciatore,1995,207,CAN,CAN,-,-
A1,2024/2025,Mint Vero Volley Monza,Monza,5 ,JUANTORENA Osmany,Schiacciatore,1985,200,CUB,ITA,fino al 06/03/2025,-
A1,2024/2025,Mint Vero Volley Monza,Monza,24 ,ZAYTSEV Ivan,Schiacciatore,1988,204,PG,ITA,dal 18/09/2024 al 27/12/2024,-
A1,2024/2025,Rana Verona,Verona,1 ,ZINGEL Aidan,Centrale,1990,207,AUS,ITA,-,-
A1,2024/2025,Rana Verona,Verona,2 ,CORTESIA Lorenzo,Centrale,1999,202,TV,ITA,-,-
A1,2024/2025,Rana Verona,Verona,3 ,EWERT Jordan Matthew,Schiacciatore,1997,194,USA,USA,dal 05/02/2025,-
A1,2024/2025,Rana Verona,Verona,4 ,DZAVORONOK Donovan,Schiacciatore,1997,202,CZE,CZE,-,-
A1,2024/2025,Rana Verona,Verona,6 ,D'AMICO Francesco,Libero,1999,179,BR,ITA,-,-
A1,2024/2025,Rana Verona,Verona,7 ,ABAEV Konstantin,Palleggiatore,1999,197,RUS,RUS,-,-
A1,2024/2025,Rana Verona,Verona,9 ,KEITA Noumory,Schiacciatore,2001,206,MLI,MLI,-,-
A1,2024/2025,Rana Verona,Verona,10 ,CHEVALIER Martin,Schiacciatore,2000,195,CZE,CZE,-,-
A1,2024/2025,Rana Verona,Verona,11 ,SANI Francesco,Schiacciatore,2002,203,USA,ITA,-,-
A1,2024/2025,Rana Verona,Verona,12 ,JENSEN Mads Kyed,Schiacciatore,1999,211,DEN,DEN,-,-
A1,2024/2025,Rana Verona,Verona,13 ,SPIRITO Luca,Palleggiatore,1993,199,SV,ITA,-,-
A1,2024/2025,Rana Verona,Verona,15 ,BONISOLI Pietro,Libero,2005,182,BS,ITA,-,-
A1,2024/2025,Rana Verona,Verona,17 ,VITELLI Marco,Centrale,1996,203,CH,ITA,-,-
A1,2024/2025,Rana Verona,Verona,19 ,MOZIC Rok,Schiacciatore,2002,200,SLO,SLO,-,-
A1,2024/2025,Rana Verona,Verona,21 ,ZANOTTI Andrea,Centrale,1997,195,VR,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,1 ,PICCINELLI Alessandro,Libero,1997,189,MI,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,2 ,CANDELLARO Davide,Centrale,1989,200,PD,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,3 ,ZOPPELLARI Francesco,Palleggiatore,1997,185,PD,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,5 ,CIANCIOTTA Nicola,Schiacciatore,2001,196,BA,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,6 ,GIANNELLI Simone,Palleggiatore,1996,200,BZ,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,7 ,HERRERA JAIME Jesus,Schiacciatore,1995,196,CUB,CUB,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,8 ,LOSER Agustin,Centrale,1997,201,ARG,ARG,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,10 ,BEN TARA Wassim,Schiacciatore,1996,203,TUN,POL,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,11 ,SOLÉ Sebastian,Centrale,1991,202,ARG,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,12 ,USOWICZ Lukasz,Centrale,1997,203,POL,POL,dal 07/03/2025,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,13 ,COLACI Massimo,Libero,1985,180,LE,ITA,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,14 ,ISHIKAWA Yuki,Schiacciatore,1995,192,JPN,JPN,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,16 ,SEMENIUK Kamil,Schiacciatore,1996,194,POL,POL,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,17 ,PLOTNYTSKYI Oleh,Schiacciatore,1997,194,UKR,UKR,-,-
A1,2024/2025,Sir Susa Vim Perugia,Perugia,19 ,RUSSO Roberto,Centrale,1997,205,PA,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,1 ,STEFANI Tommaso,Schiacciatore,2001,210,FI,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,2 ,MASULOVIC Veljko,Schiacciatore,2002,203,SRB,SRB,-,-
A1,2024/2025,Sonepar Padova,Padova,3 ,MAYO LIBERMAN Shay,Schiacciatore,2005,198,BRA,ISR,-,-
A1,2024/2025,Sonepar Padova,Padova,4 ,DIEZ Benjamin,Libero,1998,183,FRA,FRA,-,-
A1,2024/2025,Sonepar Padova,Padova,5 ,FALASCHI Marco,Palleggiatore,1987,188,PI,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,7 ,POLO Alberto,Centrale,1995,202,VI,ITA,dal 24/03/2025,-
A1,2024/2025,Sonepar Padova,Padova,8 ,PLAK Fabian,Centrale,1997,198,NED,NED,-,-
A1,2024/2025,Sonepar Padova,Padova,9 ,TOSCANI Alessandro,Libero,1998,183,CH,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,10 ,GALIAZZO Luca,Centrale,2005,201,VE,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,11 ,PEDRON Matteo,Palleggiatore,1992,189,PD,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,14 ,ORIOLI Mattia,Schiacciatore,2004,190,FC,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,17 ,PORRO Luca,Schiacciatore,2004,194,GE,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,18 ,TRUOCCHIO Andrea,Centrale,2000,207,PT,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,22 ,CROSATO Federico,Centrale,2002,202,TV,ITA,-,-
A1,2024/2025,Sonepar Padova,Padova,7 ,SEDLACEK Marko,Schiacciatore,1996,202,CRO,CRO,fino al 26/03/2025,-
A1,2024/2025,Valsa Group Modena,Modena,3 ,MASSARI Jacopo,Schiacciatore,1988,185,PR,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,4 ,MEIJS Sil,Palleggiatore,2002,204,NED,NED,-,-
A1,2024/2025,Valsa Group Modena,Modena,5 ,MATI Pardo,Centrale,2006,203,GR,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,6 ,SANGUINETTI Giovanni,Centrale,2000,202,BO,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,7 ,STANKOVIC Dragan,Centrale,1985,205,SRB,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,9 ,DAVYSKIBA Vlad,Schiacciatore,2001,197,BLR,BLR,-,-
A1,2024/2025,Valsa Group Modena,Modena,11 ,GOLLINI Riccardo,Libero,2000,194,MO,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,15 ,DE CECCO Luciano,Palleggiatore,1988,194,ARG,ARG,-,-
A1,2024/2025,Valsa Group Modena,Modena,17 ,ANZANI Simone,Centrale,1992,203,CO,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,19 ,BUCHEGGER Paul,Schiacciatore,1996,204,AUT,AUT,-,-
A1,2024/2025,Valsa Group Modena,Modena,22 ,GUTIERREZ Josè Miguel,Schiacciatore,2001,194,CUB,CUB,-,-
A1,2024/2025,Valsa Group Modena,Modena,24 ,IKHBAYRI Ahmed,Schiacciatore,1996,200,LBA,LBA,-,-
A1,2024/2025,Valsa Group Modena,Modena,35 ,URIARTE Nicolas,Palleggiatore,1990,192,ARG,ARG,dal 27/02/2025,-
A1,2024/2025,Valsa Group Modena,Modena,77 ,FEDERICI Filippo,Libero,2000,182,AN,ITA,-,-
A1,2024/2025,Valsa Group Modena,Modena,90 ,RINALDI Tommaso,Schiacciatore,2001,200,CN,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,1 ,ZHUKOUSKI Tsimafei,Palleggiatore,1989,192,BLR,CRO,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,2 ,ANTONOV Oleg,Schiacciatore,1988,198,RUS,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,3 ,CUBITO Marco,Centrale,1992,202,ME,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,4 ,VECCHI Riccardo,Libero,1996,185,FM,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,5 ,BARDAROV Denislav,Schiacciatore,2003,200,BUL,BUL,dal 08/01/2025,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,6 ,DEMYANENKO Danny,Centrale,1994,196,CAN,CAN,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,7 ,MATTEI Andrea,Centrale,1993,202,RM,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,10 ,COMPARONI Francesco,Centrale,2001,204,PR,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,12 ,PETKOVIC Dusan,Schiacciatore,1992,199,SRB,SRB,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,15 ,MARCHIANI Manuele,Palleggiatore,1989,185,AN,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,16 ,ROMITI Andrea,Palleggiatore,2007,183,MC,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,18 ,FORESI Diego,Libero,2007,172,FM,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,20 ,CVANCIGER Gabrijel,Schiacciatore,2003,201,CRO,CRO,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,21 ,TATAROV Georgi,Schiacciatore,2003,200,BUL,BUL,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,44 ,MARCHISIO Andrea,Libero,1990,186,CN,ITA,-,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,13 ,FEDRIZZI Michele,Schiacciatore,1991,192,TN,ITA,fino al 25/03/2025,-
A1,2024/2025,Yuasa Battery Grottazzolina,Grottazzolina,23 ,SCHALK Matteo,Schiacciatore,2002,198,FRA,FRA,dal 23/09/2024 al 07/01/2025,-
A2,2024/2025,Abba Pineto,Pineto,1 ,ZAMAGNI Matteo,Centrale,1989,195,FC,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,2 ,IURISCI Matteo,Schiacciatore,2007,188,CH,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,3 ,CATONE Mattia,Palleggiatore,2001,180,TE,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,4 ,MORAZZINI Flavio,Libero,2005,187,RM,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,5 ,BAESSO Vitor,Schiacciatore,1998,201,BRA,BRA,-,-
A2,2024/2025,Abba Pineto,Pineto,6 ,KAISLASALO Samuli,Schiacciatore,1995,203,FIN,FIN,-,-
A2,2024/2025,Abba Pineto,Pineto,7 ,MOLINARI Michael,Centrale,1998,197,MC,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,8 ,PESARE Giancarlo,Libero,1995,178,CH,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,9 ,DI SILVESTRE Paolo Luigi,Schiacciatore,1998,195,PE,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,10 ,PRESTA Luca,Centrale,1995,200,CS,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,11 ,FAVARO Gioele,Schiacciatore,2003,192,PD,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,12 ,BULFON Andrea,Schiacciatore,1996,198,TS,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,21 ,RAMPAZZO Emanuele,Palleggiatore,2003,193,PD,ITA,-,-
A2,2024/2025,Abba Pineto,Pineto,33 ,CALONICO Lorenzo,Centrale,1981,202,AQ,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,2 ,POZZEBON Luca,Palleggiatore,2005,189,TV,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,3 ,MARSILI Sebastiano,Palleggiatore,1996,181,TV,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,4 ,ICHINO Tommaso,Schiacciatore,2004,202,TO,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,5 ,FERRI Stefano,Schiacciatore,2000,200,PU,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,7 ,VALCHINOV Samuil,Schiacciatore,2001,202,BUL,BUL,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,8 ,OTTAVIANI Giuseppe,Schiacciatore,1991,196,VT,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,10 ,FALL Bara,Centrale,1997,201,SEN,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,11 ,SANFILIPPO Gabriele,Centrale,2000,200,CT,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,12 ,DIMITROV Todor,Schiacciatore,2001,201,BUL,BUL,dal 10/01/2025,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,13 ,KLAPWIJK Niels,Schiacciatore,1985,200,NED,NED,dal 24/10/2024,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,17 ,GABBANELLI Simone,Libero,1991,180,AN,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,20 ,BERGER Martin,Centrale,2003,205,BZ,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,21 ,PALOMBARINI Tommy,Libero,2003,180,MC,ITA,-,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,9 ,CAVASIN Alberto,Schiacciatore,2001,196,VE,ITA,fino al 24/02/2025,-
A2,2024/2025,Banca Macerata Fisiomed MC,Macerata,30 ,ANDRIC Leo,Schiacciatore,1994,203,CRO,CRO,fino al 14/11/2024,-
A2,2024/2025,Campi Reali Cantù,Cantù,1 ,COTTARELLI Francesco,Palleggiatore,1996,196,VR,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,2 ,CALETTI Leonardo,Libero,2000,182,VA,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,4 ,BUTTI Luca,Libero,1991,184,CO,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,5 ,TIOZZO Nicola,Schiacciatore,1993,198,VE,ITA,-,-
A2,2024/2025,Campi Reali Cantù,Cantù,6 ,CORMIO Elio Giuseppe,Schiacciatore,1998,195,BA,ITA,-,-
