Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,5,Lyutskanov Gordan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,7,Rossini Salvatore,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,18,1,0.61 ,0.44 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,9,Motzo Matheus,-,-,-,1,6,6 ,6,-,18,7,-2,13,6,3,-,-,-,-,38,9,2,15,0.39 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,10,Frumuselu Cristian,-,-,-,6,5,5 ,5,-,11,5,5,8,2,-,1,1,-,-,9,-,-,6,0.67 ,-,5,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,11,Garnica Fernando Gabriel,-,-,-,4,3,3 ,3,-,4,3,-2,18,3,2,1,1,-,-,2,-,-,1,0.50 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,13,Ambrose Ionut,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,15,Barbon Gioele,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,16,Minelli Francesco,-,-,-,*,*,*,*,-,-,-,-1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,17,Mentasti Edoardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,C,Evolution Green Aversa,Aversa,21,Agouzoul Omar,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,1,Cottarelli Francesco,-,-,-,-,*,*,*,-,-,-,-1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,2,Caletti Leonardo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,4,Butti Luca,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,13,1,0.69 ,0.31 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,5,Tiozzo Nicola,-,-,-,1,1,1 ,1,-,11,2,3,15,4,1,17,-,0.41 ,0.24 ,23,2,1,10,0.43 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,6,Cormio Elio Giuseppe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,7,Martinelli Luca,-,-,-,6,6,6 ,6,-,1,1,-,11,1,-,-,-,-,-,-,-,-,-,-,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,9,Bragatto Marco,-,-,-,5,5,5 ,5,-,9,2,-,12,2,-,-,-,-,-,10,1,-,7,0.70 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,10,Quagliozzi Francesco,-,-,-,-,-,*,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,11,Galliani Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,12,Candeli Nicola,-,-,-,2,2,2 ,2,-,5,2,-2,17,4,-,-,-,-,-,8,-,-,3,0.38 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,13,Marzorati Manuel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,15,Novello Marco,-,-,-,3,3,3 ,3,-,17,5,4,18,7,4,1,1,-,-,27,2,1,13,0.48 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,580,15/12/2024,16:00,516 ,€ 2028 ,O,Campi Reali Cantù,Cantù,16,Bacco Andrea,-,-,-,4,4,4 ,4,-,13,4,-5,17,6,2,40,5,0.48 ,0.35 ,28,2,4,9,0.32 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,1,Zecca Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,2,Signorini Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,3,Gottardo Mattia,-,-,-,6,1,6 ,2,-,10,2,-,16,-,-,36,3,0.56 ,0.31 ,29,4,3,8,0.28 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,4,Porro Simone,-,-,-,5,6,5 ,1,-,2,2,-5,8,2,-,-,-,-,-,3,-,1,-,-,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,5,Partenio Pier Paolo,-,-,-,-,*,*,*,-,1,1,1,7,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,6,Guerrini Francesco,-,-,-,3,4,-,-,-,6,3,1,6,1,-,13,1,0.62 ,0.23 ,8,1,1,3,0.38 ,-,3,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,7,Stabrawa Pawel,-,-,-,2,3,2 ,4,-,11,4,-1,13,4,-,-,-,-,-,23,3,1,11,0.48 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,8,De Angelis Carlo,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,23,1,0.61 ,0.35 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,9,Barone Rocco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,10,Bonola Paolo,-,-,-,1,2,1 ,3,-,9,4,1,16,-,-,1,1,-,-,10,1,1,5,0.50 ,-,4,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,13,Gasparini Andrea,-,-,-,-,*,-,*,-,6,2,3,1,-,-,-,-,-,-,8,1,1,4,0.50 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,14,Alberghini Riccardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,17,Suraci Antonino,-,-,-,*,*,3 ,5,-,3,2,-1,9,3,1,7,-,0.43 ,0.14 ,8,-,1,2,0.25 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,C,Conad Reggio Emilia,Reggio Emilia,18,Sighinolfi Nicholas,-,-,-,4,5,4 ,6,-,10,2,-4,13,2,-,-,-,-,-,15,2,1,9,0.60 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,1,Mariani Gabriele,-,-,-,*,-,*,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,3,Iovieno Cristian,-,-,-,*,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,4,Gitto Carmelo,-,-,-,1,6,1 ,6,-,3,3,-3,11,2,-,2,-,0.50 ,0.50 ,3,-,-,1,0.33 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,5,Donati Francesco,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,32,1,0.50 ,0.13 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,8,Maccarone Graziano,-,-,-,4,3,-,-,-,1,-,-5,12,1,-,-,-,-,-,4,-,2,1,0.25 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,10,Corrado Francesco,-,-,-,3,2,3 ,2,-,15,2,-1,20,6,-,15,-,0.40 ,0.20 ,31,2,3,13,0.42 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,11,Paris Matteo,-,-,-,2,1,2 ,1,-,1,-,-2,14,1,-,1,-,-,-,2,-,1,1,0.50 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,13,Prosperi Turri Francesco,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,14,Sala Lorenzo,-,-,-,5,4,5 ,4,-,21,8,10,16,2,4,-,-,-,-,31,4,4,17,0.55 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,16,Concolino Gianluca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,18,Carbone Peppino,-,-,-,*,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,23,Lawrence Klistan,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,80,Guastamacchia Francesco,-,-,-,-,*,4 ,3,-,9,5,7,9,-,-,2,-,0.50 ,-,4,-,-,4,1.00 ,-,5,,,,
2024/2025,A2,Regular_Season,1st,12,-,581,15/12/2024,16:00,432 ,€ 1038 ,O,OmiFer Palmi,Palmi,99,Benavidez Felipe,-,-,-,6,5,6 ,5,-,21,8,7,11,4,1,25,2,0.64 ,0.36 ,34,3,4,19,0.56 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,1,Zamagni Matteo,-,-,-,2,4,4 ,2,5,11,3,5,17,2,-,1,-,1.00 ,-,14,1,-,9,0.64 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,2,Iurisci Matteo,-,-,-,*,*,-,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,3,Catone Mattia,-,-,-,3,5,5 ,3,6,-,-,-6,18,1,-,-,-,-,-,1,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,4,Morazzini Flavio,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,30,3,0.53 ,0.30 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,5,Baesso Vitor,-,-,-,4,6,6 ,4,1,14,9,-,15,5,1,27,2,0.67 ,0.30 ,23,5,1,9,0.39 ,-,4,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,6,Kaislasalo Samuli,-,-,-,6,2,2 ,6,3,27,11,12,15,2,-,-,-,-,-,49,5,4,25,0.51 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,7,Molinari Michael,-,-,-,5,1,1 ,*,2,4,-,-1,13,1,-,-,-,-,-,8,-,-,4,0.50 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,8,Pesare Giancarlo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,9,Di Silvestre Paolo Luigi,-,-,-,1,3,3 ,1,4,16,6,3,25,6,2,17,-,0.65 ,0.29 ,27,1,4,13,0.48 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,10,Presta Luca,-,-,-,-,-,*,5,-,1,-,1,5,-,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,11,Favaro Gioele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,12,Bulfon Andrea,-,-,-,*,*,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,21,Rampazzo Emanuele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,C,Abba Pineto,Pineto,33,Calonico Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,1,Pinali Giulio,-,-,-,4,5,-,*,4,10,2,-3,10,4,-,-,-,-,-,21,2,4,8,0.38 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,2,Codarin Lorenzo,-,-,-,3,4,3 ,4,3,12,1,-,13,4,1,3,-,1.00 ,0.33 ,18,2,1,9,0.50 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,3,Cavaccini Domenico,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,25,1,0.80 ,0.36 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,4,Agapitos Nicola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,5,Sottile Daniele,-,-,-,1,2,1 ,2,1,-,-,-5,20,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,6,Malavasi Andrea,-,-,-,*,-,*,*,-,5,2,2,3,1,-,6,1,0.33 ,0.33 ,5,-,-,3,0.60 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,7,Sette Felice,-,-,-,5,6,5 ,6,5,5,-,-6,13,5,-,25,1,0.64 ,0.32 ,16,1,1,5,0.31 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,8,Oberto Simone,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,9,Mastrangelo Roberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,11,Brignach Davide,-,-,-,*,*,4 ,5,-,3,1,-4,6,3,-,-,-,-,-,11,2,1,2,0.18 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,13,Compagnoni Mirco,-,-,-,-,-,*,*,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,16,Chiaramello Tommaso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,24,Allik Karli,-,-,-,2,3,2 ,3,2,17,8,3,22,6,4,31,1,0.68 ,0.42 ,30,1,1,13,0.43 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,582,15/12/2024,18:00,812 ,€ 2271 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,90,Volpato Marco,-,-,-,6,1,6 ,1,6,12,1,4,11,1,-,2,-,1.00 ,0.50 ,18,2,1,10,0.56 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,2,Pozzebon Luca,-,-,-,-,*,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,3,Marsili Sebastiano,-,-,-,6,6,1 ,2,-,4,3,1,15,1,-,-,-,-,-,3,-,-,1,0.33 ,-,3,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,4,Ichino Tommaso,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,5,Ferri Stefano,-,-,-,*,-,*,*,-,2,-,-1,-,-,-,4,-,0.75 ,0.50 ,4,1,-,2,0.50 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,7,Valchinov Samuil,-,-,-,1,1,2 ,3,-,20,4,9,15,2,1,45,4,0.42 ,0.29 ,32,-,2,18,0.56 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,8,Ottaviani Giuseppe,-,-,-,4,4,5 ,6,-,9,6,-2,22,5,4,17,1,0.47 ,0.18 ,12,-,2,4,0.33 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,9,Cavasin Alberto,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,10,Fall Bara,-,-,-,2,2,3 ,4,-,10,2,5,19,-,-,-,-,-,-,18,-,1,9,0.50 ,-,1,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,11,Sanfilippo Gabriele,-,-,-,-,-,-,*,-,3,1,3,1,-,-,-,-,-,-,3,-,-,3,1.00 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,13,Klapwijk Niels,-,-,-,3,3,4 ,5,-,20,6,6,18,8,1,-,-,-,-,34,3,2,19,0.56 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,17,Gabbanelli Simone,L,-,-,*,*,*,*,-,-,-,-,-,-,-,18,-,0.50 ,0.33 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,20,Berger Martin,-,-,-,5,5,6 ,1,-,9,4,6,9,1,-,1,-,-,-,11,-,-,7,0.64 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,C,Banca Macerata Fisiomed MC,Macerata,21,Palombarini Tommy,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,2,Katalan Nicolò,-,-,-,5,4,5 ,5,-,8,3,-4,8,2,-,3,1,0.33 ,-,9,-,-,6,0.67 ,-,2,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,3,Alberini Alessio,-,-,-,6,5,6 ,6,-,2,1,-2,13,2,1,1,-,1.00 ,-,1,-,-,1,1.00 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,4,Sist Diego,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,5,Benedicenti Alberto,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,9,1,0.67 ,0.33 ,-,-,-,-,-,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,7,Scopelliti Simone,-,-,-,2,1,2 ,2,-,4,-,-2,21,-,-,2,-,-,-,8,-,-,4,0.50 ,-,-,,,,
2024/2025,A2,Regular_Season,1st,12,-,583,15/12/2024,18:00,388 ,€ 413 ,O,Tinet Prata di Pordenone,Prata,9,Ernastowicz Marcin,-,-,-,4,3,-,-,-,-,-,-6,3,-,-,7,1,0.43 ,0.14 ,7,2,2,-,-,-,-,,,,
