Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1027,24/11/2024,18:00,341 ,€ 547 ,O,Personal Time San Donà di Piave,San Donà di Piave,1,3,7,8,16,14,21,20,23,25,8,6,15,16,19,21,23,25,6,8,15,16,21,18,25,21,6,8,11,16,18,21,21,25,-,-,-,-,-,-,-,-,59,24,2,93,14,5,74,9,0.53 ,0.23 ,109,9,7,46,0.42 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1028,24/11/2024,19:00,357 ,€ 543 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,1,7,8,14,16,18,21,22,25,8,5,16,14,21,16,25,21,8,6,16,13,21,15,25,17,8,6,16,13,21,18,25,23,-,-,-,-,-,-,-,-,72,24,18,95,17,3,70,2,0.64 ,0.40 ,116,6,10,59,0.51 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1028,24/11/2024,19:00,357 ,€ 543 ,O,Monge Gerbaudo Savigliano,Savigliano,1,3,8,7,16,14,21,18,25,22,5,8,14,16,16,21,21,25,6,8,13,16,15,21,17,25,6,8,13,16,18,21,23,25,-,-,-,-,-,-,-,-,60,13,-6,87,17,2,78,5,0.65 ,0.36 ,112,7,10,48,0.43 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1029,23/11/2024,18:00,329 ,€ 835 ,C,Sarlux Sarroch,Sarroch,1,3,6,8,12,16,20,21,23,25,8,6,16,13,21,18,25,22,7,8,12,16,16,21,18,25,6,8,11,16,13,21,14,25,-,-,-,-,-,-,-,-,55,15,-13,81,17,4,81,7,0.46 ,0.16 ,113,6,22,42,0.37 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1029,23/11/2024,18:00,329 ,€ 835 ,O,Belluno Volley,Belluno,3,1,8,6,16,12,21,20,25,23,6,8,13,16,18,21,22,25,8,7,16,12,21,16,25,18,8,6,16,11,21,13,25,14,-,-,-,-,-,-,-,-,71,29,21,96,15,6,64,4,0.41 ,0.13 ,92,7,9,43,0.47 ,-,22,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1030,24/11/2024,16:00,402 ,€ 318 ,C,The Begin Volley Ancona,Ancona The Begin,3,2,5,8,12,16,16,21,17,25,8,6,16,10,21,10,25,18,8,5,16,11,21,15,25,16,8,6,13,16,16,21,22,25,5,3,0,0,0,0,15,9,78,36,24,104,11,7,78,12,0.38 ,0.21 ,113,6,10,53,0.47 ,-,18,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1030,24/11/2024,16:00,402 ,€ 318 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,2,3,8,5,16,12,21,16,25,17,6,8,10,16,10,21,18,25,5,8,11,16,15,21,16,25,6,8,16,13,21,16,25,22,3,5,0,0,0,0,9,15,72,29,.,93,15,11,93,9,0.47 ,0.19 ,120,9,18,51,0.43 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1031,1/12/2024,18:00,550 ,€ 1.861 ,C,Belluno Volley,Belluno,3,0,8,5,16,12,21,14,25,20,8,7,16,11,21,17,25,20,8,3,16,6,21,6,25,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,24,25,73,8,4,41,2,0.54 ,0.27 ,79,4,5,35,0.44 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1031,1/12/2024,18:00,550 ,€ 1.861 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,0,3,5,8,12,16,14,21,20,25,7,8,11,16,17,21,20,25,3,8,6,16,6,21,12,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,8,-15,54,13,2,65,4,0.42 ,0.20 ,87,9,14,31,0.36 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1032,30/11/2024,18:30,358 ,€ 610 ,C,Monge Gerbaudo Savigliano,Savigliano,3,0,8,5,16,11,21,12,25,16,8,7,16,12,21,18,25,22,8,5,16,11,21,15,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,24,26,74,12,8,53,2,0.53 ,0.28 ,75,4,1,45,0.60 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1032,30/11/2024,18:30,358 ,€ 610 ,O,The Begin Volley Ancona,Ancona The Begin,0,3,5,8,11,16,12,21,16,25,7,8,12,16,18,21,22,25,5,8,11,16,15,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,8,-6,57,4,2,63,10,0.46 ,0.27 ,79,9,7,35,0.44 ,-,1,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1033,1/12/2024,16:00,367 ,€ 463 ,C,Personal Time San Donà di Piave,San Donà di Piave,1,3,8,3,16,10,21,17,25,21,6,8,15,16,19,21,21,25,6,8,16,14,21,17,28,30,6,8,14,16,20,21,22,25,-,-,-,-,-,-,-,-,62,24,-9,97,19,4,79,9,0.62 ,0.33 ,123,12,14,50,0.41 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1033,1/12/2024,16:00,367 ,€ 463 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,3,1,3,8,10,16,17,21,21,25,8,6,16,15,21,19,25,21,8,6,14,16,17,21,30,28,8,6,16,14,21,20,25,22,-,-,-,-,-,-,-,-,70,27,6,100,21,8,78,6,0.42 ,0.17 ,116,10,8,48,0.41 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1034,1/12/2024,17:00,309 ,€ 373 ,C,CUS Cagliari,Cagliari Cus,3,2,7,8,14,16,16,21,19,25,8,7,16,11,21,16,25,21,8,5,16,9,21,14,25,19,5,8,12,16,20,21,24,26,5,4,0,0,0,0,15,8,69,26,7,107,14,7,84,6,0.58 ,0.23 ,115,13,5,50,0.43 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1034,1/12/2024,17:00,309 ,€ 373 ,O,Negrini CTE Acqui Terme,Acqui Terme,2,3,8,7,16,14,21,16,25,19,7,8,11,16,16,21,21,25,5,8,9,16,14,21,19,25,8,5,16,12,21,20,26,24,4,5,0,0,0,0,8,15,68,22,-3,100,16,6,93,7,0.58 ,0.16 ,132,16,12,57,0.43 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1035,30/11/2024,16:00,418 ,€ 336 ,C,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,6,8,9,16,17,21,20,25,8,4,15,16,21,20,30,32,5,8,7,16,9,21,12,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,10,-12,63,15,1,72,11,0.43 ,0.28 ,79,5,12,38,0.48 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,7,-,1035,30/11/2024,16:00,418 ,€ 336 ,O,Sarlux Sarroch,Sarroch,3,0,8,6,16,9,21,17,25,20,4,8,16,15,20,21,32,30,8,5,16,7,21,9,25,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,30,24,81,9,10,48,1,0.54 ,0.31 ,76,6,5,36,0.47 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1036,8/12/2024,17:00,370 ,€ 1.259 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,0,3,2,8,7,16,13,21,17,25,3,8,10,16,14,21,17,25,6,8,8,16,10,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,10,-11,52,5,4,64,9,0.55 ,0.31 ,76,7,10,30,0.39 ,-,2,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1036,8/12/2024,17:00,370 ,€ 1.259 ,O,Belluno Volley,Belluno,3,0,8,2,16,7,21,13,25,17,8,3,16,10,21,14,25,17,8,6,16,8,21,10,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,27,30,73,9,8,47,6,0.49 ,0.23 ,66,4,2,43,0.65 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1037,8/12/2024,18:00,330 ,€ 727 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,1,3,5,8,15,16,21,20,23,25,8,4,16,11,21,15,25,20,7,8,16,15,20,21,22,25,2,8,9,16,16,21,23,25,-,-,-,-,-,-,-,-,65,19,13,94,13,4,73,6,0.58 ,0.32 ,106,14,6,46,0.43 ,-,15,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1037,8/12/2024,18:00,330 ,€ 727 ,O,Negrini CTE Acqui Terme,Acqui Terme,3,1,8,5,16,15,20,21,25,23,4,8,11,16,15,21,20,25,8,7,15,16,21,20,25,22,8,2,16,9,21,16,25,23,-,-,-,-,-,-,-,-,67,18,9,94,21,5,81,4,0.58 ,0.30 ,117,7,15,56,0.48 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1038,7/12/2024,18:30,353 ,€ 427 ,C,Monge Gerbaudo Savigliano,Savigliano,1,3,8,3,16,10,21,20,25,22,6,8,15,16,17,21,20,25,4,8,11,16,17,21,24,26,4,8,11,16,16,21,19,25,-,-,-,-,-,-,-,-,63,23,4,90,12,7,80,8,0.50 ,0.28 ,118,7,12,48,0.41 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1038,7/12/2024,18:30,353 ,€ 427 ,O,Personal Time San Donà di Piave,San Donà di Piave,3,1,3,8,10,16,20,21,22,25,8,6,16,15,21,17,25,20,8,4,16,11,21,17,26,24,8,4,16,11,21,16,25,19,-,-,-,-,-,-,-,-,78,29,20,96,16,7,78,8,0.49 ,0.27 ,117,9,8,59,0.50 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1039,10/12/2024,15:45,316 ,€ 276 ,C,CUS Cagliari,Cagliari Cus,3,0,8,6,16,13,21,17,25,21,7,8,16,13,21,19,30,28,7,8,16,13,21,14,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,23,10,78,10,2,60,6,0.50 ,0.28 ,90,5,10,45,0.50 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1039,10/12/2024,15:45,316 ,€ 276 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,6,8,13,16,17,21,21,25,8,7,13,16,19,21,28,30,8,7,13,16,14,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,12,4,69,9,6,68,4,0.54 ,0.21 ,88,9,11,33,0.38 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1040,7/12/2024,20:30,-,-,C,The Begin Volley Ancona,Ancona The Begin,1,3,6,8,11,16,18,21,22,25,5,8,14,16,18,21,22,25,8,6,16,11,21,16,25,19,5,8,11,16,14,21,22,25,-,-,-,-,-,-,-,-,65,21,5,92,13,4,75,6,0.59 ,0.31 ,115,6,7,55,0.48 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,8,-,1040,7/12/2024,20:30,-,-,O,Sarlux Sarroch,Sarroch,3,1,8,6,16,11,21,18,25,22,8,5,16,14,21,18,25,22,6,8,11,16,16,21,19,25,8,5,16,11,21,14,25,22,-,-,-,-,-,-,-,-,75,26,23,93,17,6,79,4,0.61 ,0.34 ,117,8,7,62,0.53 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1041,15/12/2024,19:00,567 ,€ 2.104 ,C,Belluno Volley,Belluno,3,0,8,5,16,15,20,21,26,24,8,6,16,15,21,20,25,22,8,4,16,10,21,16,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,18,10,74,16,6,55,4,0.55 ,0.33 ,84,9,2,47,0.56 ,-,1,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1041,15/12/2024,19:00,567 ,€ 2.104 ,O,Monge Gerbaudo Savigliano,Savigliano,0,3,5,8,15,16,21,20,24,26,6,8,15,16,20,21,22,25,4,8,10,16,16,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,8,-14,66,11,4,58,7,0.55 ,0.40 ,81,9,1,32,0.40 ,-,2,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1042,14/12/2024,20:30,246 ,€ 249 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,0,8,6,16,10,21,14,25,17,8,7,16,11,21,12,29,27,8,4,16,13,21,15,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,23,18,77,9,7,53,3,0.49 ,0.13 ,83,6,4,42,0.51 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1042,14/12/2024,20:30,246 ,€ 249 ,O,The Begin Volley Ancona,Ancona The Begin,0,3,6,8,10,16,14,21,17,25,7,8,11,16,12,21,27,29,4,8,13,16,15,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,13,-6,66,13,2,68,7,0.44 ,0.18 ,83,9,6,42,0.51 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1043,14/12/2024,17:15,282 ,€ 710 ,C,Sarlux Sarroch,Sarroch,3,1,7,8,16,12,21,15,25,19,4,8,13,16,19,21,25,23,7,8,12,16,15,21,20,25,8,6,16,13,21,16,25,18,-,-,-,-,-,-,-,-,72,26,21,94,13,2,74,3,0.65 ,0.32 ,134,7,9,62,0.46 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1043,14/12/2024,17:15,282 ,€ 710 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,1,3,8,7,12,16,15,21,19,25,8,4,16,13,21,19,23,25,8,7,16,12,21,15,25,20,6,8,13,16,16,21,18,25,-,-,-,-,-,-,-,-,64,16,3,86,12,2,81,2,0.51 ,0.14 ,143,11,8,53,0.37 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1044,14/12/2024,20:30,352 ,€ 308 ,C,Personal Time San Donà di Piave,San Donà di Piave,3,1,8,5,16,13,21,19,25,20,5,8,12,16,15,21,18,25,6,8,16,13,21,16,25,21,8,3,16,8,21,10,25,12,-,-,-,-,-,-,-,-,67,26,18,92,13,9,62,6,0.58 ,0.29 ,98,5,7,52,0.53 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1044,14/12/2024,20:30,352 ,€ 308 ,O,CUS Cagliari,Cagliari Cus,1,3,5,8,13,16,19,21,20,25,8,5,16,12,21,15,25,18,8,6,13,16,16,21,21,25,3,8,8,16,10,21,12,25,-,-,-,-,-,-,-,-,59,18,2,79,17,5,79,10,0.51 ,0.15 ,96,8,6,47,0.49 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1045,15/12/2024,16:00,386 ,€ 297 ,C,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,7,8,10,16,21,20,23,25,4,8,8,16,10,21,13,25,8,2,13,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,18,-7,58,14,9,69,4,0.45 ,0.25 ,94,13,8,32,0.34 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,9,-,1045,15/12/2024,16:00,386 ,€ 297 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,0,8,7,16,10,20,21,25,23,8,4,16,8,21,10,25,13,2,8,16,13,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,21,9,74,5,4,44,9,0.43 ,0.25 ,68,4,6,32,0.47 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1046,22/12/2024,18:00,545 ,€ 819 ,C,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,8,4,16,13,20,21,20,25,7,8,12,16,13,21,16,25,3,8,7,16,8,21,9,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,5,-16,46,14,2,65,7,0.45 ,0.29 ,83,9,9,29,0.35 ,-,1,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1046,22/12/2024,18:00,545 ,€ 819 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,3,0,4,8,13,16,21,20,25,20,8,7,16,12,21,13,25,16,8,3,16,7,21,8,25,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,27,27,74,9,7,32,2,0.41 ,0.19 ,57,1,1,33,0.58 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1047,22/12/2024,16:00,487 ,€ 1.608 ,C,Personal Time San Donà di Piave,San Donà di Piave,3,0,8,7,16,13,21,18,25,21,6,8,14,16,19,21,28,26,4,8,10,16,21,20,26,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,27,11,78,14,6,56,3,0.64 ,0.32 ,73,6,7,37,0.51 ,-,16,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1047,22/12/2024,16:00,487 ,€ 1.608 ,O,Belluno Volley,Belluno,0,3,7,8,13,16,18,21,21,25,8,6,16,14,21,19,26,28,8,4,16,10,20,21,24,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,19,-5,72,16,2,64,6,0.45 ,0.27 ,84,3,16,41,0.49 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1048,21/12/2024,18:30,382 ,€ 585 ,C,Monge Gerbaudo Savigliano,Savigliano,3,0,8,4,16,12,21,17,25,21,8,7,16,14,21,20,25,22,7,8,16,14,21,17,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,18,8,74,7,6,57,4,0.42 ,0.30 ,78,10,4,39,0.50 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1048,21/12/2024,18:30,382 ,€ 585 ,O,Negrini CTE Acqui Terme,Acqui Terme,0,3,4,8,12,16,17,21,21,25,7,8,14,16,20,21,22,25,8,7,14,16,17,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,13,-4,67,10,3,67,6,0.40 ,0.22 ,87,13,6,42,0.48 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1049,22/12/2024,18:00,814 ,€ 2.566 ,C,CUS Cagliari,Cagliari Cus,3,1,8,7,16,15,20,21,22,25,7,8,16,12,21,17,25,18,7,8,16,14,21,18,25,23,6,8,15,16,21,20,25,21,-,-,-,-,-,-,-,-,73,33,19,96,15,5,68,9,0.56 ,0.15 ,106,8,5,59,0.56 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1049,22/12/2024,18:00,814 ,€ 2.566 ,O,Sarlux Sarroch,Sarroch,1,3,7,8,15,16,21,20,25,22,8,7,12,16,17,21,18,25,8,7,14,16,18,21,23,25,8,6,16,15,20,21,21,25,-,-,-,-,-,-,-,-,61,19,-6,88,20,8,81,7,0.56 ,0.14 ,104,3,9,48,0.46 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1050,22/12/2024,18:00,326 ,€ 663 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,0,7,8,16,13,21,16,25,20,4,8,16,13,21,18,25,21,8,4,16,10,21,19,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,24,24,74,15,4,53,3,0.75 ,0.28 ,82,3,8,47,0.57 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,1,-,1050,22/12/2024,18:00,326 ,€ 663 ,O,The Begin Volley Ancona,Ancona The Begin,0,3,8,7,13,16,16,21,20,25,8,4,13,16,18,21,21,25,4,8,10,16,19,21,23,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,17,8,65,11,2,59,4,0.61 ,0.31 ,79,5,8,36,0.46 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1051,11/1/2025,17:00,334 ,€ 799 ,C,Sarlux Sarroch,Sarroch,0,3,7,8,16,15,21,17,26,28,8,7,14,16,15,21,17,25,5,8,14,16,19,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,13,-2,64,10,4,68,4,0.63 ,0.28 ,96,9,11,39,0.41 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1051,11/1/2025,17:00,334 ,€ 799 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,0,8,7,15,16,17,21,28,26,7,8,16,14,21,15,25,17,8,5,16,14,21,19,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,24,21,77,9,3,54,4,0.52 ,0.33 ,83,5,4,45,0.54 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1052,12/1/2025,16:00,310 ,€ 694 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,3,2,5,8,13,16,20,21,25,23,8,5,16,14,17,21,23,25,6,8,11,16,15,21,18,25,8,7,16,11,21,13,25,16,2,5,0,0,0,0,17,15,80,31,22,106,15,2,83,4,0.61 ,0.29 ,141,12,4,58,0.41 ,-,20,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1052,12/1/2025,16:00,310 ,€ 694 ,O,Monge Gerbaudo Savigliano,Savigliano,2,3,8,5,16,13,21,20,23,25,5,8,14,16,21,17,25,23,8,6,16,11,21,15,25,18,7,8,11,16,13,21,16,25,5,2,0,0,0,0,15,17,74,23,17,105,19,4,90,2,0.57 ,0.11 ,146,7,19,66,0.45 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1053,12/1/2025,18:00,455 ,€ 418 ,C,The Begin Volley Ancona,Ancona The Begin,2,3,4,8,10,16,14,21,20,25,6,8,13,16,21,20,25,21,5,8,13,16,16,21,19,25,8,6,16,12,21,17,25,17,3,5,0,0,0,0,6,15,70,26,16,96,10,7,89,9,0.66 ,0.38 ,128,12,12,54,0.42 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1053,12/1/2025,18:00,455 ,€ 418 ,O,Personal Time San Donà di Piave,San Donà di Piave,3,2,8,4,16,10,21,14,25,20,8,6,16,13,20,21,21,25,8,5,16,13,21,16,25,19,6,8,12,16,17,21,17,25,5,3,0,0,0,0,15,6,77,33,20,103,12,9,83,7,0.60 ,0.41 ,122,13,9,56,0.46 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1054,11/1/2025,21:00,561 ,€ 2.402 ,C,Belluno Volley,Belluno,3,0,8,6,16,11,21,15,25,22,8,5,16,12,21,18,25,23,8,4,16,9,21,11,25,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,23,6,73,11,5,47,4,0.60 ,0.40 ,76,2,8,34,0.45 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1054,11/1/2025,21:00,561 ,€ 2.402 ,O,CUS Cagliari,Cagliari Cus,0,3,6,8,11,16,15,21,22,25,5,8,12,16,18,21,23,25,4,8,9,16,11,21,12,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,17,-11,59,12,4,62,7,0.35 ,0.18 ,76,17,5,30,0.39 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1055,12/1/2025,19:00,276 ,€ 343 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,0,8,6,16,10,21,14,25,15,8,4,16,10,21,13,25,16,7,8,14,16,21,18,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,22,20,74,14,5,43,3,0.60 ,0.33 ,75,5,2,44,0.59 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,2,-,1055,12/1/2025,19:00,276 ,€ 343 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,6,8,10,16,14,21,15,25,4,8,10,16,13,21,16,25,8,7,16,14,18,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,6,-21,53,10,3,60,6,0.38 ,0.18 ,75,10,5,25,0.33 ,-,2,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,3,-,1056,19/1/2025,18:00,394 ,€ 218 ,C,The Begin Volley Ancona,Ancona The Begin,2,3,8,7,16,13,21,16,25,17,8,6,16,15,21,20,25,20,8,6,15,16,20,21,23,25,6,8,16,15,17,21,21,25,4,5,0,0,0,0,10,15,81,30,15,104,11,9,88,10,0.55 ,0.25 ,143,12,11,65,0.45 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,2nd,3,-,1056,19/1/2025,18:00,394 ,€ 218 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,3,2,7,8,13,16,16,21,17,25,6,8,15,16,20,21,20,25,6,8,16,15,21,20,25,23,8,6,15,16,21,17,25,21,5,4,0,0,0,0,15,10,76,28,8,102,14,10,93,9,0.47 ,0.18 ,136,8,7,55,0.40 ,-,11,,,,,,,,,,,
