Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Semifinal,-,-,2117,4/5/2025,17:30,693 ,€ 3.866 ,C,Tinet Prata di Pordenone,Prata,3,2,5,8,9,16,9,21,14,25,8,5,16,10,21,11,25,17,8,4,16,13,21,18,25,19,8,7,15,16,21,20,23,25,4,5,0,0,0,0,15,13,55,26,-18,101,20,5,71,11,0.51 ,0.23 ,91,10,9,40,0.44 ,-,10,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Semifinal,-,-,2117,4/5/2025,17:30,693 ,€ 3.866 ,O,Evolution Green Aversa,Aversa,2,3,8,5,16,9,21,9,25,14,5,8,10,16,11,21,17,25,4,8,13,16,18,21,19,25,7,8,16,15,20,21,25,23,5,4,0,0,0,0,13,15,67,30,-9,100,29,10,81,6,0.58 ,0.27 ,106,13,10,48,0.45 ,-,9,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Semifinal,-,-,2118,4/5/2025,17:30,1.211 ,€ 1.121 ,C,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,1,5,8,16,14,21,16,25,19,8,6,16,13,21,17,25,19,8,7,14,16,20,21,22,25,5,8,16,15,21,18,25,23,-,-,-,-,-,-,-,-,74,26,16,96,20,7,75,8,0.47 ,0.28 ,113,8,3,56,0.50 ,-,11,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Semifinal,-,-,2118,4/5/2025,17:30,1.211 ,€ 1.121 ,O,MA Acqua S.Bernardo Cuneo,Cuneo,1,3,8,5,14,16,16,21,19,25,6,8,13,16,17,21,19,25,7,8,16,14,21,20,25,22,8,5,15,16,18,21,23,25,-,-,-,-,-,-,-,-,57,20,-6,87,12,6,76,10,0.57 ,0.25 ,112,9,11,48,0.43 ,-,3,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Final,-,-,2119,10/5/2025,18:00,1.154 ,€ 12.351 ,C,Tinet Prata di Pordenone,Prata,2,3,8,5,15,16,16,21,19,25,8,7,16,13,21,16,25,19,6,8,12,16,17,21,19,25,8,6,15,16,21,20,25,23,2,5,0,0,0,0,11,15,72,25,-11,100,20,9,87,8,0.49 ,0.22 ,118,8,9,55,0.47 ,-,8,,,,,,,,,,,
2024/2025,A2,Coppa_Italia,Final,-,-,2119,10/5/2025,18:00,1.154 ,€ 12.351 ,O,Gruppo Consoli Sferc Brescia,Brescia Atlantide,3,2,5,8,16,15,21,16,25,19,7,8,13,16,16,21,19,25,8,6,16,12,21,17,25,19,6,8,16,15,20,21,23,25,5,2,0,0,0,0,15,11,79,30,17,106,19,6,80,9,0.48 ,0.23 ,112,3,8,64,0.57 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1001,20/10/2024,17:00,317 ,€ 792 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,3,0,8,4,16,9,21,12,25,16,6,8,16,13,21,16,25,20,8,7,16,12,21,16,25,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,25,23,74,3,3,41,1,0.54 ,0.24 ,87,5,4,39,0.45 ,-,12,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1001,20/10/2024,17:00,317 ,€ 792 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,4,8,9,16,12,21,16,25,8,6,13,16,16,21,20,25,7,8,12,16,16,21,18,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,9,-4,55,14,1,71,3,0.56 ,0.21 ,100,7,12,40,0.40 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1002,20/10/2024,18:00,651 ,€ 3.070 ,C,Belluno Volley,Belluno,2,3,8,3,16,15,21,20,25,23,4,8,12,16,19,21,23,25,6,8,10,16,17,21,21,25,8,6,16,9,21,15,25,18,1,5,0,0,0,0,6,15,73,30,4,100,20,2,85,4,0.56 ,0.38 ,145,12,8,60,0.41 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1002,20/10/2024,18:00,651 ,€ 3.070 ,O,Personal Time San Donà di Piave,San Donà di Piave,3,2,3,8,15,16,20,21,23,25,8,4,16,12,21,19,25,23,8,6,16,10,21,17,25,21,6,8,9,16,15,21,18,25,5,1,0,0,0,0,15,6,73,29,12,106,21,4,80,4,0.65 ,0.39 ,142,5,11,61,0.43 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1003,20/10/2024,18:00,384 ,€ 923 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,0,6,8,14,16,21,19,25,21,7,8,16,15,21,17,25,19,8,6,16,9,21,15,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,19,18,73,12,4,46,2,0.46 ,0.24 ,72,2,5,41,0.57 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1003,20/10/2024,18:00,384 ,€ 923 ,O,Monge Gerbaudo Savigliano,Savigliano,0,3,8,6,16,14,19,21,21,25,8,7,15,16,17,21,19,25,6,8,9,16,15,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,11,-4,62,16,2,61,5,0.56 ,0.26 ,84,6,8,39,0.46 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1004,19/10/2024,19:00,464 ,€ 1.829 ,C,Sarlux Sarroch,Sarroch,0,3,6,8,13,16,20,21,26,28,6,8,9,16,12,21,26,28,7,8,16,15,20,21,24,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,18,.,77,15,4,70,6,0.43 ,0.21 ,92,6,9,40,0.43 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1004,19/10/2024,19:00,464 ,€ 1.829 ,O,CUS Cagliari,Cagliari Cus,3,0,8,6,16,13,21,20,28,26,8,6,16,9,21,12,28,26,8,7,15,16,21,20,26,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,25,7,81,11,5,62,4,0.53 ,0.35 ,93,12,9,46,0.49 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1005,20/10/2024,18:00,710 ,€ 788 ,C,The Begin Volley Ancona,Ancona The Begin,3,2,2,8,10,16,13,21,17,25,8,7,16,15,21,20,25,21,7,8,16,14,19,21,22,25,8,5,16,13,21,18,25,20,5,2,0,0,0,0,15,4,75,31,21,103,16,8,80,8,0.49 ,0.21 ,119,12,9,58,0.49 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,1,-,1005,20/10/2024,18:00,710 ,€ 788 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,2,3,8,2,16,10,21,13,25,17,7,8,15,16,20,21,21,25,8,7,14,16,21,19,25,22,5,8,13,16,18,21,20,25,2,5,0,0,0,0,4,15,65,26,1,96,16,7,87,10,0.53 ,0.17 ,115,12,9,49,0.43 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1006,26/10/2024,19:00,351 ,€ 257 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,3,1,8,5,14,16,18,21,23,25,8,6,15,16,21,18,25,18,8,3,16,5,21,11,25,13,5,8,16,15,21,18,25,22,-,-,-,-,-,-,-,-,76,33,30,97,12,10,62,2,0.47 ,0.19 ,98,3,10,52,0.53 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1006,26/10/2024,19:00,351 ,€ 257 ,O,Sarlux Sarroch,Sarroch,1,3,5,8,16,14,21,18,25,23,6,8,16,15,18,21,18,25,3,8,5,16,11,21,13,25,8,5,15,16,18,21,22,25,-,-,-,-,-,-,-,-,61,15,-4,78,16,2,85,10,0.44 ,0.14 ,108,6,14,49,0.45 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1007,26/10/2024,18:30,387 ,€ 744 ,C,Monge Gerbaudo Savigliano,Savigliano,3,1,8,7,16,15,21,20,25,22,6,8,15,16,20,21,22,25,8,3,16,13,21,17,25,18,8,4,16,11,21,14,25,17,-,-,-,-,-,-,-,-,78,33,32,96,15,7,69,1,0.67 ,0.36 ,112,10,6,58,0.52 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1007,26/10/2024,18:30,387 ,€ 744 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,1,3,7,8,15,16,20,21,22,25,8,6,16,15,21,20,25,22,3,8,13,16,17,21,18,25,4,8,11,16,14,21,17,25,-,-,-,-,-,-,-,-,56,14,-8,83,14,1,81,7,0.53 ,0.20 ,112,5,13,49,0.44 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1008,27/10/2024,18:00,347 ,€ 343 ,C,Personal Time San Donà di Piave,San Donà di Piave,3,0,8,4,16,11,21,16,25,22,5,8,16,14,21,18,25,19,8,5,16,9,21,11,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,21,11,73,12,6,49,5,0.49 ,0.22 ,63,2,5,36,0.57 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1008,27/10/2024,18:00,347 ,€ 343 ,O,The Begin Volley Ancona,Ancona The Begin,0,3,4,8,11,16,16,21,22,25,8,5,14,16,18,21,19,25,5,8,9,16,11,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,16,-7,62,13,4,61,6,0.44 ,0.21 ,81,14,6,35,0.43 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1009,26/10/2024,18:00,264 ,€ 193 ,C,CUS Cagliari,Cagliari Cus,0,3,5,8,14,16,20,21,35,37,4,8,9,16,12,21,14,25,8,7,11,16,15,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,10,-6,69,12,2,68,2,0.60 ,0.24 ,92,12,7,40,0.43 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1009,26/10/2024,18:00,264 ,€ 193 ,O,Belluno Volley,Belluno,3,0,8,5,16,14,21,20,37,35,8,4,16,9,21,12,25,14,7,8,16,11,21,15,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,19,17,86,18,2,57,2,0.47 ,0.12 ,93,4,4,51,0.55 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1010,27/10/2024,18:00,406 ,€ 897 ,C,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,1,3,4,8,12,16,16,21,22,25,7,8,11,16,15,21,19,25,7,8,16,14,21,18,25,22,6,8,16,12,19,21,22,25,-,-,-,-,-,-,-,-,59,19,-3,89,19,6,79,4,0.54 ,0.37 ,123,6,13,50,0.41 ,-,3,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,2,-,1010,27/10/2024,18:00,406 ,€ 897 ,O,Negrini CTE Acqui Terme,Acqui Terme,3,1,8,4,16,12,21,16,25,22,8,7,16,11,21,15,25,19,8,7,14,16,18,21,22,25,8,6,12,16,21,19,25,22,-,-,-,-,-,-,-,-,70,32,20,96,17,4,70,6,0.41 ,0.20 ,101,8,3,53,0.52 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1011,2/11/2024,20:30,318 ,€ 755 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,3,0,8,5,16,9,21,12,25,15,8,5,16,12,20,21,25,22,8,5,16,9,21,15,25,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,25,26,74,4,6,46,2,0.63 ,0.33 ,85,3,4,40,0.47 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1011,2/11/2024,20:30,318 ,€ 755 ,O,The Begin Volley Ancona,Ancona The Begin,0,3,5,8,9,16,12,21,15,25,5,8,12,16,21,20,22,25,5,8,9,16,15,21,16,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,8,-2,54,8,1,70,7,0.57 ,0.21 ,97,7,13,40,0.41 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1012,3/11/2024,16:00,601 ,€ 2.512 ,C,Belluno Volley,Belluno,3,0,8,7,16,13,21,15,25,19,8,2,16,6,21,9,25,11,8,6,16,9,21,9,25,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,28,19,73,14,3,30,1,0.63 ,0.27 ,67,1,3,40,0.60 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1012,3/11/2024,16:00,601 ,€ 2.512 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,7,8,13,16,15,21,19,25,2,8,6,16,9,21,11,25,6,8,9,16,9,21,14,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,6,-22,44,14,1,59,4,0.49 ,0.17 ,68,10,6,23,0.34 ,-,3,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1013,2/11/2024,15:30,324 ,€ 830 ,C,Sarlux Sarroch,Sarroch,3,0,8,6,16,12,21,16,25,18,7,8,15,16,21,18,25,19,8,5,16,8,21,13,25,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,25,23,73,9,5,39,1,0.51 ,0.26 ,68,4,4,38,0.56 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1013,2/11/2024,15:30,324 ,€ 830 ,O,Negrini CTE Acqui Terme,Acqui Terme,0,3,6,8,12,16,16,21,18,25,8,7,16,15,18,21,19,25,5,8,8,16,13,21,14,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,7,-10,53,14,.,64,7,0.38 ,0.22 ,75,5,10,34,0.45 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1014,2/11/2024,17:00,373 ,€ 599 ,C,Monge Gerbaudo Savigliano,Savigliano,3,2,8,4,14,16,20,21,21,25,8,3,16,10,21,17,25,22,3,8,9,16,14,21,17,25,8,7,16,12,21,16,25,21,5,1,0,0,0,0,15,10,75,25,6,103,15,6,87,7,0.62 ,0.38 ,126,7,11,55,0.44 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1014,2/11/2024,17:00,373 ,€ 599 ,O,CUS Cagliari,Cagliari Cus,2,3,4,8,16,14,21,20,25,21,3,8,10,16,17,21,22,25,8,3,16,9,21,14,25,17,7,8,12,16,16,21,21,25,1,5,0,0,0,0,10,15,80,27,6,103,16,6,88,6,0.57 ,0.36 ,128,12,14,63,0.49 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1015,3/11/2024,18:00,412 ,€ 598 ,C,Personal Time San Donà di Piave,San Donà di Piave,3,0,8,4,16,12,21,18,25,23,8,7,16,13,21,16,25,20,8,4,16,11,21,13,25,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,24,17,74,13,3,43,5,0.56 ,0.30 ,63,4,1,38,0.60 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,3,-,1015,3/11/2024,18:00,412 ,€ 598 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,0,3,4,8,12,16,18,21,23,25,7,8,13,16,16,21,20,25,4,8,11,16,13,21,14,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,12,-17,58,15,5,61,3,0.48 ,0.23 ,85,10,9,31,0.36 ,-,1,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1016,10/11/2024,18:00,312 ,€ 483 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,0,8,5,16,13,21,20,25,22,8,6,16,15,21,18,25,22,8,5,16,11,21,15,28,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,21,14,76,13,3,58,1,0.48 ,0.24 ,89,3,10,45,0.51 ,-,7,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1016,10/11/2024,18:00,312 ,€ 483 ,O,Belluno Volley,Belluno,0,3,5,8,13,16,20,21,22,25,6,8,15,16,18,21,22,25,5,8,11,16,15,21,26,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,18,6,72,14,1,63,4,0.48 ,0.25 ,87,6,7,41,0.47 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1017,10/11/2024,16:00,368 ,€ 791 ,C,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,2,3,6,8,12,16,17,21,18,25,5,8,10,16,13,21,16,25,8,7,16,13,21,19,25,22,8,5,16,15,21,17,25,19,5,3,0,0,0,0,12,15,70,21,11,97,14,2,89,3,0.56 ,0.24 ,145,8,14,59,0.41 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1017,10/11/2024,16:00,368 ,€ 791 ,O,Gabbiano FarmaMed Mantova,Mantova Top Team,3,2,8,6,16,12,21,17,25,18,8,5,16,10,21,13,25,16,7,8,13,16,19,21,22,25,5,8,15,16,17,21,19,25,3,5,0,0,0,0,15,12,82,30,27,105,16,2,83,2,0.49 ,0.16 ,158,10,9,66,0.42 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1018,9/11/2024,15:00,347 ,€ 965 ,C,Sarlux Sarroch,Sarroch,3,0,8,4,16,10,21,13,25,15,8,3,16,11,21,15,25,17,8,7,16,14,21,17,25,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,24,19,74,14,2,42,2,0.48 ,0.26 ,78,8,2,41,0.53 ,-,10,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1018,9/11/2024,15:00,347 ,€ 965 ,O,Monge Gerbaudo Savigliano,Savigliano,0,3,4,8,10,16,13,21,15,25,3,8,11,16,15,21,17,25,7,8,14,16,17,21,19,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,6,-22,52,10,2,60,2,0.45 ,0.28 ,86,11,10,23,0.27 ,-,2,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1019,10/11/2024,18:00,404 ,€ 383 ,C,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,0,3,8,6,16,15,20,21,20,25,6,8,12,16,16,21,19,25,8,5,14,16,17,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,11,-3,60,13,4,65,2,0.48 ,0.28 ,79,9,6,36,0.46 ,-,4,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1019,10/11/2024,18:00,404 ,€ 383 ,O,Personal Time San Donà di Piave,San Donà di Piave,3,0,6,8,15,16,21,20,25,20,8,6,16,12,21,16,25,19,5,8,16,14,21,17,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,21,21,74,9,1,47,4,0.43 ,0.28 ,78,3,4,45,0.58 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1020,10/11/2024,19:00,439 ,€ 412 ,C,The Begin Volley Ancona,Ancona The Begin,3,1,5,8,12,16,20,21,26,24,8,7,13,16,17,21,20,25,7,8,15,16,19,21,26,24,4,8,16,12,21,17,25,23,-,-,-,-,-,-,-,-,68,26,2,96,18,7,84,8,0.37 ,0.13 ,118,8,11,53,0.45 ,-,8,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,4,-,1020,10/11/2024,19:00,439 ,€ 412 ,O,CUS Cagliari,Cagliari Cus,1,3,8,5,16,12,21,20,24,26,7,8,16,13,21,17,25,20,8,7,16,15,21,19,24,26,8,4,12,16,17,21,23,25,-,-,-,-,-,-,-,-,70,32,5,97,13,7,78,9,0.50 ,0.21 ,107,15,8,52,0.49 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1021,17/11/2024,19:00,322 ,€ 677 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,3,1,7,8,16,14,21,16,25,21,8,6,16,11,21,12,25,19,7,8,12,16,13,21,19,25,8,5,16,10,21,17,25,22,-,-,-,-,-,-,-,-,68,24,10,93,17,5,71,3,0.66 ,0.38 ,103,8,3,54,0.52 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1021,17/11/2024,19:00,322 ,€ 677 ,O,Negrini CTE Acqui Terme,Acqui Terme,1,3,8,7,14,16,16,21,21,25,6,8,11,16,12,21,19,25,8,7,16,12,21,13,25,19,5,8,10,16,17,21,22,25,-,-,-,-,-,-,-,-,60,17,8,88,17,3,76,6,0.51 ,0.21 ,109,7,9,54,0.50 ,-,3,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1022,17/11/2024,18:00,542 ,€ 2.074 ,C,Belluno Volley,Belluno,1,3,8,5,15,16,18,21,21,25,8,6,16,12,21,16,25,18,8,6,16,14,21,20,23,25,8,6,16,11,21,19,25,27,-,-,-,-,-,-,-,-,67,25,7,95,18,1,76,3,0.46 ,0.26 ,120,9,11,53,0.44 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1022,17/11/2024,18:00,542 ,€ 2.074 ,O,The Begin Volley Ancona,Ancona The Begin,3,1,5,8,16,15,21,18,25,21,6,8,12,16,16,21,18,25,6,8,14,16,20,21,25,23,6,8,11,16,19,21,27,25,-,-,-,-,-,-,-,-,68,26,6,94,18,3,77,1,0.56 ,0.29 ,125,9,13,54,0.43 ,-,11,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1023,16/11/2024,18:30,344 ,€ 535 ,C,Monge Gerbaudo Savigliano,Savigliano,3,2,8,4,14,16,16,21,20,25,5,8,16,15,21,18,25,20,8,6,16,11,21,15,25,17,3,8,14,16,19,21,21,25,5,3,0,0,0,0,15,12,73,31,-1,106,19,6,79,11,0.53 ,0.30 ,129,5,14,58,0.45 ,-,9,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1023,16/11/2024,18:30,344 ,€ 535 ,O,Diavoli Rosa Brugherio,Brugherio Diavoli Rosa,2,3,4,8,16,14,21,16,25,20,8,5,15,16,18,21,20,25,6,8,11,16,15,21,17,25,8,3,16,14,21,19,25,21,3,5,0,0,0,0,12,15,73,28,1,99,20,9,87,6,0.38 ,0.21 ,120,10,9,50,0.42 ,-,14,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1024,16/11/2024,20:00,362 ,€ 313 ,C,Personal Time San Donà di Piave,San Donà di Piave,3,1,4,8,10,16,15,21,19,25,8,3,16,10,21,14,25,22,8,6,16,11,21,13,25,15,8,7,13,16,17,21,27,25,-,-,-,-,-,-,-,-,73,31,16,95,13,6,74,7,0.53 ,0.28 ,115,14,1,54,0.47 ,-,13,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1024,16/11/2024,20:00,362 ,€ 313 ,O,Sarlux Sarroch,Sarroch,1,3,8,4,16,10,21,15,25,19,3,8,10,16,14,21,22,25,6,8,11,16,13,21,15,25,7,8,16,13,21,17,25,27,-,-,-,-,-,-,-,-,58,17,.,88,14,7,82,7,0.38 ,0.15 ,123,7,13,50,0.41 ,-,1,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1025,17/11/2024,16:00,325 ,€ 575 ,C,CUS Cagliari,Cagliari Cus,3,1,8,2,16,6,21,13,25,17,7,8,15,16,16,21,21,25,8,6,16,14,21,17,25,21,8,5,15,16,21,20,25,21,-,-,-,-,-,-,-,-,76,35,19,95,10,8,74,7,0.57 ,0.19 ,114,11,6,53,0.46 ,-,15,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,5,-,1025,17/11/2024,16:00,325 ,€ 575 ,O,ErmGroup Altotevere San Giustino,San Giustino Pallavolo,1,3,2,8,6,16,13,21,17,25,8,7,16,15,21,16,25,21,6,8,14,16,17,21,21,25,5,8,16,15,20,21,21,25,-,-,-,-,-,-,-,-,61,20,.,85,11,7,85,11,0.59 ,0.27 ,107,6,15,48,0.45 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1026,24/11/2024,17:30,292 ,€ 585 ,C,Gabbiano FarmaMed Mantova,Mantova Top Team,3,1,8,7,10,16,17,21,20,25,8,7,16,13,21,17,25,20,8,6,15,16,20,21,25,23,8,6,16,12,21,15,25,17,-,-,-,-,-,-,-,-,66,27,15,94,9,6,68,6,0.57 ,0.41 ,99,7,5,54,0.55 ,-,6,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1026,24/11/2024,17:30,292 ,€ 585 ,O,CUS Cagliari,Cagliari Cus,1,3,7,8,16,10,21,17,25,20,7,8,13,16,17,21,20,25,6,8,16,15,21,20,23,25,6,8,12,16,15,21,17,25,-,-,-,-,-,-,-,-,68,22,15,86,18,5,85,6,0.66 ,0.21 ,123,10,6,58,0.47 ,-,5,,,,,,,,,,,
2024/2025,A3_Group_Bianco ,Regular_Season,1st,6,-,1027,24/11/2024,18:00,341 ,€ 547 ,C,Negrini CTE Acqui Terme,Acqui Terme,3,1,8,7,14,16,20,21,25,23,6,8,16,15,21,19,25,23,8,6,16,15,18,21,21,25,8,6,16,11,21,18,25,21,-,-,-,-,-,-,-,-,68,25,4,95,21,8,79,5,0.52 ,0.24 ,122,9,8,53,0.43 ,-,7,,,,,,,,,,,
