Season,Division,Championship,Phase,Day,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,Set Won,Set Lost,Set1_Point_Won_Part1,Set1_Point_Won_Part2,Set1_Point_Won_Part3,Set1_Point_Won,Set1_Point_Lost_Part1,Set1_Point_Lost_Part2,Set1_Point_Lost_Part3,Set1_Point_Lost,Set2_Point_Won_Part1,Set2_Point_Won_Part2,Set2_Point_Won_Part3,Set2_Point_Won,Set2_Point_Lost_Part1,Set2_Point_Lost_Part2,Set2_Point_Lost_Part3,Set2_Point_Lost,Set3_Point_Won_Part1,Set3_Point_Won_Part2,Set3_Point_Won_Part3,Set3_Point_Won,Set3_Point_Lost_Part1,Set3_Point_Lost_Part2,Set3_Point_Lost_Part3,Set3_Point_Lost,Set4_Point_Won_Part1,Set4_Point_Won_Part2,Set4_Point_Won_Part3,Set4_Point_Won,Set4_Point_Lost_Part1,Set4_Point_Lost_Part2,Set4_Point_Lost_Part3,Set4_Point_Lost,Set5_Point_Won_Part1,Set5_Point_Won_Part2,Set5_Point_Won_Part3,Set5_Point_Won,Set5_Point_Lost_Part1,Set5_Point_Lost_Part2,Set5_Point_Lost_Part3,Set5_Point_Lost,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1274,15/2/2026 ,16:00 ,270 ,€ 500 ,C,Avimecc Modica ,Modica,3,1,7,8,16,13,21,18,25,20,8,5,16,15,21,20,25,23,7,8,12,16,19,21,23,25,8,2,16,9,21,11,25,15,-,-,-,-,-,-,-,-,77,30,28,97,10,8,75,4,0.57,0.35,130,7,9,65,0.5,-,4,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1274,15/2/2026 ,16:00 ,270 ,€ 500 ,O,Viridex Sabaudia ,Sabaudia,1,3,8,7,13,16,18,21,20,25,5,8,15,16,20,21,23,25,8,7,16,12,21,19,25,23,2,8,9,16,11,21,15,25,-,-,-,-,-,-,-,-,64,21,8,84,9,4,87,8,0.4,0.16,125,12,4,51,0.41,-,9,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1275,15/2/2026 ,16:00 ,-,-,C,Green Volley Galatone ,Galatone,0,3,5,8,11,16,17,21,21,25,6,8,16,15,21,20,32,34,8,5,16,13,20,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,21,10,78,14,4,68,4,0.43,0.26,99,6,12,45,0.45,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,6,1275,15/2/2026 ,16:00 ,-,-,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,5,16,11,21,17,25,21,8,6,15,16,20,21,34,32,5,8,13,16,21,20,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,22,14,81,13,2,64,4,0.55,0.25,94,1,11,49,0.52,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1276,22/2/2026 ,18:00 ,281 ,€ 555 ,C,Avimecc Modica ,Modica,3,2,5,8,13,16,16,21,21,25,3,8,9,16,13,21,19,25,7,8,13,16,21,19,25,21,8,2,16,10,21,15,25,16,5,4,0,0,0,0,15,10,77,25,18,104,13,7,82,5,0.57,0.33,109,8,4,60,0.55,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1276,22/2/2026 ,18:00 ,281 ,€ 555 ,O,JV Gioia Del Colle ,Gioia Del Colle ,2,3,8,5,16,13,21,16,25,21,8,3,16,9,21,13,25,19,8,7,16,13,19,21,21,25,2,8,10,16,15,21,16,25,4,5,0,0,0,0,10,15,76,20,4,98,16,4,91,7,0.53,0.33,127,10,10,68,0.54,-,4,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1277,22/2/2026 ,18:00 ,331 ,€ 1.154 ,C,Aurispa DFV Lecce ,Alessano Lecce,3,1,3,8,13,16,18,21,20,25,8,5,16,13,21,18,25,23,8,6,16,15,21,20,30,28,8,4,16,12,21,16,25,20,-,-,-,-,-,-,-,-,72,21,10,94,16,3,77,6,0.65,0.3,125,9,6,57,0.46,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1277,22/2/2026 ,18:00 ,331 ,€ 1.154 ,O,Gaia Energy Napoli ,Napoli,1,3,8,3,16,13,21,18,25,20,5,8,13,16,18,21,23,25,6,8,15,16,20,21,28,30,4,8,12,16,16,21,20,25,-,-,-,-,-,-,-,-,60,19,-4,88,11,6,78,3,0.54,0.26,132,10,12,48,0.36,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1278,22/2/2026 ,19:00 ,414 ,€ 359 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,7,15,16,21,20,25,23,8,5,16,13,21,19,30,28,8,5,16,8,21,11,25,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,26,11,79,17,6,45,-,0.71,0.44,71,6,8,36,0.51,-,13,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1278,22/2/2026 ,19:00 ,414 ,€ 359 ,O,EnergyTime Campobasso ,Campobasso,0,3,7,8,16,15,20,21,23,25,5,8,13,16,19,21,28,30,5,8,8,16,11,21,11,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,11,-17,63,18,-,62,6,0.47,0.19,74,6,13,31,0.42,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1279,21/2/2026 ,17:00 ,272 ,€ 205 ,C,Viridex Sabaudia ,Sabaudia,3,2,8,5,16,9,21,13,25,17,8,7,14,16,17,21,21,25,8,4,16,11,21,17,25,23,3,8,7,16,13,21,15,25,4,5,0,0,0,0,15,13,63,26,3,101,13,5,83,6,0.53,0.24,117,11,8,46,0.39,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1279,21/2/2026 ,17:00 ,272 ,€ 205 ,O,Green Volley Galatone ,Galatone,2,3,5,8,9,16,13,21,17,25,7,8,16,14,21,17,25,21,4,8,11,16,17,21,23,25,8,3,16,7,21,13,25,15,5,4,0,0,0,0,13,15,75,26,7,103,20,6,88,5,0.56,0.31,131,14,12,61,0.47,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1280,21/2/2026 ,18:00 ,1.113 ,€ 3.494 ,C,Domotek Reggio Calabria ,Reggio Calabria,3,2,8,5,16,11,21,15,25,17,8,7,15,16,19,21,21,25,8,3,16,11,21,15,25,16,8,7,16,15,19,21,22,25,1,5,0,0,0,0,15,13,83,32,31,107,14,5,79,7,0.49,0.33,125,8,7,66,0.53,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,7,1280,21/2/2026 ,18:00 ,1.113 ,€ 3.494 ,O,Terni Volley Academy ,Terni Volley Academy,2,3,5,8,11,16,15,21,17,25,7,8,16,15,21,19,25,21,3,8,11,16,15,21,16,25,7,8,15,16,21,19,25,22,5,1,0,0,0,0,13,15,72,21,12,97,18,6,93,6,0.67,0.49,124,6,12,59,0.48,-,7,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1281,1/3/2026 ,18:00 ,1.496 ,€ 5.953 ,C,JV Gioia Del Colle ,Gioia Del Colle ,2,3,5,8,11,16,16,21,20,25,8,5,16,13,21,15,25,20,3,8,8,16,12,21,15,25,3,8,15,16,21,19,25,21,4,5,0,0,0,0,12,15,71,20,-2,98,17,4,89,7,0.53,0.36,118,10,8,59,0.5,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1281,1/3/2026 ,18:00 ,1.496 ,€ 5.953 ,O,Domotek Reggio Calabria ,Reggio Calabria,3,2,8,5,16,11,21,16,25,20,5,8,13,16,15,21,20,25,8,3,16,8,21,12,25,15,8,3,16,15,19,21,21,25,5,4,0,0,0,0,15,12,77,28,12,105,16,7,81,4,0.53,0.33,129,10,8,62,0.48,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1282,1/3/2026 ,16:00 ,1.371 ,€ 9.076 ,C,Terni Volley Academy ,Terni Volley Academy,2,3,8,5,16,14,20,21,26,24,5,8,10,16,13,21,16,25,8,7,16,14,21,18,25,21,6,8,15,16,19,21,21,25,4,5,0,0,0,0,10,15,71,23,3,99,23,4,96,1,0.47,0.24,151,8,16,57,0.38,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1282,1/3/2026 ,16:00 ,1.371 ,€ 9.076 ,O,Avimecc Modica ,Modica,3,2,5,8,14,16,21,20,24,26,8,5,16,10,21,13,25,16,7,8,14,16,18,21,21,25,8,6,16,15,21,19,25,21,5,4,0,0,0,0,15,10,78,34,13,109,13,1,76,5,0.39,0.12,141,12,10,61,0.43,-,16,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1283,1/3/2026 ,18:00 ,335 ,€ 1.160 ,C,Aurispa DFV Lecce ,Alessano Lecce,3,2,6,8,11,16,16,21,20,25,6,8,16,14,21,17,25,23,5,8,12,16,16,21,21,25,7,8,16,15,21,20,28,26,5,1,0,0,0,0,15,8,81,29,8,108,19,5,89,2,0.63,0.29,136,12,6,64,0.47,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1283,1/3/2026 ,18:00 ,335 ,€ 1.160 ,O,Viridex Sabaudia ,Sabaudia,2,3,8,6,16,11,21,16,25,20,8,6,14,16,17,21,23,25,8,5,16,12,21,16,25,21,8,7,15,16,20,21,26,28,1,5,0,0,0,0,8,15,71,21,-,108,19,2,89,5,0.51,0.28,137,8,12,63,0.46,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1284,1/3/2026 ,19:00 ,229 ,€ 199 ,C,Gaia Energy Napoli ,Napoli,0,3,3,8,11,16,15,21,17,25,7,8,14,16,17,21,20,25,3,8,9,16,17,21,21,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,12,2,60,7,3,56,3,0.45,0.21,80,8,11,28,0.35,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1284,1/3/2026 ,19:00 ,229 ,€ 199 ,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,3,16,11,21,15,25,17,8,7,16,14,21,17,25,20,8,3,16,9,21,17,25,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,23,16,73,17,3,53,3,0.74,0.43,80,4,6,46,0.58,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1285,28/2/2026 ,17:00 ,232 ,€ 359 ,C,EnergyTime Campobasso ,Campobasso,3,0,8,7,15,16,21,18,25,23,8,3,16,12,21,14,25,18,6,8,16,13,21,15,25,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,21,13,73,11,4,49,2,0.59,0.35,73,8,5,37,0.51,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,8,1285,28/2/2026 ,17:00 ,232 ,€ 359 ,O,Green Volley Galatone ,Galatone,0,3,7,8,16,15,18,21,23,25,3,8,12,16,14,21,18,25,8,6,13,16,15,21,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,10,-6,63,14,2,62,4,0.61,0.26,88,6,11,34,0.39,-,5,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1286,15/3/2026 ,18:00 ,1.327 ,€ 6.046 ,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,2,8,6,16,8,21,15,25,20,8,7,16,10,21,13,25,14,8,7,9,16,14,21,20,25,8,7,16,15,21,19,23,25,5,3,0,0,0,0,15,9,82,38,15,107,16,7,81,5,0.49,0.25,122,12,11,56,0.46,-,19,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1286,15/3/2026 ,18:00 ,1.327 ,€ 6.046 ,O,JV Gioia Del Colle ,Gioia Del Colle ,2,3,6,8,8,16,15,21,20,25,7,8,10,16,13,21,14,25,7,8,16,9,21,14,25,20,7,8,15,16,19,21,25,23,3,5,0,0,0,0,9,15,64,25,-9,94,13,5,91,8,0.52,0.23,140,13,19,48,0.34,-,11,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1287,15/3/2026 ,18:00 ,1.456 ,€ 4.526 ,C,Domotek Reggio Calabria ,Reggio Calabria,3,1,6,8,14,16,17,21,22,25,8,6,16,10,21,14,25,15,8,7,16,12,21,16,25,19,8,5,16,12,21,15,25,16,-,-,-,-,-,-,-,-,63,28,21,95,9,4,56,2,0.7,0.54,101,6,6,47,0.47,-,12,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1287,15/3/2026 ,18:00 ,1.456 ,€ 4.526 ,O,Aurispa DFV Lecce ,Alessano Lecce,1,3,8,6,16,14,21,17,25,22,6,8,10,16,14,21,15,25,7,8,12,16,16,21,19,25,5,8,12,16,15,21,16,25,-,-,-,-,-,-,-,-,60,15,-6,76,20,2,86,4,0.63,0.37,109,11,12,52,0.48,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1288,15/3/2026 ,18:00 ,260 ,€ 470 ,C,Avimecc Modica ,Modica,3,1,7,8,16,14,19,21,21,25,8,6,16,12,21,15,25,17,8,5,16,11,21,14,25,16,8,3,16,7,21,11,25,19,-,-,-,-,-,-,-,-,64,31,19,95,8,2,61,3,0.52,0.28,102,7,6,47,0.46,-,15,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1288,15/3/2026 ,18:00 ,260 ,€ 470 ,O,Gaia Energy Napoli ,Napoli,1,3,8,7,14,16,21,19,25,21,6,8,12,16,15,21,17,25,5,8,11,16,14,21,16,25,3,8,7,16,11,21,19,25,-,-,-,-,-,-,-,-,60,17,-5,78,17,3,87,2,0.69,0.26,135,12,15,51,0.38,-,6,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1289,15/3/2026 ,18:00 ,250 ,€ 157 ,C,Viridex Sabaudia ,Sabaudia,3,1,7,8,16,13,21,18,23,25,8,6,16,14,21,18,25,19,8,2,16,9,21,11,25,14,8,6,16,11,21,15,25,17,-,-,-,-,-,-,-,-,68,32,20,97,15,14,61,-,0.57,0.3,102,4,10,46,0.45,-,8,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1289,15/3/2026 ,18:00 ,250 ,€ 157 ,O,EnergyTime Campobasso ,Campobasso,1,3,8,7,13,16,18,21,25,23,6,8,14,16,18,21,19,25,2,8,9,16,11,21,14,25,6,8,11,16,15,21,17,25,-,-,-,-,-,-,-,-,54,16,-16,76,15,-,82,15,0.43,0.17,99,9,8,44,0.44,-,10,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1290,15/3/2026 ,18:00 ,-,-,C,Green Volley Galatone ,Galatone,3,1,7,8,14,16,17,21,26,24,8,7,14,16,19,21,22,25,8,6,16,14,20,21,28,26,8,5,16,15,21,17,25,23,-,-,-,-,-,-,-,-,81,25,17,100,13,5,84,2,0.56,0.37,120,12,16,54,0.45,-,22,,,,,
2025/2026,A3,Regular_Season_Group_Blu,2nd,9,1290,15/3/2026 ,18:00 ,-,-,O,Terni Volley Academy ,Terni Volley Academy,1,3,8,7,16,14,21,17,24,26,7,8,16,14,21,19,25,22,6,8,14,16,21,20,26,28,5,8,15,16,17,21,23,25,-,-,-,-,-,-,-,-,70,18,4,99,15,2,87,5,0.4,0.23,120,5,22,52,0.43,-,16,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1860,22/3/2026 ,18:00 ,-,-,C,CUS Cagliari ,Cagliari Cus,2,3,8,6,16,13,21,16,25,21,6,8,9,16,16,21,20,25,7,8,13,16,18,21,27,25,8,6,11,16,15,21,18,25,3,5,0,0,0,0,11,15,67,22,9,102,17,5,91,7,0.48,0.12,130,4,9,53,0.41,-,9,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1860,22/3/2026 ,18:00 ,-,-,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,2,6,8,13,16,16,21,21,25,8,6,16,9,21,16,25,20,8,7,16,13,21,18,25,27,6,8,16,11,21,15,25,18,5,3,0,0,0,0,15,11,88,38,28,110,19,5,85,5,0.62,0.2,141,13,9,74,0.52,-,9,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1861,21/3/2026 ,18:00 ,-,-,C,EnergyTime Campobasso ,Campobasso,2,3,8,4,16,15,21,18,25,22,6,8,10,16,12,21,15,25,8,1,16,8,21,15,25,18,7,8,16,15,21,19,24,26,3,5,0,0,0,0,13,15,73,30,-,103,23,5,86,1,0.56,0.22,126,9,15,54,0.43,-,14,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1861,21/3/2026 ,18:00 ,-,-,O,Belluno Volley ,Belluno,3,2,4,8,15,16,18,21,22,25,8,6,16,10,21,12,25,15,1,8,8,16,15,21,18,25,8,7,15,16,19,21,26,24,5,3,0,0,0,0,15,13,70,24,3,105,19,1,80,5,0.66,0.36,139,7,14,54,0.39,-,15,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1862,22/3/2026 ,18:00 ,-,-,C,Viridex Sabaudia ,Sabaudia,0,3,5,8,15,16,17,21,20,25,8,7,16,15,20,21,22,25,5,8,14,16,19,21,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,9,3,65,12,2,58,-,0.45,0.24,85,5,7,39,0.46,-,2,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1862,22/3/2026 ,18:00 ,-,-,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,3,0,8,5,16,15,21,17,25,20,7,8,15,16,21,20,25,22,8,5,16,14,21,19,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,18,12,74,16,-,53,2,0.57,0.23,88,5,2,47,0.53,-,7,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1863,22/3/2026 ,18:00 ,-,-,C,Negrini CTE Acqui Terme ,Acqui Terme,2,3,8,7,16,12,21,18,25,22,6,8,12,16,17,21,19,25,8,5,16,13,21,14,25,16,7,8,16,15,18,21,20,25,2,5,0,0,0,0,13,15,70,26,-3,102,21,6,83,8,0.53,0.33,134,16,7,55,0.41,-,9,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1863,22/3/2026 ,18:00 ,-,-,O,JV Gioia Del Colle ,Gioia Del Colle ,3,2,7,8,12,16,18,21,22,25,8,6,16,12,21,17,25,19,5,8,13,16,14,21,16,25,8,7,15,16,21,18,25,20,5,2,0,0,0,0,15,13,64,21,1,103,20,7,81,7,0.44,0.26,122,8,9,50,0.41,-,7,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1864,22/3/2026 ,19:00 ,-,-,C,Aurispa DFV Lecce ,Alessano Lecce,2,3,8,4,16,11,21,13,25,20,6,8,14,16,17,21,20,25,8,6,16,14,21,18,25,20,5,8,12,16,14,21,19,25,2,5,0,0,0,0,9,15,65,26,-2,97,15,7,84,8,0.5,0.27,99,8,7,49,0.49,-,9,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1864,22/3/2026 ,19:00 ,-,-,O,Sarlux Sarroch ,Sarroch,3,2,4,8,11,16,13,21,20,25,8,6,16,14,21,17,25,20,6,8,14,16,18,21,20,25,8,5,16,12,21,14,25,19,5,2,0,0,0,0,15,9,75,30,6,104,20,8,82,7,0.57,0.27,125,11,9,60,0.48,-,7,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1865,22/3/2026 ,18:00 ,-,-,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,3,1,8,4,16,13,21,16,25,18,8,6,16,10,21,14,25,16,5,8,14,16,17,21,22,25,8,5,16,13,21,18,25,23,-,-,-,-,-,-,-,-,81,33,37,96,17,6,78,2,0.77,0.44,130,7,9,61,0.47,-,14,,,,,
2025/2026,A3,Play_Off,8th_1st,-,1865,22/3/2026 ,18:00 ,-,-,O,Avimecc Modica ,Modica,1,3,4,8,13,16,16,21,18,25,6,8,10,16,14,21,16,25,8,5,16,14,21,17,25,22,5,8,13,16,18,21,23,25,-,-,-,-,-,-,-,-,57,20,9,83,5,2,79,7,0.49,0.27,117,10,14,46,0.39,-,9,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1866,29/3/2026 ,18:00 ,-,-,C,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,3,0,8,7,16,11,21,15,25,19,4,8,14,16,21,20,25,22,8,7,15,16,19,21,25,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,24,14,73,15,5,48,2,0.6,0.35,67,6,1,42,0.63,-,8,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1866,29/3/2026 ,18:00 ,-,-,O,CUS Cagliari ,Cagliari Cus,0,3,7,8,11,16,15,21,19,25,8,4,16,14,20,21,22,25,7,8,16,15,21,19,22,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,8,-12,65,17,2,58,7,0.57,0.24,76,3,8,37,0.49,-,1,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1867,29/3/2026 ,18:00 ,-,-,C,Belluno Volley ,Belluno,3,1,8,7,15,16,21,18,25,22,8,7,16,11,21,15,25,18,7,8,16,15,21,18,23,25,8,5,16,12,21,14,25,18,-,-,-,-,-,-,-,-,74,30,19,97,14,6,72,2,0.58,0.31,127,10,9,57,0.45,-,11,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1867,29/3/2026 ,18:00 ,-,-,O,EnergyTime Campobasso ,Campobasso,1,3,7,8,16,15,18,21,22,25,7,8,11,16,15,21,18,25,8,7,15,16,18,21,25,23,5,8,12,16,14,21,18,25,-,-,-,-,-,-,-,-,57,19,2,84,12,1,83,6,0.47,0.13,134,8,11,47,0.35,-,9,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1868,29/3/2026 ,18:00 ,-,-,C,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,3,1,8,6,16,13,21,20,25,27,6,8,11,16,20,21,27,25,8,6,16,12,21,16,25,20,8,3,15,16,21,20,25,22,-,-,-,-,-,-,-,-,75,27,15,101,17,3,77,4,0.7,0.23,106,12,9,58,0.55,-,14,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1868,29/3/2026 ,18:00 ,-,-,O,Viridex Sabaudia ,Sabaudia,1,3,6,8,13,16,20,21,27,25,8,6,16,11,21,20,25,27,6,8,12,16,16,21,20,25,3,8,16,15,20,21,22,25,-,-,-,-,-,-,-,-,63,15,5,95,18,3,84,4,0.52,0.17,111,9,14,51,0.46,-,9,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1869,29/3/2026 ,18:00 ,-,-,C,JV Gioia Del Colle ,Gioia Del Colle ,1,3,5,8,16,15,20,21,23,25,8,6,16,10,21,13,25,19,6,8,14,16,17,21,22,25,5,8,10,16,15,21,17,25,-,-,-,-,-,-,-,-,63,24,-5,88,14,2,72,9,0.54,0.47,99,5,13,52,0.53,-,9,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1869,29/3/2026 ,18:00 ,-,-,O,Negrini CTE Acqui Terme ,Acqui Terme,3,1,8,5,15,16,21,20,25,23,6,8,10,16,13,21,19,25,8,6,16,14,21,17,25,22,8,5,16,10,21,15,25,17,-,-,-,-,-,-,-,-,75,29,24,93,21,8,74,3,0.54,0.39,97,1,9,54,0.56,-,13,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1870,29/3/2026 ,17:00 ,-,-,C,Sarlux Sarroch ,Sarroch,3,1,8,3,16,9,21,13,25,15,5,8,16,14,21,17,25,22,2,8,7,16,13,21,20,25,8,5,16,11,21,16,25,20,-,-,-,-,-,-,-,-,71,34,15,94,21,8,70,5,0.5,0.29,101,8,7,55,0.54,-,8,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1870,29/3/2026 ,17:00 ,-,-,O,Aurispa DFV Lecce ,Alessano Lecce,1,3,3,8,9,16,13,21,15,25,8,5,14,16,17,21,22,25,8,2,16,7,21,13,25,20,5,8,11,16,16,21,20,25,-,-,-,-,-,-,-,-,51,23,-12,83,13,5,73,9,0.44,0.29,103,9,8,39,0.38,-,7,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1871,29/3/2026 ,17:00 ,-,-,C,Avimecc Modica ,Modica,3,2,7,8,16,15,21,18,25,20,4,8,14,16,21,20,36,38,8,5,16,15,21,18,25,22,8,6,16,15,21,19,25,23,2,5,0,0,0,0,10,15,92,22,15,118,14,4,105,8,0.5,0.18,148,10,14,72,0.49,-,16,,,,,
2025/2026,A3,Play_Off,8th_2nd,-,1871,29/3/2026 ,17:00 ,-,-,O,Gabbiano FarmaMed Mantova ,Mantova Top Team,2,3,8,7,15,16,18,21,20,25,8,4,16,14,20,21,38,36,5,8,15,16,18,21,22,25,6,8,15,16,19,21,23,25,5,2,0,0,0,0,15,10,94,27,14,119,14,8,104,5,0.52,0.23,158,13,16,72,0.46,-,14,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1872,5/4/2026 ,19:00 ,-,-,C,Negrini CTE Acqui Terme ,Acqui Terme,3,1,4,8,13,16,15,21,18,25,8,6,16,13,21,15,25,17,8,7,16,8,21,14,25,16,8,5,16,12,21,17,25,20,-,-,-,-,-,-,-,-,71,34,22,92,16,10,65,1,0.45,0.23,108,5,9,48,0.44,-,13,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1872,5/4/2026 ,19:00 ,-,-,O,BCC Tecbus Castellana Grotte ,Castellana Grotte New Mater,1,3,8,4,16,13,21,15,25,18,6,8,13,16,15,21,17,25,7,8,8,16,14,21,16,25,5,8,12,16,17,21,20,25,-,-,-,-,-,-,-,-,51,16,-11,79,14,1,76,12,0.33,0.16,107,6,13,41,0.38,-,9,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1873,4/4/2026 ,18:00 ,-,-,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,1,3,7,8,14,16,18,21,31,33,6,8,12,16,19,21,22,25,7,8,16,12,21,15,26,24,6,8,10,16,15,21,20,25,-,-,-,-,-,-,-,-,68,24,3,100,17,5,84,5,0.58,0.35,123,11,12,54,0.44,-,9,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1873,4/4/2026 ,18:00 ,-,-,O,Belluno Volley ,Belluno,3,1,8,7,16,14,21,18,33,31,8,6,16,12,21,19,25,22,8,7,12,16,15,21,24,26,8,6,16,10,21,15,25,20,-,-,-,-,-,-,-,-,78,26,19,106,22,4,83,5,0.59,0.34,128,8,9,62,0.48,-,12,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1874,4/4/2026 ,16:00 ,-,-,C,Sarlux Sarroch ,Sarroch,3,2,4,8,14,16,19,21,23,25,5,8,13,16,21,19,27,25,8,6,16,10,21,13,25,19,4,8,9,16,18,21,21,25,3,5,0,0,0,0,20,18,84,28,5,116,23,6,90,8,0.53,0.29,126,9,10,65,0.52,-,13,,,,,
2025/2026,A3,Play_Off,Quarter_1st,-,1874,4/4/2026 ,16:00 ,-,-,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,2,3,8,4,16,14,21,19,25,23,8,5,16,13,19,21,25,27,6,8,10,16,13,21,19,25,8,4,16,9,21,18,25,21,5,3,0,0,0,0,18,20,75,19,3,112,22,7,93,7,0.51,0.26,122,7,13,58,0.48,-,10,,,,,
