Division,Season,Team,Club,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
A3,2025/2026,Monge Gerbaudo Savigliano,Savigliano ,17,DUTTO Francesco,Middleblocker,1991,197,CN,ITA,-,-
A3,2025/2026,Monge Gerbaudo Savigliano,Savigliano ,18,PISTOLESI Matteo,Setter,1995,194,TO,ITA,-,-
A3,2025/2026,Monge Gerbaudo Savigliano,Savigliano ,13,PROSPERI TURRI Francesco,Libero,2001,191,FI,ITA,until 23/12/2025,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,1,VOLPARA Daniele,Libero,2009,182,AL,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,3,ARGENTA Andrea,Diagonto,1996,205,VR,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,4,GARRONE Andrea,Setter,2004,195,TO,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,5,BELLANOVA Giuseppe,Setter,2003,192,BR,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,7,DOTTA Francesco,Diagonto,2006,200,CN,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,8,GUASTAMACCHIA Francesco,Middleblocker,2003,193,VE,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,9,CARRERA Pietro,Spiker,2008,187,IM,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,11,BOTTO Iacopo,Spiker,1987,193,SP,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,12,PETRAS Michal,Spiker,1996,193,SVK,SVK,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,13,ASSALINO Giovanni,Middleblocker,2005,193,GE,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,14,ESPOSITO Davide,Middleblocker,1995,205,CN,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,16,CARPITA Daniele,Spiker,2005,190,MI,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,21,TROMBIN Filippo,Libero,2005,172,AL,ITA,-,-
A3,2025/2026,Negrini CTE Acqui Terme,Acqui Terme,45,SARASINO Filippo,Middleblocker,2006,201,TO,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,1,CAVASIN Alberto,Diagonto,2001,196,VE,ITA,from 27/12/2025,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,2,SALVADOR Alessandro,Spiker,2006,194,AO,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,3,GRESPAN Nicolò,Setter,2007,188,PN,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,6,BARBON Gioele,Diagonto,2004,200,TV,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,7,BELLUCCI Alessandro,Setter,1997,190,PU,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,8,LAZZARINI Dago Alessandro,Middleblocker,2003,197,VE,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,9,ZILIO Manuel,Middleblocker,2006,196,TV,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,10,PALUDET Federico,Libero,2003,172,PN,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,11,GARRA Filippo,Spiker,2005,198,GE,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,12,FILIPPELLI Mattia,Middleblocker,2005,200,VE,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,13,MARZORATI Manuel,Middleblocker,2001,199,BG,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,15,CUNIAL Edoardo,Spiker,2004,193,TV,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,17,ZANATTA Davide,Libero,2006,183,TV,ITA,-,-
A3,2025/2026,Personal Time San Donà di Piave,San Donà di Piave,18,FEDRICI Marco,Spiker,2006,198,TN,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,2,CURRIDORI Fabio,Setter,1998,180,PN,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,3,CAPELLI Riccardo,Spiker,2000,198,MB,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,4,LECCIS Andrea,Middleblocker,2001,190,CI,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,5,PARTENIO Pier Paolo,Setter,1993,195,MC,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,7,STABRAWA Pawel,Diagonto,1996,203,POL,POL,from 10/12/2025,-
A3,2025/2026,Sarlux Sarroch,Sarroch,8,MOCCI Simone,Libero,1999,180,CA,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,9,GIAFFREDA Francesco,Libero,2000,178,LE,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,11,MATANI Massimiliano,Middleblocker,2002,195,IM,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,12,SAIBENE Alberto,Spiker,1998,192,PD,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,13,KUBASZEK Wiktor,Spiker,2006,193,RM,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,14,ROMOLI Riccardo,Diagonto,1992,190,CA,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,15,AGRUSTI Marinfranco,Middleblocker,1999,200,BA,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,17,PISU Gabriele,Middleblocker,1991,196,CA,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,37,IANNACCONE Dario,Spiker,2001,198,RM,ITA,-,-
A3,2025/2026,Sarlux Sarroch,Sarroch,7,VASKELIS Edvinas,Diagonto,1996,194,LTU,LTU,until 27/11/2025,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,1,CANDEAGO Giovanni,Spiker,1994,190,BL,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,2,CESTER Davide,Diagonto,1997,197,TV,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,3,STRELIOTTO Luca,Middleblocker,2005,193,VI,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,4,MUNARIN Francesco,Middleblocker,2006,200,VE,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,5,MARTINEZ Ignacio,Setter,1998,182,ARG,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,6,ZAGHETTO Alberto,Spiker,2004,197,PD,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,7,MASON Tommaso,Spiker,1998,188,PD,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,8,RAMPAZZO Emanuele,Setter,2003,193,PD,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,9,MISTRETTA Andrea,Middleblocker,2002,201,TV,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,10,AMARILLI Mattia,Libero,2003,177,TV,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,11,RAMPIN Giacomo,Middleblocker,1994,200,VI,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,13,WAWRZYNCZYK Stanislaw Zbigniew,Spiker,1990,199,POL,POL,from 12/03/2026,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,15,TOSATTO Luca,Diagonto,1993,190,PD,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,19,MARTINEZ Gonzalo,Spiker,2002,187,ARG,ITA,-,-
A3,2025/2026,Sav Trebaseleghe,Trebaseleghe,24,CEOLIN Vittorio,Spiker,2002,187,VE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,2,CATELLANI Luca,Libero,1991,185,RE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,3,ANTONACI Piergiorgio,Middleblocker,1995,195,LE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,4,SCHINCAGLIA Giovanni,Setter,2000,192,FE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,5,SITTI Alessio,Setter,1996,182,CH,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,8,FLEMMA Denni,Spiker,1997,191,CB,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,10,RUSTICHELLI Matteo,Libero,1999,181,RE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,11,GALLIANI Andrea,Spiker,1988,204,MB,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,12,MALETTI Marco,Spiker,1998,195,MO,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,14,SPAGNOL Marco,Diagonto,2000,198,TV,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,17,EGWAOJE Mark Ohimai,Middleblocker,2004,193,MO,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,21,SCAGLIONI Giacomo,Middleblocker,2002,196,FE,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,22,MONTAGGIOLI Riccardo,Spiker,2004,193,MO,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,23,GRUE Riccardo,Middleblocker,2006,195,CH,ITA,-,-
A3,2025/2026,Stadium Mirandola,Mirandola,27,STORCHI Alessandro,Diagonto,2006,192,MO,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,1,MAZZONE Tiziano,Spiker,1995,199,RM,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,2,TOMMASI Federico,Spiker,2005,198,LE,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,3,BERNARDIS Francesco,Setter,2004,193,TN,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,4,RUSSO Aidan Kit,Libero,2005,178,GBR,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,5,DONATI Francesco,Libero,2001,173,VR,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,6,MARSELLA Filippo,Setter,2002,185,LE,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,7,GROTTOLI Lorenzo,Middleblocker,2000,194,RA,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,8,SANTANGELO Andrea,Diagonto,1994,200,IS,ITA,from 21/12/2025,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,9,MURABITO Edoardo,Middleblocker,2004,207,RM,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,11,ORTO Simone,Spiker,2004,189,CT,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,18,ZORNETTA Luciano,Spiker,1993,195,ARG,ARG,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,19,MELLANO Daniele,Middleblocker,2002,205,TO,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,22,QUARTA Riccardo,Diagonto,2001,197,LE,ITA,-,-
A3,2025/2026,Aurispa DFV Lecce,Alessano Lecce,8,CAVASIN Alberto,Diagonto,2001,196,VE,ITA,until 26/12/2025,-
A3,2025/2026,Avimecc Modica,Modica,1,BARRETTA Francesco,Spiker,2005,190,CE,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,2,RASO Andrea,Middleblocker,1996,193,AG,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,3,PAPPALARDO Biagio Ottaviano,Libero,2005,170,CT,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,4,BERTOZZI Lorenzo,Spiker,2002,195,PR,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,5,LUGLI Leonardo,Diagonto,1998,200,MN,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,6,PUTINI Pedro Luiz,Setter,1990,183,POR,BRA,-,-
A3,2025/2026,Avimecc Modica,Modica,7,CHILLEMI Stefano,Spiker,1999,194,RG,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,8,NASTASI Vincenzo,Libero,1995,182,TP,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,9,CIPOLLONI SAVE Alessandro,Setter,2003,180,VT,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,10,TOMASI Davide,Middleblocker,2005,195,RG,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,11,BUZZI Daniele,Middleblocker,2000,200,GE,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,13,ITALIA Gianmarco,Spiker,2007,190,SR,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,15,GAROFOLO Fabrizio,Middleblocker,1998,202,RM,ITA,-,-
A3,2025/2026,Avimecc Modica,Modica,22,MARIANO Pietronorio,Diagonto,1999,195,AV,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,1,REALE Mattia,Spiker,2007,190,KR,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,2,PASQUALI Lorenzo,Middleblocker,2000,200,AP,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,6,GUADAGNINI Federico,Libero,2004,186,BR,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,7,SANTOSTASI Davide,Libero,2007,184,BA,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,8,PAVANI Filippo,Middleblocker,2001,198,FE,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,9,CAPPADONA Stefano,Setter,2005,195,CS,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,10,CHIAPELLO Luca,Spiker,2002,200,CN,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,11,BARRETTA Gianmarco,Diagonto,2007,205,CE,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,12,PICCHI Matteo,Setter,2008,190,LI,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,13,BRUCINI Nicolas,Spiker,2004,198,BS,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,14,ORLANDO BOSCARDINI Andrea,Middleblocker,2001,205,RI,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,17,CASARO Nicolò,Diagonto,1994,199,PD,ITA,-,-
A3,2025/2026,BCC Tecbus Castellana Grotte,Castellana Grotte New Mater,18,IERVOLINO Riccardo,Spiker,2003,195,BS,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,1,DE SANTIS Saverio,Libero,1999,175,RC,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,2,MANCINELLI Matteo,Spiker,2003,194,AN,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,4,SPINELLO Thomas,Setter,2004,188,VC,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,5,GUARIENTI ZAPPOLI Enrico,Spiker,1995,194,BRA,BRA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,6,PRESTA Luca,Middleblocker,1995,202,CS,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,7,LOPETRONE Massimiliano,Libero,2002,184,CS,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,8,SAITTA Davide,Setter,1987,188,CT,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,9,MOTTA Tommaso,Diagonto,2005,195,MB,ITA,from 05/12/2025,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,10,INNOCENZI Andrea,Middleblocker,2000,203,MI,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,12,CIARAMITA Francesco,Middleblocker,2002,199,MI,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,14,LAGANÀ Domenico,Diagonto,1995,188,RC,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,23,LAZZARETTO Enrico,Spiker,1995,198,PD,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,29,RIGIROZZO Simone,Middleblocker,2006,204,RM,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,35,PARRINI Giulio,Spiker,2005,198,TO,ITA,-,-
A3,2025/2026,Domotek Reggio Calabria,Reggio Calabria,25,STABRAWA Pawel,Diagonto,1996,203,POL,POL,until 05/12/2025,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,2,VALCHINOV Kaloyan,Spiker,2004,196,BUL,BUL,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,3,CONSONNI Luca,Libero,2003,185,MI,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,4,CIAMPA Michele,Diagonto,2005,192,NA,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,6,DEL FRA Antonio,Setter,1999,190,CH,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,7,MORELLI Michele,Diagonto,1991,195,FG,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,8,ZANNI Michael,Setter,1998,193,MO,ITA,from 11/12/2025,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,9,SALVADOR Matteo,Spiker,2001,198,MB,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,10,GRAZIANI Alessandro,Spiker,1991,193,GE,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,12,RESCIGNANO Gianmarco,Spiker,1995,186,BN,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,13,ARIENTI Alessandro,Middleblocker,1993,195,FC,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,17,BARTOLINI Diego,Middleblocker,2005,198,PG,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,21,ARETZ Riccardo,Middleblocker,2006,195,MB,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,27,DE NIGRIS Mario,Libero,2006,176,CB,ITA,-,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,41,COMETTI Nilo,Middleblocker,2008,198,CT,ITA,from 12/09/2025,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,5,MELATO Pietro,Setter,2004,190,TO,ITA,until 06/01/2026,-
A3,2025/2026,EnergyTime Campobasso,Campobasso,1,DIANA Stefano,Middleblocker,1997,198,IS,ITA,until 12/09/2025,-
A3,2025/2026,Gaia Energy Napoli,Napoli,1,SAAR Kevin,Spiker,1995,191,EST,EST,from 15/01/2026,-
A3,2025/2026,Gaia Energy Napoli,Napoli,3,SACCONE Giuseppe,Middleblocker,1986,196,NA,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,4,DIDONATO Michele,Setter,2006,190,BT,ITA,from 15/11/2025,-
A3,2025/2026,Gaia Energy Napoli,Napoli,6,RUSSO Giacomo,Middleblocker,2005,200,NA,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,7,STARACE Simone,Spiker,1999,195,SA,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,8,PIAZZA Lorenzo,Setter,1992,182,PE,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,9,FERRI Stefano,Diagonto,2000,200,PU,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,10,ARDITO Francesco,Libero,1987,180,NA,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,11,LANCIANI Filippo,Middleblocker,2000,200,MC,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,12,SCITA Elia,Spiker,2002,196,PR,ITA,from 15/11/2025,-
A3,2025/2026,Gaia Energy Napoli,Napoli,14,ROMANO Luca,Spiker,2007,202,MI,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,18,VOLPE Andrea,Libero,2008,180,NA,ITA,-,-
A3,2025/2026,Gaia Energy Napoli,Napoli,20,ARGUELLES SANCHEZ Edwin,Diagonto,2003,199,CUB,ITA,from 23/12/2025,-
A3,2025/2026,Gaia Energy Napoli,Napoli,29,DARMOIS Arthur,Spiker,1992,198,FRA,FRA,until 04/01/2026,-
A3,2025/2026,Gaia Energy Napoli,Napoli,2,BALESTRA Giovanni,Setter,1988,181,NA,ITA,until 04/12/2025,-
A3,2025/2026,Gaia Energy Napoli,Napoli,20,VESPERO Gaetano,Diagonto,1981,192,NA,ITA,until 04/12/2025,-
A3,2025/2026,Green Volley Galatone,Galatone,1,DE GIORGI Francesco,Setter,2005,180,VV,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,2,GIULIANI Ludovico,Spiker,1998,182,MC,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,5,MUSARDO Donato,Middleblocker,1986,198,LE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,6,DE COL Andrea,Middleblocker,2003,203,BL,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,7,PADURA DIAZ Williams,Diagonto,1986,200,CUB,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,8,BARONE Valerio,Libero,1992,186,LE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,10,ALOISI Luciano Mario,Setter,2002,186,ARG,ITA,from 07/12/2025,-
A3,2025/2026,Green Volley Galatone,Galatone,11,PASSARI Luciano,Diagonto,2006,200,ME,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,12,COLACI Raffaele,Spiker,2007,197,LE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,13,CACIAGLI Lorenzo,Middleblocker,2000,197,RE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,14,MUSCATELLO Andrea,Libero,2008,178,LE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,16,FRAGE RUBIN Daniel,Spiker,2006,200,ISR,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,17,MIRAGLIA Federico,Middleblocker,2005,202,LE,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,18,PROSPERI TURRI Francesco,Libero,2001,191,FI,ITA,from 30/12/2025,-
A3,2025/2026,Green Volley Galatone,Galatone,23,CREMONI Gianluca,Spiker,2007,200,LI,ITA,-,-
A3,2025/2026,Green Volley Galatone,Galatone,9,KINDGARD Martin Alberto,Setter,1986,193,ARG,ITA,until 05/12/2025,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,3,MARIANO Romolo,Spiker,1991,190,BG,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,5,MARRA Alberto,Middleblocker,1998,205,LE,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,6,FRUMUSELU Cristian,Middleblocker,1997,207,ROU,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,7,SETTE Felice,Spiker,1996,187,BA,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,8,LONGO Giuseppe,Setter,1998,188,BA,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,9,MILAN Sebastiano,Spiker,1995,203,TV,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,10,PARIS Matteo,Setter,1983,188,RM,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,11,PERSOGLIA Sandi,Middleblocker,1995,200,GO,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,13,CHINELLO Alessandro,Diagonto,2006,197,PD,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,14,PIERRI Francesco,Libero,1999,180,LE,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,15,CARTA Leonardo,Spiker,2003,190,SS,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,18,SABBI Giulio,Diagonto,1989,201,RM,ITA,from 28/11/2025,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,33,UTRO Vincenzo,Libero,1996,180,PA,ITA,-,-
A3,2025/2026,JV Gioia Del Colle,Gioia Del Colle ,1,SANTANGELO Andrea,Diagonto,1994,200,IS,ITA,until 20/12/2025,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,1,TROIANI Tommaso,Setter,1995,178,TR,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,2,TRAPPETTI Francesco,Libero,1992,170,TR,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,3,BROCCATELLI Vittorio,Libero,2005,180,PG,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,5,GIACOMINI Francesco,Middleblocker,2005,202,MC,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,6,PICARDO Antonio,Middleblocker,1996,197,IS,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,7,MARTINEZ Javier,Spiker,1995,190,ARG,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,8,BIASOTTO Manuel,Middleblocker,2001,204,GE,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,10,CIUPA Lukasz Gregorz,Spiker,1990,194,POL,POL,from 16/01/2026,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,13,CAPOROSSI Umberto,Spiker,2006,195,VT,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,15,HRISTOV Hristo,Spiker,2006,180,BUL,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,17,BONTEMPO Lorenzo,Spiker,2007,196,TR,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,19,MUGNOLO Mauro,Diagonto,1993,200,IS,ITA,from 30/12/2025,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,45,CATINELLI GUGLIELMINETTI Mario,Setter,2000,190,RM,ITA,-,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,9,IOVIENO Cristian,Diagonto,2002,200,PG,ITA,until 29/12/2025,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,10,DARLACZI Ovidiu,Spiker,1999,202,ROU,ROU,from 21/11/2025 to 23/12/2025,-
A3,2025/2026,Terni Volley Academy,Terni Volley Academy,12,DI GIUNTA Andrea,Diagonto,2005,200,CT,ITA,until 21/11/2025,-
A3,2025/2026,Viridex Sabaudia,Sabaudia,3,STUFANO Alessandro,Middleblocker,2002,198,BA,ITA,-,-
A3,2025/2026,Viridex Sabaudia,Sabaudia,5,MARIANI Gabriele,Setter,2005,193,PI,ITA,-,-
A3,2025/2026,Viridex Sabaudia,Sabaudia,6,PANCIOCCO Marco Rocco,Spiker,1999,200,RM,ITA,-,-
A3,2025/2026,Viridex Sabaudia,Sabaudia,7,PILOTTO Enrico,Middleblocker,1998,198,PD,ITA,-,-
A3,2025/2026,Viridex Sabaudia,Sabaudia,10,SCHETTINO Stefano,Setter,1993,180,LT,ITA,from 20/12/2025,-
