Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,C,Belluno Volley ,Belluno,18,Loglisci Gianluca,-,-,-,3,4,4 ,1,1,13,3,2,19,4,1,14,-,0.86 ,0.43 ,22,1,3,11,0.50 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,2,Curridori Fabio,-,-,-,-,-,*,*,-,-,-,-1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,3,Capelli Riccardo,-,-,-,4,6,4 ,4,5,21,5,7,19,8,-,42,2,0.62 ,0.21 ,38,-,1,19,0.50 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,4,Leccis Andrea,-,-,-,5,1,5 ,5,6,9,2,4,11,-,-,1,-,-,-,11,-,1,7,0.64 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,5,Partenio Pier Paolo,-,-,-,6,2,6 ,6,1,3,2,-,17,1,-,-,-,-,-,-,-,-,-,-,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,7,Stabrawa Pawel,-,-,-,3,5,3 ,3,4,29,3,14,16,5,-,-,-,-,-,54,1,6,26,0.48 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,8,Mocci Simone,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,21,1,0.71 ,0.24 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,9,Giaffreda Francesco,L,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,11,Matani Massimiliano,-,-,-,*,*,*,*,3,2,-,-2,12,3,-,-,-,-,-,2,-,-,2,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,12,Saibene Alberto,-,-,-,1,3,1 ,1,2,22,5,12,19,6,1,32,1,0.44 ,0.31 ,32,1,1,20,0.63 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,13,Kubaszek Wiktor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,14,Romoli Riccardo,-,-,-,-,-,-,*,-,1,1,1,-,-,-,-,-,-,-,4,-,-,1,0.25 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,15,Agrusti Marinfranco,-,-,-,2,4,2 ,2,-,2,-,-10,18,2,-,-,-,-,-,11,-,3,2,0.18 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,17,Pisu Gabriele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1049,14/12/2025 ,19:00 ,561 ,€ 2.382 ,O,Sarlux Sarroch ,Sarroch,37,Iannaccone Dario,-,-,-,-,-,-,*,*,-,-,-,-,-,-,2,-,0.50 ,0.50 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,1,Baciocco Leonardo,-,-,-,3,3,3 ,3,-,11,3,-5,15,4,-,25,3,0.64 ,0.32 ,28,5,3,11,0.39 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,3,Cremonesi Michele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,4,El Moudden Omar,L,-,-,*,*,*,*,-,-,-,-6,-,-,-,32,6,0.38 ,0.13 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,5,Baldazzi Alberto,-,-,-,2,2,2 ,2,-,11,7,4,13,4,1,-,-,-,-,24,1,-,5,0.21 ,-,5,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,6,Simoni Francesco,-,-,-,1,4,4 ,4,-,7,3,-,12,2,-,-,-,-,-,4,-,-,3,0.75 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,7,Andriola Francesco,-,-,-,4,1,1 ,1,-,8,1,-1,12,-,-,1,-,-,-,10,-,2,5,0.50 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,9,Pinali Roberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,11,Sommavilla Riccardo,L,-,-,-,-,-,*,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,14,Guerriero Filippo,-,-,-,5,5,5 ,5,-,1,-,-2,12,1,-,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,15,Zanini Matteo,-,-,-,*,-,-,*,-,1,1,-,3,-,1,1,1,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,16,Gola Edoardo,-,-,-,-,-,*,*,-,1,-,-2,1,1,-,9,2,0.44 ,0.33 ,2,-,-,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,17,Selleri Giacomo,-,-,-,*,-,-,*,-,-,-,-3,3,2,-,-,-,-,-,1,1,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,19,Toajari Ludovico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,C,Gabbiano FarmaMed Mantova ,Mantova Top Team,24,Maiocchi Matteo,-,-,-,6,6,6 ,6,-,24,8,9,13,3,1,12,2,0.33 ,0.25 ,41,4,-,19,0.46 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,1,Tesone Vitale,-,-,-,*,-,*,*,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,2,Cipriani Nico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,3,Biffi Jacopo,-,-,-,2,1,2 ,1,-,2,1,-4,13,3,-,-,-,-,-,5,-,-,1,0.20 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,5,Marzolla Simone,-,-,-,5,4,5 ,4,-,18,7,5,16,-,3,-,-,-,-,38,1,7,14,0.37 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,7,Favaro Gioele,-,-,-,6,5,*,-,-,4,-,-5,5,2,-,14,1,0.36 ,0.14 ,14,1,3,4,0.29 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,8,Chiella Leonardo,L,-,-,*,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,9,Procelli Flavio,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,10,Alpini Matteo,-,-,-,3,2,6 ,5,-,16,7,-,20,3,4,30,1,0.47 ,0.30 ,34,5,3,12,0.35 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,11,Compagnoni Mirco,-,-,-,1,6,1 ,6,-,11,5,7,11,1,2,1,-,-,-,11,-,1,8,0.73 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,12,Marra Davide,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,13,Pochini Filippo,L,-,-,*,*,*,*,-,-,-,-,-,-,-,12,-,0.50 ,0.17 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,14,Cappelletti Niccolò,-,-,-,*,*,3 ,2,-,7,5,1,14,2,4,10,2,0.30 ,0.10 ,8,-,2,3,0.38 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1050,13/12/2025 ,17:00 ,226 ,€ 426 ,O,ErmGroup Altotevere San Giustino ,San Giustino Pallavolo,17,Quarta Augusto,-,-,-,4,3,4 ,3,-,8,4,4,11,1,-,-,-,-,-,13,-,1,6,0.46 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,1,Ballan Riccardo,-,-,-,2,2,5 ,-,-,5,2,-,13,1,-,1,-,1.00 ,-,5,-,-,4,0.80 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,3,Quaranta Ambrogio,-,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,4,Schiro Andrea,-,-,-,4,4,1 ,-,-,19,5,10,12,2,1,8,-,0.50 ,0.50 ,33,-,5,17,0.52 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,5,Guiotto Giacomo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,6,Sacripanti Mauro,-,-,-,1,1,4 ,-,-,11,1,5,10,1,-,29,1,0.66 ,0.41 ,18,-,-,10,0.56 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,7,Carlevaris Andrea,-,-,-,*,*,*,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,8,Rainero Lorenzo,-,-,-,*,*,*,-,-,-,-,-3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,9,Galaverna Andrea,L,-,-,*,*,*,-,-,-,-,-2,-,-,-,25,2,0.64 ,0.40 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,10,Rabbia Paolo,L,-,-,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,11,Rossato Luca,-,-,-,6,6,3 ,-,-,15,1,1,11,3,-,6,-,0.83 ,0.33 ,28,3,3,14,0.50 ,-,1,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,14,Girotto Roberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,15,Prosperi Turri Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,16,Bonola Paolo,-,-,-,5,5,2 ,-,-,4,3,-1,11,-,-,1,-,-,-,4,-,-,2,0.50 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,C,Monge Gerbaudo Savigliano ,Savigliano ,18,Pistolesi Matteo,-,-,-,3,3,6 ,-,-,1,-,-1,13,-,-,-,-,-,-,1,-,-,1,1.00 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,2,Catellani Luca,L,-,-,*,*,*,-,-,-,-,-,-,-,-,24,-,0.46 ,0.25 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,3,Antonaci Piergiorgio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,4,Schincaglia Giovanni,-,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,5,Sitti Alessio,-,-,-,1,2,1 ,-,-,1,1,-2,16,2,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,8,Flemma Denni,-,-,-,5,6,5 ,-,-,11,5,3,16,2,1,19,1,0.53 ,0.32 ,24,2,-,8,0.33 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,10,Rustichelli Matteo,-,-,-,*,*,*,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,11,Galliani Andrea,L,-,-,*,*,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,12,Maletti Marco,-,-,-,2,3,2 ,-,-,21,5,12,16,2,-,24,-,0.50 ,0.33 ,31,3,2,19,0.61 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,14,Spagnol Marco,-,-,-,4,5,4 ,-,-,23,6,10,15,3,-,-,-,-,-,41,2,4,23,0.56 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,17,Egwaoje Mark Ohimai,-,-,-,3,-,-,-,-,1,-,-2,3,-,-,-,-,-,-,2,-,-,1,0.50 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,21,Scaglioni Giacomo,-,-,-,6,4,3 ,-,-,10,5,4,8,2,-,-,-,-,-,10,-,-,8,0.80 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,22,Montaggioli Riccardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1051,13/12/2025 ,18:30 ,265 ,€ 268 ,O,Stadium Mirandola ,Mirandola,23,Grue Riccardo,-,-,-,-,1,6 ,-,-,4,2,2,4,-,-,-,-,-,-,2,-,-,2,1.00 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,3,Agapitos Nicola,-,-,-,3,3,3 ,-,-,7,3,-,10,-,-,19,2,0.74 ,0.26 ,15,-,2,7,0.47 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,4,Zanettin Ivan,-,-,-,*,-,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,6,Menicali Michael,-,-,-,1,1,1 ,-,-,7,3,2,14,-,-,-,-,-,-,7,1,-,3,0.43 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,8,Biasotto Morgan,-,-,-,5,5,5 ,-,-,23,4,16,9,1,-,-,-,-,-,37,3,1,20,0.54 ,-,3,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,9,Enna Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,10,Muccione Riccardo,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,12,Luisetto Michele,-,-,-,4,4,4 ,-,-,14,4,9,22,1,1,4,-,0.75 ,0.25 ,11,-,1,9,0.82 ,-,4,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,14,Sciarretti Gabriele,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,16,Basso Lorenzo Antonio,L,-,-,*,*,*,-,-,-,-,-3,-,-,-,18,3,0.61 ,0.39 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,17,Gozzo Stefano,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,18,Truocchio Ranieri,-,-,-,6,6,6 ,-,-,7,3,-5,7,1,-,21,3,0.24 ,0.05 ,16,2,2,5,0.31 ,-,2,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,22,Soru Francesco,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,25,Galiazzo Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,C,CUS Cagliari ,Cagliari Cus,88,Folguera Estruga Xavier,-,-,-,2,2,2 ,-,-,2,1,-,12,1,-,-,-,-,-,3,-,-,2,0.67 ,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,2,Salvador Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,A3,Regular_Season_Group_Bianco,1st,9 ,,1052,13/12/2025 ,17:00 ,300 ,€ 228 ,O,Personal Time San Donà di Piave ,San Donà di Piave,3,Grespan Nicolò,-,-,-,-,-,*,-,-,-,-,-1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
