Season,Division,Championship,Phase,Day,Game,Match No,DMY,Time,Spettatori,Incasso,Casa/Ospite,Team,Club,P.No,Name,Libero,C,Voto,Set1,Set2,Set3,Set4,Set5,Point_Tot,Point_BP,Point_VP,Service_N,Service_Err,Service_Pt,Reception_N,Reception_Err,Reception_Pos%,Reception_Prf%,Spike_N,Spike_Err,Spike_Blocked,Spike_Pt,Spike_Pt%,Block_Invasion,Block_Pt,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,130,25/2/2026 ,20:30 ,1.389 ,€ 9.131 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,14,Colasanti Giulio,-,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,130,25/2/2026 ,20:30 ,1.389 ,€ 9.131 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,15,Stefanovic Aleksandar,-,-,-,6,3,2 ,-,-,4,1,2,8,1,-,3,-,0.33 ,-,6,-,1,3,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,130,25/2/2026 ,20:30 ,1.389 ,€ 9.131 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,17,Baranowicz Michele,-,-,-,1,4,3 ,-,-,-,-,-2,7,-,-,1,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,130,25/2/2026 ,20:30 ,1.389 ,€ 9.131 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,18,Feral Nathan,-,-,-,4,1,*,-,-,5,3,-1,4,-,1,1,-,-,-,15,3,2,3,0.20 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,130,25/2/2026 ,20:30 ,1.389 ,€ 9.131 ,O,MA Acqua S.Bernardo Cuneo ,Cuneo,77,Cattaneo Claudio,-,-,-,*,*,1 ,-,-,3,-,-1,9,-,-,10,1,0.50 ,0.30 ,8,1,-,3,0.38 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,3,Massari Jacopo,-,-,-,-,*,-,-,-,-,-,-1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,4,Perry Luke,L,-,-,*,*,*,*,-,-,-,-3,-,-,-,20,3,0.45 ,0.30 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,5,Mati Pardo,-,-,-,1,6,1 ,3,-,8,5,-7,17,4,2,-,-,-,-,8,3,1,2,0.25 ,-,4,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,6,Sanguinetti Giovanni,-,-,-,4,3,4 ,6,-,11,5,4,16,4,2,1,-,1.00 ,1.00 ,11,-,-,7,0.64 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,7,Federici Filippo,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,8,Tizi-Oualou Amir,-,-,-,5,4,5 ,1,-,4,3,-2,14,3,1,-,-,-,-,3,-,-,3,1.00 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,9,Davyskiba Vlad,-,-,-,6,5,6 ,2,-,13,4,3,15,5,-,29,4,0.45 ,0.24 ,21,-,1,13,0.62 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,10,Tauletta Luca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,11,Porro Luca,-,-,-,3,2,3 ,5,-,15,5,2,16,6,2,17,1,0.47 ,0.41 ,25,2,2,12,0.48 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,19,Buchegger Paul,-,-,-,2,1,2 ,4,-,13,4,3,16,5,2,-,-,-,-,20,3,-,9,0.45 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,20,Bento Arthur,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,21,Denina Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,24,Ikhbayri Ahmed,-,-,-,-,*,-,-,-,1,1,1,2,-,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,C,Valsa Group Modena ,Modena,77,Giraudo Matias,-,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,2,Cortesia Lorenzo,-,-,-,-,*,6 ,1,-,4,2,-5,12,6,-,2,-,1.00 ,1.00 ,5,-,-,3,0.60 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,3,Valbusa Marco,-,-,-,-,-,-,*,-,-,-,-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,4,Gironi Fabrizio,-,-,-,4,5,4 ,5,-,13,4,-7,14,8,2,4,3,-,-,24,1,2,10,0.42 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,5,Planinsic Uros,-,-,-,1,2,1 ,2,-,-,-,-2,15,1,-,1,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,6,D'Amico Francesco,L,-,-,*,*,*,*,-,-,-,-1,-,-,-,23,1,0.30 ,0.09 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,10,Sani Francesco,-,-,-,2,3,2 ,3,-,19,7,6,22,4,3,14,2,0.43 ,0.21 ,27,1,3,16,0.59 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,11,Christenson Micah,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,15,Bonisoli Pietro,-,-,-,-,-,-,*,-,-,-,-1,-,-,-,2,1,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,16,Glatz Lukas,-,-,-,-,*,5 ,6,-,5,-,-1,7,3,-,14,1,0.36 ,0.21 ,13,-,1,5,0.38 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,17,Vitelli Marco,-,-,-,6,1,-,-,-,-,-,-7,5,3,-,-,-,-,-,3,-,1,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,19,Mozic Rok,-,-,-,5,6,-,-,-,4,-,2,6,-,-,6,2,0.17 ,-,7,-,-,4,0.57 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,131,25/2/2026 ,20:30 ,3.890 ,€ 57.646 ,O,Rana Verona ,Verona,29,Nedeljkovic Aleksandar,-,-,-,3,4,3 ,4,-,11,5,-,13,2,1,3,1,-,-,11,1,2,8,0.73 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,1,Gardini Davide,-,-,-,4,4,5 ,5,6,17,9,-3,20,3,2,29,2,0.48 ,0.17 ,36,5,5,14,0.39 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,3,Zoppellari Francesco,-,-,-,*,*,1 ,1,2,1,1,1,8,-,-,1,-,-,-,1,-,-,-,-,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,4,Diez Benjamin,L,-,-,*,*,*,*,*,-,-,-1,-,-,-,21,1,0.43 ,0.14 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,5,Stefani Tommaso,-,-,-,3,3,-,-,*,6,2,-3,6,2,-,-,-,-,-,12,2,1,5,0.42 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,7,Polo Alberto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,8,Nachev Boris Biserov,-,-,-,2,2,3 ,3,4,8,2,3,24,1,1,2,-,0.50 ,0.50 ,8,-,-,6,0.75 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,9,Toscani Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,10,Todorovic Vuk,-,-,-,6,6,-,-,*,-,-,-2,2,1,-,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,12,Bergamasco Francesco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,14,Orioli Mattia,-,-,-,1,1,2 ,-,-,4,2,-2,6,1,-,14,1,0.29 ,0.14 ,13,1,2,3,0.23 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,18,Truocchio Andrea,-,-,-,5,5,6 ,6,1,11,1,2,14,3,-,-,-,-,-,13,-,1,10,0.77 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,20,Mc Raven DiAeris Taila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,22,Masulovic Veljko,-,-,-,*,*,4 ,4,5,11,6,2,14,4,3,1,1,-,-,19,2,1,8,0.42 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,C,Sonepar Padova ,Padova,24,Held Tim,-,-,-,*,-,*,2,3,14,3,4,8,5,-,14,1,0.57 ,0.29 ,18,2,-,13,0.72 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,5,Porro Paolo,-,-,-,5,6,6 ,6,3,5,3,-3,17,4,1,-,-,-,-,3,-,1,1,0.33 ,-,3,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,6,Leon Henri Emmanuel,-,-,-,2,3,3 ,3,6,17,4,12,13,1,1,-,-,-,-,31,1,3,15,0.48 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,8,Pace Domenico,L,-,-,*,*,*,*,*,-,-,-3,-,-,-,17,3,0.47 ,0.06 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,9,Mandiraci Ramazan Efe,-,-,-,6,1,1 ,1,4,20,7,9,12,4,1,27,3,0.37 ,0.11 ,31,2,1,18,0.58 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,14,Travica Dragan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,15,Andringa Robbert,-,-,-,-,-,*,*,*,-,-,-1,1,-,-,2,-,1.00 ,0.50 ,1,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,20,Bergmann Lukas Felipe,-,-,-,-,*,-,4,1,6,-,2,6,1,-,14,-,0.50 ,0.36 ,12,2,-,6,0.50 ,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,21,Iyegbekedo Daniel,-,-,-,4,5,5 ,*,*,9,2,2,5,2,-,1,-,-,-,11,1,-,7,0.64 ,-,2,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,22,Gutierrez Josè Miguel,-,-,-,3,4,4 ,-,-,6,3,-9,19,6,1,16,1,0.44 ,0.13 ,14,2,2,4,0.29 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,23,Bovolenta Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,27,Loreti Luca,-,-,-,*,*,*,*,*,-,-,-1,14,1,-,1,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,29,Fraleone Luca,-,-,-,1,2,2 ,2,5,4,1,-,14,3,1,2,-,1.00 ,0.50 ,3,-,-,2,0.67 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,31,Seddik Joris,-,-,-,*,*,*,5,2,4,4,-,4,1,1,2,-,1.00 ,0.50 ,4,-,-,2,0.50 ,-,1,,,,,,,,
2025/2026,SuperLega,Regular_Season,2nd,11,,132,25/2/2026 ,20:30 ,2.116 ,€ 9.047 ,O,Gas Sales Bluenergy Piacenza ,Piacenza,32,Bozzetti Manuel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,2,Bristot Alessandro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,3,Pesaresi Nicola,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,5,Michieletto Alessandro,-,-,-,4,4,4 ,-,-,15,6,12,15,1,3,10,1,0.60 ,0.30 ,22,1,-,12,0.55 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,6,Sbertoli Riccardo,-,-,-,6,6,6 ,-,-,2,1,-2,9,2,-,1,-,-,-,3,-,-,2,0.67 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,7,Ramon Jordi,-,-,-,1,1,1 ,-,-,9,5,-2,14,2,2,13,3,0.38 ,0.08 ,16,1,2,5,0.31 ,-,2,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,10,Garcia Fernandez Gabi,-,-,-,*,-,-,-,-,1,1,1,2,-,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,11,Faure Theo,-,-,-,3,3,3 ,-,-,10,4,6,12,3,-,-,-,-,-,13,-,1,9,0.69 ,-,1,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,12,Giani Andrea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,13,Laurenzano Gabriele,L,-,-,*,*,*,-,-,-,-,-1,-,-,-,18,1,0.44 ,0.17 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,17,Sandu Leonardo Gabriel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,22,Bartha Bela,-,-,-,5,5,5 ,-,-,8,5,2,10,1,3,-,-,-,-,8,1,-,5,0.63 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,23,Resende Gualberto Flavio,-,-,-,2,2,2 ,-,-,10,2,4,12,2,-,1,-,-,-,8,-,-,7,0.88 ,-,3,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,26,Acquarone Alessandro,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,C,Itas Trentino ,Trento ,33,Torwie Simon Valentin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,1,Velichkov Zhasmin,-,-,-,-,*,3 ,-,-,-,-,-2,2,-,-,5,-,0.20 ,0.20 ,7,1,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,2,Frascio Diego,-,-,-,*,-,-,-,-,-,-,-1,-,-,-,-,-,-,-,5,-,1,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,4,Atanasov Martin,-,-,-,4,3,*,-,-,2,-,-1,6,1,-,12,-,0.58 ,0.33 ,7,1,1,2,0.29 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,6,Rohrs Erik,-,-,-,1,6,6 ,-,-,11,2,2,7,1,1,20,2,0.45 ,0.20 ,20,1,4,10,0.50 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,7,Marttila Luka,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,8,Ciampi Lorenzo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,9,Knipe Aidan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,10,Scanferla Leonardo,L,-,-,*,*,*,-,-,-,-,-6,-,-,-,19,6,0.21 ,0.05 ,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,11,Larizza Jacopo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,13,Beretta Thomas,-,-,-,5,4,4 ,-,-,9,2,1,7,2,-,2,-,0.50 ,-,9,1,-,7,0.78 ,-,2,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,14,Padar Krisztian,-,-,-,3,2,2 ,-,-,8,3,-,12,2,1,4,1,0.25 ,-,24,4,1,6,0.25 ,-,1,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,17,Zimmermann Jan,-,-,-,6,5,5 ,-,-,2,-,-1,8,2,-,1,1,-,-,2,-,-,2,1.00 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,18,Mosca Leandro,-,-,-,2,1,1 ,-,-,5,1,1,10,1,1,-,-,-,-,8,-,-,4,0.50 ,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2001,29/12/2025 ,20:30 ,3.421 ,€ 27.508 ,O,Vero Volley Monza ,Monza,29,Pisoni Alessandro,L,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2002,30/12/2025 ,19:30 ,2.567 ,€ 23.298 ,C,Gas Sales Bluenergy Piacenza ,Piacenza,5,Porro Paolo,-,-,-,2,2,2 ,2,-,1,1,-1,21,1,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
2025/2026,SuperLega,Coppa_Italia,Quarter,-,,2002,30/12/2025 ,19:30 ,2.567 ,€ 23.298 ,C,Gas Sales Bluenergy Piacenza ,Piacenza,6,Leon Henri Emmanuel,-,-,-,*,*,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
