Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2001/2002,A1,Caffè Sesso Reggio Calabria,9,GALASTRI ELISA,Middleblocker,1978,183,ITA,-
2001/2002,A1,Caffè Sesso Reggio Calabria,10,PETKOVA ILIYANA,Spiker,1977,191,BUL,-
2001/2002,A1,Caffè Sesso Reggio Calabria,10,GLIGOROVIC BILJANA,Setter,1982,182,CRO,until 21/11/2001
2001/2002,A1,Caffè Sesso Reggio Calabria,11,OSMOKROVIC NATASA,Spiker,1976,182,CRO,until 21/11/2001
2001/2002,A1,Caffè Sesso Reggio Calabria,12,ROMANÒ MARIA DEL ROSARIO,Middleblocker,1976,182,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,1,ROMANÒ MARIA PIA,Middleblocker,1976,180,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,2,SISCOVICH INGRID,Libero,1980,184,CRO,from 24/11/2001
2001/2002,A1,Cerdisa Reggio Emilia,2,MENCHINELLI LENNI,Libero,1976,172,ITA,until 08/11/2001
2001/2002,A1,Cerdisa Reggio Emilia,3,GIOLI SIMONA,Middleblocker,1977,185,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,4,GIOGOLI FRANCESCA,Setter,1983,174,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,6,DE TASSIS ANA PAULA,Spiker,1965,179,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,7,CRUSOE CELINA,Setter,1974,178,ARG,from 01/02/2002
2001/2002,A1,Cerdisa Reggio Emilia,8,ZANOLLA EMMA,Spiker,1982,180,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,10,BECCARIA VANIA,Spiker,1973,194,ITA,-
2001/2002,A1,Cerdisa Reggio Emilia,11,BORGHI JULIETA,Spiker,1982,190,ARG,-
2001/2002,A1,Cerdisa Reggio Emilia,12,NIKOLIC JELENA,Spiker,1982,192,SCG,-
2001/2002,A1,Cerdisa Reggio Emilia,14,KATIA ANDREA MONTEIRO,Setter,1973,172,BRA,-
2001/2002,A1,Cerdisa Reggio Emilia,15,PACCAGNELLA STEFANIA,Middleblocker,1973,184,ITA,-
2001/2002,A1,Despar Colussi Perugia,1,GOLUBOVIC MIRA,Middleblocker,1976,188,SCG,-
2001/2002,A1,Despar Colussi Perugia,2,CROCE PAOLA,Libero,1978,167,ITA,-
2001/2002,A1,Despar Colussi Perugia,3,SWIENIEWICZ DOROTA,Spiker,1972,180,POL,-
2001/2002,A1,Despar Colussi Perugia,4,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2001/2002,A1,Despar Colussi Perugia,5,BORICIC ALEXANDRA,Spiker,1977,193,SCG,-
2001/2002,A1,Despar Colussi Perugia,6,ARCANGELI CHIARA,Spiker,1983,165,ITA,from 10/04/2002
2001/2002,A1,Despar Colussi Perugia,7,KIRILLOVA IRINA,Setter,1965,180,CRO,from 22/11/2001
2001/2002,A1,Despar Colussi Perugia,8,ZEPPOLONI ELISA,Spiker,1982,180,ITA,-
2001/2002,A1,Despar Colussi Perugia,9,GILIOLI ELISABETTA,Spiker,1975,180,ITA,-
2001/2002,A1,Despar Colussi Perugia,10,ZANOTTI BEATRICE,Middleblocker,1976,186,ITA,-
2001/2002,A1,Despar Colussi Perugia,11,CHEBUKINA ELENA,Middleblocker,1965,186,CRO,-
2001/2002,A1,Despar Colussi Perugia,12,AGUERO TAISMARY,Spiker,1977,178,CUB,-
2001/2002,A1,Despar Colussi Perugia,13,FRANCIA VASCONCELOS MIRKA,Middleblocker,1975,184,CUB,from 13/01/2002
2001/2002,A1,Edison Modena,1,BUSSO ELENA,Middleblocker,1976,194,ITA,-
2001/2002,A1,Edison Modena,2,GRUEN ANGELINA,Spiker,1979,184,GER,-
2001/2002,A1,Edison Modena,3,RAMIRI DANIELA,Libero,1972,175,ITA,-
2001/2002,A1,Edison Modena,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2001/2002,A1,Edison Modena,5,ZETOVA ANTONINA,Spiker,1973,190,BUL,-
2001/2002,A1,Edison Modena,6,WU YONG MEI,Spiker,1975,187,CHN,-
2001/2002,A1,Edison Modena,7,MARINOVA NELI,Setter,1971,175,BUL,-
2001/2002,A1,Edison Modena,8,HOMMA ERI,Libero,1981,169,JPN,-
2001/2002,A1,Edison Modena,9,TOVO ILARIA,Spiker,1973,183,ITA,-
2001/2002,A1,Edison Modena,10,FOGALESI SIMONA,Setter,1974,180,ITA,from 27/11/2001
2001/2002,A1,Edison Modena,10,LISI FEDERICA,Setter,1976,180,ITA,until 30/11/2001
2001/2002,A1,Edison Modena,11,YIN YIN,Spiker,1974,184,CHN,-
2001/2002,A1,Edison Modena,12,CRAWFORD THERESE,Spiker,1976,180,USA,-
2001/2002,A1,Famila Imola,1,SIDORENKO TATJANA,Spiker,1966,184,CRO,-
2001/2002,A1,Famila Imola,2,PERNICI EMANUELA,Libero,1976,175,ITA,-
2001/2002,A1,Famila Imola,4,CAMPANARI BARBARA,Middleblocker,1980,190,ITA,-
2001/2002,A1,Famila Imola,5,BERTINI SABRINA,Spiker,1969,182,ITA,-
2001/2002,A1,Famila Imola,6,SERENA VALENTINA,Setter,1981,183,ITA,-
2001/2002,A1,Famila Imola,7,LJUNGQUIST ANGELICA,Spiker,1974,195,SWE,-
2001/2002,A1,Famila Imola,8,GLIGOROVIC BILJANA,Setter,1982,182,CRO,from 22/11/2001
2001/2002,A1,Famila Imola,9,DE GRANDIS INGRID,Spiker,1976,183,ITA,until 01/10/2001
2001/2002,A1,Famila Imola,10,HUURMAN FRANCIEN,Middleblocker,1975,194,NED,-
2001/2002,A1,Famila Imola,11,FOGALESI SIMONA,Setter,1974,180,ITA,until 26/11/2001
2001/2002,A1,Famila Imola,12,FANTACCINI SLAVKA,Spiker,1978,195,SVK,-
2001/2002,A1,Famila Imola,15,DE LUCA BARBARA,Spiker,1975,180,ITA,-
2001/2002,A1,Metodo Minetti Vicenza,1,AH MOW ROBYN,Setter,1975,176,USA,-
2001/2002,A1,Metodo Minetti Vicenza,2,PETRARA VIVIANA DOMINKO,Setter,1982,180,ARG,from 01/02/2002
2001/2002,A1,Metodo Minetti Vicenza,3,DIRICKX FRAUKE,Setter,1980,186,BEL,-
2001/2002,A1,Metodo Minetti Vicenza,4,MIJALIC ISKRA,Spiker,1983,196,CRO,-
2001/2002,A1,Metodo Minetti Vicenza,5,PAGGI PAOLA,Middleblocker,1976,182,ITA,-
2001/2002,A1,Metodo Minetti Vicenza,7,WIJNHOVEN ELKE,Libero,1981,170,NED,from 22/11/2001
2001/2002,A1,Metodo Minetti Vicenza,7,ZILIO ISABELLA,Libero,1983,174,ITA,from 16/02/2002 AL 17/02/2002
2001/2002,A1,Metodo Minetti Vicenza,7,MANGIFESTA CONSUELO,Libero,1968,178,ITA,until 05/11/2001
2001/2002,A1,Metodo Minetti Vicenza,8,STAELENS CHAINE,Spiker,1980,193,NED,-
2001/2002,A1,Metodo Minetti Vicenza,9,GLINKA MALGORZATA,Spiker,1978,191,POL,-
2001/2002,A1,Metodo Minetti Vicenza,9,DI IULIO CHIARA,Spiker,1985,183,ITA,until 20/12/2001
2001/2002,A1,Metodo Minetti Vicenza,10,TOGUT ELISA,Spiker,1978,192,ITA,-
2001/2002,A1,Metodo Minetti Vicenza,11,MIFKOVA DARINA,Spiker,1974,188,ITA,-
2001/2002,A1,Metodo Minetti Vicenza,13,BONZANO CRISTINA,Spiker,1980,-,ITA,until 31/12/2001
2001/2002,A1,Metodo Minetti Vicenza,14,SANGLARD ANA FLAVIA,Middleblocker,1970,188,BRA,from 10/12/2001
2001/2002,A1,Metodo Minetti Vicenza,15,FIORIN VALENTINA,Spiker,1984,187,ITA,-
2001/2002,A1,Metodo Minetti Vicenza,18,POLJAK MAJA,Middleblocker,1983,196,CRO,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,1,LAHME SUZANNE,Middleblocker,1968,183,GER,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,2,MATTIOLO ANNA PAOLA,Spiker,1973,179,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,3,MARINELLI EVELYN,Libero,1974,173,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,4,BRAGAGLIA ANTONELLA,Middleblocker,1973,184,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,5,RANGO MARZIA,Setter,1983,168,ITA,from 30/03/2002
2001/2002,A1,Monte Schiavo Banca Marche Jesi,6,GENANGELI GIULIA,Middleblocker,1983,182,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,7,CALLEGARO CINZIA,Setter,1975,171,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,8,COSTAGRANDE CAROLINA,Spiker,1980,186,ARG,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,9,BORGOGELLI GIULIA,Spiker,1982,186,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,9,SHELUKHINA YULIYA,Middleblocker,1979,192,UKR,from 11/02/2002
2001/2002,A1,Monte Schiavo Banca Marche Jesi,10,ROMANIN ALESSANDRA,Middleblocker,1969,185,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,11,WEERSING HENRIETTE,Spiker,1965,187,NED,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,12,FIORENTINI STEFANIA,Spiker,1980,180,ITA,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,14,FLEDDERUS RIETTE,Setter,1977,170,NED,-
2001/2002,A1,Monte Schiavo Banca Marche Jesi,15,ROLL SYLVIA,Spiker,1974,182,GER,MIESZLA PVOCHAECZYK MARLENA MARIA
2001/2002,A1,Pallavolo Palermo,1,SESTI NUNES MIRELA,Libero,1966,180,ITA,-
2001/2002,A1,Pallavolo Palermo,2,BUTNARU ELENA,Middleblocker,1975,184,ROM,-
2001/2002,A1,Pallavolo Palermo,3,WHEN LI PAN,Spiker,1969,181,CHN,until 11/12/2001
2001/2002,A1,Pallavolo Palermo,4,ADAMS MONIQUE,Spiker,1970,188,USA,from 14/12/2001
2001/2002,A1,Pallavolo Palermo,4,MAGNO ADA,Spiker,1984,178,ITA,-
2001/2002,A1,Pallavolo Palermo,5,PANTOVIC MILENA,Middleblocker,1979,188,SCG,-
2001/2002,A1,Pallavolo Palermo,6,MANCINO ANA PAULA,Setter,1971,170,ITA,-
2001/2002,A1,Pallavolo Palermo,7,MENCHOVA TATIANA,Spiker,1970,188,KAZ,-
2001/2002,A1,Pallavolo Palermo,8,BO ANNA,Setter,1974,182,ITA,until 09/11/2001
2001/2002,A1,Pallavolo Palermo,9,KARALYUS OLESYA,Spiker,1973,181,RUS,-
2001/2002,A1,Pallavolo Palermo,10,STEPANCIKOVA EVA,Setter,1972,178,CZE,-
2001/2002,A1,Pallavolo Palermo,12,MOLTRASIO ANTONELLA,Spiker,1986,170,ITA,-
2001/2002,A1,Pallavolo Palermo,12,LO IACONO IRMA,Libero,1979,178,ITA,-
2001/2002,A1,Pallavolo Palermo,13,VECERKOVA MICAELA,Middleblocker,1973,191,CZE,-
2001/2002,A1,Pallavolo Palermo,14,ARIAS DONE NURIS,Spiker,1973,190,DOM,-
2001/2002,A1,Pallavolo Palermo,15,BOZHENOVA NATALIA,Middleblocker,1969,183,UKR,-
2001/2002,A1,Pallavolo Palermo,16,PADRONAGGIO FLAVIA,Spiker,1987,-,ITA,from 10/02/2002
2001/2002,A1,Pallavolo Palermo,18,MENDOLA ANTONIETTA,Spiker,1986,-,ITA,from 20/04/2002
2001/2002,A1,Pallavolo Palermo,18,MAGHERINI LIVIA,Spiker,-,-,ITA,from 23/12/2001
2001/2002,A1,Pallavolo Palermo,18,MACALUSO VENERE,Spiker,1987,-,ITA,from 20/01/2002
2001/2002,A1,Radio 105 Foppapedretti Bergamo,1,PHIPPS KEBA,Spiker,1969,192,USA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,2,MARINKOVIC DRAGANA,Middleblocker,1982,197,CRO,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,3,MELLO ANNA VANIA,Middleblocker,1979,190,ITA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,4,BALDELLI GIORGIA,Spiker,1985,180,ITA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,5,SLIWA MAGDALENA,Setter,1969,175,POL,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,7,CACCIATORI MAURIZIA,Setter,1973,178,ITA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,8,WU DAN,Libero,1967,180,CHN,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,9,RITSCHELOVA MARCELA,Middleblocker,1972,191,CZE,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,10,GHISLENI SILVIA,Spiker,1986,-,ITA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2001/2002,A1,Radio 105 Foppapedretti Bergamo,13,CROSS BATTLE TARA,Spiker,1968,180,USA,-
2001/2002,A1,Romanelli Firenze,1,SAVOSTIANOVA ELVIRA,Spiker,1974,191,RUS,-
2001/2002,A1,Romanelli Firenze,2,RANIERI ILARIA,Setter,1977,172,ITA,-
2001/2002,A1,Romanelli Firenze,4,BARAZZA JENNY,Middleblocker,1981,185,ITA,-
2001/2002,A1,Romanelli Firenze,5,GERMANOVA ANETA,Spiker,1975,185,BUL,-
2001/2002,A1,Romanelli Firenze,6,PINESE ALESSANDRA,Setter,1975,175,ITA,-
2001/2002,A1,Romanelli Firenze,9,BENECKE CHRISTINA,Middleblocker,1974,191,GER,-
2001/2002,A1,Romanelli Firenze,10,CROATTO SILVIA,Spiker,1973,183,ITA,-
2001/2002,A1,Romanelli Firenze,11,PACHALE HANKA,Spiker,1976,190,GER,-
2001/2002,A1,Romanelli Firenze,12,WAGNER MEIKA,Middleblocker,1973,182,USA,-
2001/2002,A1,Romanelli Firenze,14,ROCCHI SABRINA,Libero,1972,175,ITA,-
2001/2002,A1,Romanelli Firenze,17,OKRACHKOVA MARGARITA,Spiker,1971,187,RUS,-
2001/2002,A1,Starfin Ravenna,1,LO BIANCO ELEONORA,Setter,1979,171,ITA,-
2001/2002,A1,Starfin Ravenna,2,MASER INA,Spiker,1977,183,GER,-
2001/2002,A1,Starfin Ravenna,3,SECOLO MANUELA,Spiker,1977,181,ITA,-
2001/2002,A1,Starfin Ravenna,4,BABBI FRANCESCA,Spiker,1985,179,ITA,from 28/10/2001
2001/2002,A1,Starfin Ravenna,5,SYKORA STACY,Libero,1977,176,USA,-
2001/2002,A1,Starfin Ravenna,7,BOWN HEATHER,Middleblocker,1978,191,USA,-
2001/2002,A1,Starfin Ravenna,8,RINIERI SIMONA,Spiker,1977,188,ITA,-
2001/2002,A1,Starfin Ravenna,9,DE CARNE VIRGINIE,Spiker,1977,190,BEL,-
2001/2002,A1,Starfin Ravenna,10,CRUCIANI CRISTINA,Middleblocker,1984,180,ITA,-
2001/2002,A1,Starfin Ravenna,11,CREMONESI CRISTIANA,Setter,1974,178,ITA,-
2001/2002,A1,Starfin Ravenna,13,DONETS IRINA,Middleblocker,1976,186,RUS,-
2001/2002,A1,Starfin Ravenna,15,PEREZ DEL SOLAR GABRIELA,Middleblocker,1968,194,ITA,-
2001/2002,A1,Starfin Ravenna,16,ORTOLANI SERENA,Spiker,1987,-,ITA,from 22/12/2001
2001/2002,A1,Starfin Ravenna,17,CAUSEVIC MIA,Spiker,1986,181,ITA,from 24/10/2001
2001/2002,A2,Acetum Forme Cucina Veca Carpi,1,BILBIJA DANIELA,Spiker,1969,188,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,2,ELFIMOVA ELENA,Spiker,1972,191,RUS,from 18/01/2002
2001/2002,A2,Acetum Forme Cucina Veca Carpi,3,YENA OLENA,Spiker,1972,192,UKR,until 31/12/2001
2001/2002,A2,Acetum Forme Cucina Veca Carpi,4,CHOPOVA RALITZA,Spiker,1981,186,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,5,PADOVANI GIORGIA,Setter,1982,180,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,6,SPELZINI SONIA,Libero,1976,180,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,7,NAVARRINI CHIARA,Setter,1976,183,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,8,PAGANINI AGLA,Libero,1980,170,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,10,MARC DIANA RAMONA,Spiker,1979,183,ROM,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,14,SPASSOVA ANTONIA,Spiker,1979,181,ITA,-
2001/2002,A2,Acetum Forme Cucina Veca Carpi,15,MARLETTA VALERIA,Middleblocker,1976,190,ITA,-
2001/2002,A2,Brums Busto Arsizio,2,PARIS SARA,Libero,1985,168,ITA,-
2001/2002,A2,Brums Busto Arsizio,3,NICORA FRANCESCA,Spiker,1978,182,ITA,-
2001/2002,A2,Brums Busto Arsizio,4,VIGONI VALERIA,Spiker,1972,178,ITA,-
2001/2002,A2,Brums Busto Arsizio,5,CORJEUTANU MIRELA,Spiker,1977,190,ROM,-
2001/2002,A2,Brums Busto Arsizio,6,GRANDI CHIARA,Setter,1981,174,ITA,-
2001/2002,A2,Brums Busto Arsizio,8,MARTINO KATIA,Middleblocker,1977,185,ITA,-
2001/2002,A2,Brums Busto Arsizio,9,SPADA SIMONA,Middleblocker,1974,180,ITA,-
2001/2002,A2,Brums Busto Arsizio,12,FAGIOLI BARBARA,Setter,1972,172,ITA,-
2001/2002,A2,Brums Busto Arsizio,14,BUFFON VERONICA,Middleblocker,1975,183,ITA,-
2001/2002,A2,Brums Busto Arsizio,16,ALVES EVARISTO ANDREIA,Spiker,1971,190,BRA,-
2001/2002,A2,Caoduro Volley Cavazzale,1,MAZZOLI GIORGIA,Spiker,1974,185,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,2,NARDINI DANIELA,Middleblocker,1982,182,ITA,from 27/10/2001
2001/2002,A2,Caoduro Volley Cavazzale,3,RENIERO MARGHERITA,Libero,1978,175,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,4,MALINOVA ARSENOVA KAMELIA,Setter,1968,187,BUL,from 03/02/2002
2001/2002,A2,Caoduro Volley Cavazzale,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,6,WIEGERS SANDRA,Spiker,1974,186,NED,-
2001/2002,A2,Caoduro Volley Cavazzale,8,CHIURLOTTO SILVIA,Spiker,1985,178,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,9,BALESTRIERI CLAUDIA,Spiker,1977,183,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,10,MARAN MONICA,Spiker,1974,182,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,11,PEGORAROTTO SABINA,Setter,1982,172,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,12,AMBROSINI LISA,Middleblocker,1985,182,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,13,RIZZO MILA,Middleblocker,1977,188,ITA,-
2001/2002,A2,Caoduro Volley Cavazzale,14,CAROLI SARA,Middleblocker,1979,178,ITA,-
2001/2002,A2,Carifac Fabriano,1,MAESTRI LISA,Middleblocker,1976,183,ITA,-
2001/2002,A2,Carifac Fabriano,2,GIALLETTI PAOLA,Libero,1976,168,ITA,-
2001/2002,A2,Carifac Fabriano,3,ROANI MANUELA,Spiker,1983,183,ITA,-
2001/2002,A2,Carifac Fabriano,4,KOURNOSSOVA NATALIA,Spiker,1975,185,RUS,-
2001/2002,A2,Carifac Fabriano,5,PIERI TATIANA,Middleblocker,1980,182,ITA,-
2001/2002,A2,Carifac Fabriano,6,THAIS DAVID BARBOSA,Spiker,1980,-,BRA,until 30/11/2001
2001/2002,A2,Carifac Fabriano,7,COSENTINO SABRINA,Setter,1980,182,ITA,-
2001/2002,A2,Carifac Fabriano,8,GOUSIKOVA ELENA,Spiker,1975,199,RUS,from 21/11/2001
2001/2002,A2,Carifac Fabriano,9,SONAGLIA MONICA,Spiker,1985,183,ITA,-
2001/2002,A2,Carifac Fabriano,10,ANGELONI RAFFAELLA,Setter,1972,180,ITA,-
2001/2002,A2,Carifac Fabriano,11,GRANDO SAMANTHA,Middleblocker,1975,185,ITA,-
2001/2002,A2,Carifac Fabriano,12,FONTANA DENISE,Spiker,1983,178,ITA,-
2001/2002,A2,Corplast Corridonia,1,DA COL VALENTINA,Spiker,1984,182,ITA,-
2001/2002,A2,Corplast Corridonia,3,VINCIARELLI CRISTINA,Middleblocker,1980,180,ITA,-
2001/2002,A2,Corplast Corridonia,5,PALAZZINI MAURA,Middleblocker,1976,184,ITA,-
2001/2002,A2,Corplast Corridonia,7,KAFEZAKI FOTINI,Spiker,-,-,-,from 06/03/2002
2001/2002,A2,Corplast Corridonia,8,SIMONETTI ELISA,Setter,1977,177,ITA,-
2001/2002,A2,Corplast Corridonia,9,CAMILLOZZI FRANCESCA,Libero,1978,177,ITA,-
2001/2002,A2,Corplast Corridonia,10,BELLINI TIZIANA,Setter,1977,175,ITA,-
2001/2002,A2,Corplast Corridonia,11,RASCHIA MARTA,Middleblocker,1982,180,ITA,-
2001/2002,A2,Corplast Corridonia,12,CASOLI ALESSANDRA,Spiker,1978,188,ITA,-
2001/2002,A2,Corplast Corridonia,13,GINANNESCHI DANIELA,Spiker,1978,182,ITA,-
2001/2002,A2,Corplast Corridonia,14,PIERANTONI MONICA,Spiker,1976,180,ITA,-
2001/2002,A2,Corplast Corridonia,15,JANKOVA JANEVA,Spiker,1981,196,BUL,-
2001/2002,A2,Cosenza Volley,1,QUALTIERI STEFANIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,2,DEI CAS LUCREZIA,Spiker,-,-,ITA,from 27/01/2002
2001/2002,A2,Cosenza Volley,3,GAUDIO ALESSANDRA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,4,BALDINO VALERIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,5,NICOLETTI NICOLE,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,6,IMBROGNO VALERIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,7,BOZZARELLO STEFANIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,8,TOCCI STEFANIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,9,GIACOBINI ROMINA,Spiker,-,-,ITA,from 20/01/2002
2001/2002,A2,Cosenza Volley,10,COSTANZO DONATELLA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,11,CUGLIARI SOFIA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,12,SCIALOLOMO GISELA VERONICA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,13,SAVAGLIO MARIA ELENA,Spiker,-,-,ITA,-
2001/2002,A2,Cosenza Volley,14,COSTANZO PAOLA,Spiker,-,-,ITA,-
2001/2002,A2,Eldor Cantù,2,RONCONI PAOLA,Spiker,1979,180,ITA,-
2001/2002,A2,Eldor Cantù,3,ROSSO VALERIA,Middleblocker,1981,184,ITA,-
2001/2002,A2,Eldor Cantù,4,COSTA DE CONCEICAO EDILMA,Spiker,1972,180,BRA,from 11/12/2001 PROVENIENTE DA ASYSTEL NOVARA
2001/2002,A2,Eldor Cantù,5,COLLA ELISA,Spiker,-,-,ITA,from 07/04/2002
2001/2002,A2,Eldor Cantù,5,TABONI SABRINA,Spiker,1982,186,ITA,-
2001/2002,A2,Eldor Cantù,6,DELLA PERUTA VERONICA,Spiker,1984,181,ITA,-
2001/2002,A2,Eldor Cantù,7,MARQUES LUCIANA REGINA,Spiker,1975,184,BRA,until 21/11/2001 TRASFERITA A TRA.DE.CO. ALTAMURA
2001/2002,A2,Eldor Cantù,8,CITTERIO SILVIA,Libero,1984,-,ITA,-
2001/2002,A2,Eldor Cantù,10,MERLOTTI LUCIANA,Setter,1976,178,ITA,-
2001/2002,A2,Eldor Cantù,10,ROVETTA MARTA,Setter,1980,175,ITA,-
2001/2002,A2,Eldor Cantù,11,PASINI SILVIA,Middleblocker,1977,180,ITA,-
2001/2002,A2,Eldor Cantù,12,DE MORAES ANDREA LEOPOLDINA,Spiker,1969,186,BRA,-
2001/2002,A2,Eldor Cantù,13,PUERARI RAMONA,Libero,1983,170,ITA,-
2001/2002,A2,Eldor Cantù,14,MUTTI ELENA,Middleblocker,1983,180,ITA,-
2001/2002,A2,Eldor Cantù,15,VINCENZI CRISTINA,Middleblocker,1979,184,ITA,-
2001/2002,A2,Figurella Firenze,3,YASAKOVA DINA,Spiker,1967,187,RUS,-
2001/2002,A2,Figurella Firenze,4,CASUSCELLI STEFANIA,Middleblocker,1975,185,ITA,-
2001/2002,A2,Figurella Firenze,7,CHEMEL MARIKA,Spiker,1976,178,ITA,-
