Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2014/2015,A1,Imoco Volley Conegliano,13,OZSOY NERIMAN,Spiker,1988,188,TUR,-
2014/2015,A1,Imoco Volley Conegliano,14,NIKOLOVA EMILIYA,Spiker,1991,185,BUL,-
2014/2015,A1,Imoco Volley Conegliano,15,NICOLETTI ANNA,Spiker,1996,189,ITA,-
2014/2015,A1,Imoco Volley Conegliano,16,BARCELLINI CRISTINA,Spiker,1986,183,ITA,-
2014/2015,A1,Imoco Volley Conegliano,18,BARAZZA JENNY,Middleblocker,1981,188,ITA,-
2014/2015,A1,Liu Jo Modena,1,ROUSSEAUX HELENE,Spiker,1991,188,BEL,-
2014/2015,A1,Liu Jo Modena,4,KOSTIC OLIVERA,Spiker,1991,185,SRB,-
2014/2015,A1,Liu Jo Modena,5,HEYRMAN LAURA,Middleblocker,1993,188,BEL,-
2014/2015,A1,Liu Jo Modena,6,FERRETTI FRANCESCA,Setter,1984,180,ITA,from 26/02/2015
2014/2015,A1,Liu Jo Modena,7,FOLIE RAPHAELA,Middleblocker,1991,186,ITA,-
2014/2015,A1,Liu Jo Modena,9,ARCANGELI CHIARA,Libero,1983,167,ITA,-
2014/2015,A1,Liu Jo Modena,10,PETRACHI EMILIA,Libero,1996,170,ITA,-
2014/2015,A1,Liu Jo Modena,11,MURI ELISA,Setter,1984,178,ITA,-
2014/2015,A1,Liu Jo Modena,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2014/2015,A1,Liu Jo Modena,13,FABRIS SAMANTA,Spiker,1992,189,CRO,-
2014/2015,A1,Liu Jo Modena,14,CRISANTI LUCIA,Middleblocker,1986,187,ITA,-
2014/2015,A1,Liu Jo Modena,15,MARUOTTI ILARIA,Spiker,1994,183,ITA,-
2014/2015,A1,Liu Jo Modena,17,RONDON GIULIA,Setter,1987,190,ITA,-
2014/2015,A1,Liu Jo Modena,18,IKIC MATEA,Spiker,1989,185,CRO,-
2014/2015,A1,Metalleghe Sanitars Montichiari,1,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,from 28/01/2015 PROVENIENTE DA NORDMECCANICA REBECCHI PIACENZA
2014/2015,A1,Metalleghe Sanitars Montichiari,3,DALIA LUDOVICA,Setter,1984,180,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,4,BRINKER MAREN,Spiker,1986,184,GER,-
2014/2015,A1,Metalleghe Sanitars Montichiari,5,TOMSIA BERENIKA,Spiker,1988,189,POL,-
2014/2015,A1,Metalleghe Sanitars Montichiari,7,GHILARDI ALESSIA,Libero,1979,163,ITA,until 27/01/2015
2014/2015,A1,Metalleghe Sanitars Montichiari,8,ALBERTI SARA,Middleblocker,1993,185,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,9,MINGARDI CAMILLA,Spiker,1997,181,ITA,from 08/09/2014
2014/2015,A1,Metalleghe Sanitars Montichiari,10,SACCOMANI LAURA,Spiker,1991,191,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,11,OLIVOTTO ROSSELLA,Middleblocker,1991,184,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,12,MILANI SERENA,Setter,1996,170,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,13,ZAMPEDRI PATRIZIA,Libero,1993,165,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,16,VINDEVOGHEL LIESBET,Spiker,1979,189,BEL,from 23/10/2014
2014/2015,A1,Metalleghe Sanitars Montichiari,17,GIOLI SIMONA,Middleblocker,1977,185,ITA,-
2014/2015,A1,Metalleghe Sanitars Montichiari,18,SERENA NATALIA,Spiker,1981,186,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,1,SOROKAITE INDRE,Spiker,1988,188,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,2,VALERIANO FEDERICA,Spiker,1985,179,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,3,DIRICKX FRAUKE,Setter,1980,187,BEL,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,5,VARGAS VALDEZ ANNERYS VICTORIA,Middleblocker,1981,196,DOM,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,6,VAN HECKE LISE,Spiker,1992,192,BEL,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,7,CAROCCI LUNA VERONICA,Libero,1988,174,ITA,until 26/01/2015 TRASFERITA A METALLEGHE SANITARS MONTICHIARI
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,8,BRUSSA NATALIA GUADALUPE,Spiker,1985,188,ITA,until 30/01/2015 TRASFERITA A RISO SCOTTI PAVIA
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,9,DI IULIO CHIARA,Spiker,1985,185,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,10,POGGI VIRGINIA,Libero,1995,163,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,11,BORGOGNO CHIARA,Middleblocker,1984,192,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,12,ANGELONI VERONICA,Spiker,1986,186,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,13,WILSON ARIELLE,Middleblocker,1989,191,USA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,14,CARACUTA VALERIA,Setter,1987,173,ITA,-
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,16,KOZUCH MARGARETA ANNA,Spiker,1986,186,GER,from 10/02/2015
2014/2015,A1,Nordmeccanica Rebecchi Piacenza,17,CARDULLO PAOLA,Libero,1982,162,ITA,from 29/12/2014 PROVENIENTE DA VOLLEY 2002 FORLÌ
2014/2015,A1,Pomì Casalmaggiore,1,ORTOLANI SERENA,Spiker,1987,187,ITA,-
2014/2015,A1,Pomì Casalmaggiore,3,SKORUPA KATARZYNA,Setter,1984,184,POL,-
2014/2015,A1,Pomì Casalmaggiore,4,BIANCHINI MARIKA,Spiker,1993,178,ITA,-
2014/2015,A1,Pomì Casalmaggiore,5,SIRRESSI IMMA,Libero,1990,175,ITA,-
2014/2015,A1,Pomì Casalmaggiore,6,GENNARI ALESSIA,Spiker,1991,184,ITA,-
2014/2015,A1,Pomì Casalmaggiore,7,QUILIGOTTI GERALDINA,Libero,1994,167,ITA,-
2014/2015,A1,Pomì Casalmaggiore,8,GIBBEMEYER LAUREN,Middleblocker,1988,188,USA,-
2014/2015,A1,Pomì Casalmaggiore,9,AGRIFOGLIO BEATRICE,Setter,1994,178,ITA,-
2014/2015,A1,Pomì Casalmaggiore,10,KLIMOVICH VERA,Middleblocker,1988,185,BLR,-
2014/2015,A1,Pomì Casalmaggiore,13,ZAGO VALENTINA,Spiker,1990,187,ITA,until 13/01/2015
2014/2015,A1,Pomì Casalmaggiore,15,STEVANOVIC JOVANA,Middleblocker,1992,191,SRB,-
2014/2015,A1,Pomì Casalmaggiore,16,TIROZZI VALENTINA,Spiker,1986,182,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,1,PERINELLI ELENA,Spiker,1995,181,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,2,STUFI FEDERICA,Middleblocker,1988,185,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,3,GARZARO ILARIA,Middleblocker,1986,190,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,4,LIPICER SAMEC TINA,Spiker,1979,183,SLO,-
2014/2015,A1,Savino Del Bene Scandicci,7,USIC SENNA,Spiker,1986,190,CRO,from 10/02/2015
2014/2015,A1,Savino Del Bene Scandicci,8,LUSSANA SILVIA,Libero,1988,169,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,9,ASTARITA GIUSY,Spiker,1988,183,ITA,until 08/01/2015 TRASFERITA A SAUGELLA TEAM MONZA
2014/2015,A1,Savino Del Bene Scandicci,10,RUZZINI JOLE,Libero,1984,162,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,11,MURESAN DAIANA GIORGIANA,Spiker,1990,191,ROM,-
2014/2015,A1,Savino Del Bene Scandicci,12,SCACCHETTI CHIARA,Setter,1995,175,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,13,VANZUROVA TEREZA,Spiker,1991,183,CZE,-
2014/2015,A1,Savino Del Bene Scandicci,17,MENGHI SARA,Middleblocker,1983,183,ITA,-
2014/2015,A1,Savino Del Bene Scandicci,18,VINCOUROVA PAVLA,Setter,1992,183,CZE,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,1,LYUBUSHKINA EKATERINA,Middleblocker,1990,188,RUS,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,2,DEGRADI ALICE,Spiker,1996,181,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,3,RANIA VALENTINA,Spiker,1985,183,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,5,MICHEL CIARA,Middleblocker,1985,196,GBR,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,6,LEONARDI GIULIA,Libero,1987,165,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,7,MARCON FRANCESCA,Spiker,1983,180,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,8,PERRY REBECCA,Spiker,1988,190,USA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,9,AELBRECHT FREYA,Middleblocker,1990,189,BEL,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,12,CAMERA LETIZIA,Setter,1992,175,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,13,DIOUF VALENTINA,Spiker,1993,202,ITA,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,14,WOLOSZ JOANNA,Setter,1990,181,POL,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,16,HAVELKOVA HELENA,Spiker,1988,188,CZE,-
2014/2015,A1,Unendo Yamamay Busto Arsizio,17,PISANI GIULIA,Middleblocker,1992,184,ITA,-
2014/2015,A1,Volley 2002 Forlì,1,LANCELLOTTI ELISA,Setter,1991,173,ITA,-
2014/2015,A1,Volley 2002 Forlì,2,STOLTENBORG FEMKE,Setter,1991,190,NED,-
2014/2015,A1,Volley 2002 Forlì,3,VENTURA ALESSANDRA,Spiker,1983,183,ITA,-
2014/2015,A1,Volley 2002 Forlì,4,CERON SARA,Middleblocker,1993,188,ITA,-
2014/2015,A1,Volley 2002 Forlì,5,POTOKAR MONIKA,Spiker,1987,177,SLO,from 08/01/2015
2014/2015,A1,Volley 2002 Forlì,6,ROSSI MICHELA,Spiker,1996,183,ITA,-
2014/2015,A1,Volley 2002 Forlì,7,NAZARENKO ANNA,Middleblocker,1988,188,AZE,-
2014/2015,A1,Volley 2002 Forlì,8,GUASTI ALESSANDRA,Spiker,1996,185,ITA,-
2014/2015,A1,Volley 2002 Forlì,9,SEGALINA SILVIA,Middleblocker,1990,185,ITA,-
2014/2015,A1,Volley 2002 Forlì,10,CARDULLO PAOLA,Libero,1982,162,ITA,until 28/12/2014 TRASFERITA A NORDMECCANICA REBECCHI PIACENZA
2014/2015,A1,Volley 2002 Forlì,11,NERIOTTI CAMILLA,Middleblocker,1994,185,ITA,-
2014/2015,A1,Volley 2002 Forlì,12,AGUERO TAISMARY,Spiker,1977,178,ITA,-
2014/2015,A1,Volley 2002 Forlì,13,FILIPOVA MARIYA HRISTOVA,Libero,1982,178,BUL,from 05/02/2015
2014/2015,A1,Volley 2002 Forlì,14,NENKOVSKA ELENA,Spiker,1977,186,BUL,-
2014/2015,A1,Volley 2002 Forlì,15,FERRARA TERESA,Libero,1991,172,ITA,-
2014/2015,A1,Volley 2002 Forlì,16,PRSA MARIJA,Spiker,1989,180,CRO,-
2014/2015,A1,Zeta System Urbino Volley,1,ZECCHIN LISA,Setter,1992,178,ITA,-
2014/2015,A1,Zeta System Urbino Volley,2,AGOSTINETTO GIULIA,Setter,1987,179,ITA,-
2014/2015,A1,Zeta System Urbino Volley,3,BRUNO ELEONORA,Libero,1994,180,ITA,-
2014/2015,A1,Zeta System Urbino Volley,4,RICHEY KILA ELIZABETH,Spiker,1989,188,CAN,until 21/01/2015
2014/2015,A1,Zeta System Urbino Volley,5,FRESCO LUCIA,Spiker,1991,193,ARG,-
2014/2015,A1,Zeta System Urbino Volley,6,VUJKO MARIANNA,Middleblocker,1992,192,ITA,-
2014/2015,A1,Zeta System Urbino Volley,7,SANTINI ALICE,Spiker,1984,181,ITA,-
2014/2015,A1,Zeta System Urbino Volley,9,LESTINI MONICA,Spiker,1994,183,ITA,-
2014/2015,A1,Zeta System Urbino Volley,10,WALKER JESSICA,Middleblocker,1989,185,USA,-
2014/2015,A1,Zeta System Urbino Volley,11,SPELMAN HAYLEY,Spiker,1991,202,USA,-
2014/2015,A1,Zeta System Urbino Volley,13,GIACOMEL VERONICA,Libero,1993,172,ITA,-
2014/2015,A1,Zeta System Urbino Volley,18,LEGGS KIESHA,Middleblocker,1990,186,USA,-
2014/2015,A2,Bakery Piacenza,2,VIGANÒ NATALIA,Spiker,1979,180,ITA,-
2014/2015,A2,Bakery Piacenza,4,FIESOLI ALESSIA,Spiker,1994,185,ITA,-
2014/2015,A2,Bakery Piacenza,5,ROCCA MARGHERITA,Setter,1995,178,ITA,-
2014/2015,A2,Bakery Piacenza,6,CECCHETTO GIADA,Libero,1991,163,ITA,-
2014/2015,A2,Bakery Piacenza,7,GIULIODORI SARA,Middleblocker,1983,180,ITA,-
2014/2015,A2,Bakery Piacenza,8,DO CARMO BRAGA LUCIANA,Spiker,1979,185,BRA,-
2014/2015,A2,Bakery Piacenza,9,SAGUATTI GIULIA,Spiker,1991,180,ITA,-
2014/2015,A2,Bakery Piacenza,10,CAMBI CARLOTTA,Setter,1996,176,ITA,-
2014/2015,A2,Bakery Piacenza,12,FAVA FRANCESCA,Middleblocker,1998,180,ITA,-
2014/2015,A2,Bakery Piacenza,15,MORETTO GAIA,Middleblocker,1994,192,ITA,-
2014/2015,A2,Bakery Piacenza,16,FERRETTI CHIARA,Spiker,1989,175,ITA,-
2014/2015,A2,Bakery Piacenza,18,GIOIA CATERINA,Spiker,1992,183,ITA,-
2014/2015,A2,Beng Rovigo,2,NORGINI MARIA CHIARA,Spiker,1998,0,ITA,from 09/11/2014
2014/2015,A2,Beng Rovigo,3,ZARDO CAROLINA,Libero,1992,168,ITA,-
2014/2015,A2,Beng Rovigo,4,GUATELLI ALESSANDRA,Spiker,1983,178,ITA,-
2014/2015,A2,Beng Rovigo,5,LOTTI SILVIA,Spiker,1992,188,ITA,-
2014/2015,A2,Beng Rovigo,6,M'BRA JOELLE,Spiker,1996,180,ITA,-
2014/2015,A2,Beng Rovigo,7,BRUSEGAN ROBERTA,Middleblocker,1986,189,ITA,-
2014/2015,A2,Beng Rovigo,8,MUSTI DE GENNARO LULAMA,Middleblocker,1983,185,ITA,-
2014/2015,A2,Beng Rovigo,9,CREPALDI LAURA,Spiker,1982,183,ITA,-
2014/2015,A2,Beng Rovigo,10,PINCERATO GIULIA,Setter,1987,182,ITA,-
2014/2015,A2,Beng Rovigo,11,MANFREDINI COSTANZA,Spiker,1988,188,ITA,-
2014/2015,A2,Beng Rovigo,12,COAN ALESSANDRA,Setter,1994,175,ITA,-
2014/2015,A2,Beng Rovigo,13,MILAN BENEDETTA,Libero,1995,168,ITA,until 01/01/2015
2014/2015,A2,Beng Rovigo,14,LISANDRI GLORIA,Middleblocker,1994,184,ITA,-
2014/2015,A2,Beng Rovigo,16,PUGLISI BENEDETTA,Middleblocker,1992,183,ITA,-
2014/2015,A2,Club Italia,1,PIANI VITTORIA,Middleblocker,1998,187,ITA,-
2014/2015,A2,Club Italia,2,BOTEZAT ALEXANDRA,Middleblocker,1998,196,ITA,-
2014/2015,A2,Club Italia,3,BARTESAGHI GIULIA,Spiker,1998,186,ITA,-
2014/2015,A2,Club Italia,4,ZANNONI GIORGIA,Spiker,1998,171,ITA,-
2014/2015,A2,Club Italia,5,SPIRITO ILARIA,Libero,1994,174,ITA,-
2014/2015,A2,Club Italia,6,D'ODORICO SOFIA,Spiker,1997,186,ITA,-
2014/2015,A2,Club Italia,7,EGONU PAOLA,Spiker,1998,189,ITA,-
2014/2015,A2,Club Italia,8,ORRO ALESSIA,Setter,1998,180,ITA,-
2014/2015,A2,Club Italia,9,MABILO NOURA,Middleblocker,1996,183,ITA,-
2014/2015,A2,Club Italia,10,TENTI BEATRICE,Spiker,1999,186,ITA,-
2014/2015,A2,Club Italia,11,DANESI ANNA,Middleblocker,1996,196,ITA,-
2014/2015,A2,Club Italia,12,GUERRA ANASTASIA,Spiker,1996,186,ITA,-
2014/2015,A2,Club Italia,14,MALINOV OFELIA,Setter,1996,180,ITA,from 14/01/2015
2014/2015,A2,Club Italia,14,PRANDI VITTORIA,Setter,1994,180,ITA,until 14/01/2015 TRASFERITA A RISO SCOTTI PAVIA
2014/2015,A2,Club Italia,15,BERTI BEATRICE,Middleblocker,1996,193,ITA,-
2014/2015,A2,Club Italia,18,CAMPERI AURORA,Spiker,1997,184,ITA,-
2014/2015,A2,Corpora Aversa,2,FOCOSI ALESSANDRA,Setter,1995,182,ITA,-
2014/2015,A2,Corpora Aversa,3,MERKOVA VENDULA,Spiker,1988,191,CZE,-
2014/2015,A2,Corpora Aversa,4,DROZINA ELENA,Setter,1978,181,ITA,-
2014/2015,A2,Corpora Aversa,5,FERRARA MARIANNA,Spiker,1996,178,ITA,-
2014/2015,A2,Corpora Aversa,6,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2014/2015,A2,Corpora Aversa,9,DONÀ MELISSA,Spiker,1982,180,ITA,-
2014/2015,A2,Corpora Aversa,11,CHELI LISA,Middleblocker,1992,187,ITA,from 19/01/2015
2014/2015,A2,Corpora Aversa,12,DEKANY BERNADETT,Spiker,1992,186,HUN,-
2014/2015,A2,Corpora Aversa,13,VEGLIA TIZIANA,Middleblocker,1992,186,ITA,until 17/01/2015 TRASFERITA A VOLKSBANK SUDTIROL BOLZANO
2014/2015,A2,Corpora Aversa,15,CVETANOVIC MARINA,Spiker,1986,188,SLO,-
2014/2015,A2,Corpora Aversa,16,MINERVINI SIMONA,Libero,1994,168,ITA,until 13/02/2015
2014/2015,A2,Corpora Aversa,17,GIAMPIETRI ALICE,Libero,1995,171,ITA,-
2014/2015,A2,Corpora Aversa,18,LAPI CHIARA,Middleblocker,1991,182,ITA,-
2014/2015,A2,Delta Informatica Trentino,1,CARDANI ELISA,Libero,1990,170,ITA,-
2014/2015,A2,Delta Informatica Trentino,3,MARCHIORON GIADA,Spiker,1987,181,ITA,-
2014/2015,A2,Delta Informatica Trentino,5,MOROLLI ELISA,Setter,1993,176,ITA,-
2014/2015,A2,Delta Informatica Trentino,6,FONDRIEST SILVIA,Spiker,1988,188,ITA,-
2014/2015,A2,Delta Informatica Trentino,7,PAOLONI TERESA,Spiker,1993,179,ITA,-
2014/2015,A2,Delta Informatica Trentino,8,CANDI SONIA,Middleblocker,1993,187,ITA,-
2014/2015,A2,Delta Informatica Trentino,9,DEMICHELIS ILARIA,Setter,1987,178,ITA,-
2014/2015,A2,Delta Informatica Trentino,10,MARTINI ALICE,Spiker,1987,181,ITA,-
2014/2015,A2,Delta Informatica Trentino,11,LAMPRINIDOU MARIA,Middleblocker,1986,188,GRE,-
2014/2015,A2,Delta Informatica Trentino,12,PUCNIK KATERINA,Spiker,1994,182,ITA,-
2014/2015,A2,Delta Informatica Trentino,13,PIRV ARIANA,Spiker,1996,182,ITA,-
2014/2015,A2,Delta Informatica Trentino,16,CANDIO CHIARA,Libero,1998,173,ITA,-
2014/2015,A2,Delta Informatica Trentino,17,BEZAREVIC MILICA,Spiker,1991,182,SRB,-
2014/2015,A2,Entu Olbia,3,FACENDOLA ANGELA,Middleblocker,,180,ITA,-
2014/2015,A2,Entu Olbia,5,VIETRI MARIKA,Spiker,1993,180,ITA,-
2014/2015,A2,Entu Olbia,6,KIOSI ELENI,Spiker,1985,185,GRE,-
2014/2015,A2,Entu Olbia,7,PANUCCI JESSICA,Spiker,1992,180,ITA,-
2014/2015,A2,Entu Olbia,8,GARBET FEDERICA,Middleblocker,1988,184,ITA,-
2014/2015,A2,Entu Olbia,9,SINTONI CATERINA,Setter,1982,171,ITA,-
2014/2015,A2,Entu Olbia,10,DEGORTES SIMONA,Libero,1991,155,ITA,-
2014/2015,A2,Entu Olbia,11,BALDELLI GIORGIA,Spiker,1985,178,ITA,-
2014/2015,A2,Entu Olbia,12,PESCE CHIARA,Spiker,1993,172,ITA,-
2014/2015,A2,Entu Olbia,15,REBORA SOFIA,Middleblocker,1993,180,ITA,-
2014/2015,A2,Entu Olbia,16,SEGURA MARIA,Spiker,1992,185,ESP,-
2014/2015,A2,Entu Olbia,18,MORDECCHI GIULIA,Setter,1991,170,ITA,-
2014/2015,A2,Lardini Filottrano,1,KARIC DUSANKA,Spiker,1986,189,SRB,from 18/02/2015
2014/2015,A2,Lardini Filottrano,2,CORAZZA ILARIA,Spiker,1989,184,ITA,-
2014/2015,A2,Lardini Filottrano,3,STINCONE CLAUDIA,Setter,1992,180,ITA,-
2014/2015,A2,Lardini Filottrano,5,FELIZIANI FEDERICA,Libero,1983,172,ITA,-
2014/2015,A2,Lardini Filottrano,6,BAROLI CHIARA,Spiker,1988,170,ITA,-
2014/2015,A2,Lardini Filottrano,7,CARLONI SARA,Setter,1989,173,ITA,-
2014/2015,A2,Lardini Filottrano,8,CAVESTRO GRETA,Spiker,1993,175,ITA,-
2014/2015,A2,Lardini Filottrano,9,VILLANI FRANCESCA,Spiker,1995,187,ITA,-
2014/2015,A2,Lardini Filottrano,10,MARTINELLI MELISSA,Middleblocker,1993,185,ITA,-
2014/2015,A2,Lardini Filottrano,12,MALAVOLTA GRETA,Spiker,1989,170,ITA,-
2014/2015,A2,Lardini Filottrano,13,RITA ELISA,Middleblocker,1993,181,ITA,-
2014/2015,A2,Lardini Filottrano,15,LUPIDI LORENZA,Spiker,1992,190,ITA,-
2014/2015,A2,Lardini Filottrano,16,ARGENTATI ARIANNA,Middleblocker,1988,186,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,1,STROBBE MARILYN,Middleblocker,1989,188,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,3,CIALFI CATERINA,Setter,1995,180,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,5,LANZINI ALESSIA,Libero,1981,165,ITA,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,6,KAPTURSKA JOANNA,Spiker,1986,185,POL,-
2014/2015,A2,Obiettivo Risarcimento Vicenza,7,CELLA ELISA,Spiker,1982,186,ITA,-
