Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2014/2015,A1,Revivre Milano,13,VERES Peter,Spiker,1979,200,HUN,HUN,from 31/10/2014,-
2014/2015,A1,Revivre Milano,14,PRETI Alessandro,Spiker,1992,204,AUT,ITA,-,-
2014/2015,A1,Revivre Milano,17,VALSECCHI Damiano,Middleblocker,1991,204,BG,ITA,-,-
2014/2015,A1,Sir Safety Perugia,1,BUTI Simone,Middleblocker,1983,208,FI,ITA,-,-
2014/2015,A1,Sir Safety Perugia,2,FROMM Christian,Spiker,1990,204,GER,GER,-,-
2014/2015,A1,Sir Safety Perugia,3,PAOLUCCI Adriano,Setter,1979,190,RM,ITA,-,-
2014/2015,A1,Sir Safety Perugia,5,DE CECCO Luciano,Setter,1988,194,ARG,ARG,-,-
2014/2015,A1,Sir Safety Perugia,7,GIOVI Andrea,Libero,1983,185,PG,ITA,-,-
2014/2015,A1,Sir Safety Perugia,9,BARONE Rocco,Middleblocker,1987,200,RC,ITA,-,-
2014/2015,A1,Sir Safety Perugia,10,TZIOUMAKAS Georgios,Spiker,1995,204,GRE,GRE,-,-
2014/2015,A1,Sir Safety Perugia,11,BERETTA Thomas,Middleblocker,1990,205,MI,ITA,-,-
2014/2015,A1,Sir Safety Perugia,13,VUJEVIC Goran,Spiker,1973,192,MNE,MNE,-,-
2014/2015,A1,Sir Safety Perugia,14,ATANASIJEVIC Aleksandar,Spiker,1991,200,SRB,SRB,-,-
2014/2015,A1,Sir Safety Perugia,15,FANULI Fabio,Libero,1985,190,TA,ITA,-,-
2014/2015,A1,Sir Safety Perugia,17,SUNDER Joseph Richard,Spiker,1989,205,USA,USA,-,-
2014/2015,A1,Sir Safety Perugia,18,MARUOTTI Gabriele,Spiker,1988,196,RM,ITA,-,-
2014/2015,A1,Tonazzo Padova,3,MATTEI Andrea,Middleblocker,1993,202,RM,ITA,-,-
2014/2015,A1,Tonazzo Padova,4,VIANELLO Marco,Spiker,1995,194,VE,ITA,-,-
2014/2015,A1,Tonazzo Padova,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2014/2015,A1,Tonazzo Padova,6,GIANNOTTI Stefano,Spiker,1989,197,PD,ITA,-,-
2014/2015,A1,Tonazzo Padova,7,BALASO Fabio,Libero,1995,178,PD,ITA,-,-
2014/2015,A1,Tonazzo Padova,8,GOZZO Stefano,Spiker,1994,200,PD,ITA,-,-
2014/2015,A1,Tonazzo Padova,9,ROSSO Mattia,Spiker,1985,198,CN,ITA,-,-
2014/2015,A1,Tonazzo Padova,10,VOLPATO Marco,Middleblocker,1990,195,VI,ITA,-,-
2014/2015,A1,Tonazzo Padova,11,GARGHELLA Andrea,Spiker,1982,192,PD,ITA,-,-
2014/2015,A1,Tonazzo Padova,12,AGUILLARD Antwain Delawarence,Middleblocker,1989,200,USA,USA,-,-
2014/2015,A1,Tonazzo Padova,13,MILAN Sebastiano,Spiker,1995,203,TV,ITA,from 28/08/2014,-
2014/2015,A1,Tonazzo Padova,14,BECCARO Luca,Setter,1988,190,PD,ITA,-,-
2014/2015,A1,Tonazzo Padova,18,QUIROGA Gonzalo,Spiker,1993,193,ARG,ARG,-,-
2014/2015,A1,Top Volley Latina,1,MANIÀ Loris,Libero,1979,190,GO,ITA,-,-
2014/2015,A1,Top Volley Latina,2,RAUWERDINK Jeroen,Spiker,1985,199,NED,NED,-,-
2014/2015,A1,Top Volley Latina,5,SOTTILE Daniele,Setter,1979,186,ME,ITA,-,-
2014/2015,A1,Top Volley Latina,7,FERENCIAC Paul,Spiker,1996,196,ROM,ITA,-,-
2014/2015,A1,Top Volley Latina,8,SKRIMOV Todor,Spiker,1990,192,BUL,BUL,-,-
2014/2015,A1,Top Volley Latina,9,PELLEGRINO Davide,Setter,1994,195,FG,ITA,-,-
2014/2015,A1,Top Volley Latina,10,TAILLI Daniele,Spiker,1993,192,RM,ITA,-,-
2014/2015,A1,Top Volley Latina,11,VAN DE VOORDE Simon,Middleblocker,1989,208,BEL,BEL,-,-
2014/2015,A1,Top Volley Latina,12,DAVIS Dylan,Middleblocker,1991,205,USA,USA,from 10/11/2014,-
2014/2015,A1,Top Volley Latina,13,ROSSI Andrea,Middleblocker,1989,202,AR,ITA,-,-
2014/2015,A1,Top Volley Latina,15,STAROVIC Sasha,Spiker,1988,207,BIH,SRB,-,-
2014/2015,A1,Top Volley Latina,16,SEMENZATO Andrea,Middleblocker,1981,208,VE,ITA,-,-
2014/2015,A1,Top Volley Latina,17,URNAUT Tine,Spiker,1988,201,SLO,SLO,-,-
2014/2015,A1,Vero Volley Monza,1,PROCOPIO William,Libero,1990,180,MB,ITA,-,-
2014/2015,A1,Vero Volley Monza,2,ELIA Alberto,Middleblocker,1985,205,VT,ITA,-,-
2014/2015,A1,Vero Volley Monza,3,GOTSEV Svetoslav,Middleblocker,1990,202,BUL,BUL,-,-
2014/2015,A1,Vero Volley Monza,4,BOTIN Maksim,Spiker,1983,194,RUS,RUS,from 16/01/2015,-
2014/2015,A1,Vero Volley Monza,4,QUESQUE Guillaume,Spiker,1989,203,FRA,FRA,until 04/12/2014,-
2014/2015,A1,Vero Volley Monza,5,TIBERTI Simone,Setter,1980,180,BS,ITA,-,-
2014/2015,A1,Vero Volley Monza,6,GALLIANI Andrea,Spiker,1988,202,MB,ITA,-,-
2014/2015,A1,Vero Volley Monza,7,PADURA DIAZ Williams,Spiker,1986,200,CUB,ITA,-,-
2014/2015,A1,Vero Volley Monza,8,DE PANDIS Daniele,Libero,1984,184,LE,ITA,-,-
2014/2015,A1,Vero Volley Monza,9,JOVOVIC Nikola,Setter,1992,197,SRB,SRB,-,-
2014/2015,A1,Vero Volley Monza,10,VIGIL GONZALEZ Alejandro,Middleblocker,1993,210,ESP,ESP,-,-
2014/2015,A1,Vero Volley Monza,11,BOTTO Iacopo,Spiker,1987,190,SP,ITA,-,-
2014/2015,A1,Vero Volley Monza,12,WANG Chen,Spiker,1987,190,CHN,CHN,-,-
2014/2015,A1,Vero Volley Monza,13,BONETTI Lorenzo,Spiker,1988,197,BG,ITA,-,-
2014/2015,A2,Aurispa Alessano,1,MUCCIO Giuseppe,Middleblocker,1985,202,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,2,SCHWAGLER Patrick,Spiker,1991,192,USA,USA,-,-
2014/2015,A2,Aurispa Alessano,4,PARISI Gabriele,Setter,1987,185,TA,ITA,-,-
2014/2015,A2,Aurispa Alessano,5,MUSARDO Donato,Middleblocker,1986,198,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,7,BOLLA Matteo,Spiker,1990,197,MI,ITA,-,-
2014/2015,A2,Aurispa Alessano,8,TORSELLO Mirko,Middleblocker,1987,198,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,10,NICOLAZZO Asclepio,Setter,1990,189,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,11,DE GIOVANNI Diego,Spiker,1986,188,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,12,GRASSANO Michele,Spiker,1986,196,FG,ITA,until 23/01/2015,-
2014/2015,A2,Aurispa Alessano,14,ARMENAKIS Apostolos,Spiker,1980,202,GRE,GRE,-,-
2014/2015,A2,Aurispa Alessano,16,MAZZA Carmelo,Spiker,1980,185,CT,ITA,-,-
2014/2015,A2,Aurispa Alessano,17,BISANTI Matteo,Libero,1989,185,LE,ITA,-,-
2014/2015,A2,Aurispa Alessano,18,ANCORA Antonio,Libero,1977,183,LE,ITA,from 01/11/2014,-
2014/2015,A2,B-Chem Potenza Picena,1,POLO Alberto,Middleblocker,1995,204,VI,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,3,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,4,ALIKAJ Denis,Spiker,1995,200,PC,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,5,PARTENIO Pier Paolo,Setter,1993,197,MC,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,6,MISCIO Emanuele,Setter,1982,186,AR,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,7,GEMMI Lorenzo,Spiker,1985,200,MC,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,8,CALISTRI Bernardo,Spiker,1993,188,MC,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,9,MORETTI Federico,Spiker,1983,204,FM,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,10,TARTAGLIONE Simmaco,Spiker,1994,197,CE,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,12,DIAMANTINI Enrico,Middleblocker,1993,204,PU,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,14,SEGONI Matteo,Spiker,1993,192,PG,ITA,from 29/12/2014,-
2014/2015,A2,B-Chem Potenza Picena,16,CASOLI Cristian,Spiker,1975,192,VA,ITA,-,-
2014/2015,A2,B-Chem Potenza Picena,17,QUARTA Augusto,Middleblocker,1993,200,BO,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,1,HRAZDIRA Michal,Spiker,1985,195,CZE,CZE,-,-
2014/2015,A2,Caffè Aiello Corigliano,2,LAMPARIELLO Davidson,Spiker,1980,190,BRA,ITA,from 04/03/2015,-
2014/2015,A2,Caffè Aiello Corigliano,3,CALONICO Lorenzo,Middleblocker,1981,201,AQ,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,5,IZZO Marco,Setter,1994,195,MS,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,7,TALIANI Filippo,Libero,1989,180,PI,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,8,CASCIARO Daniele,Libero,1993,174,CS,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,9,TOMASELLO Giacomo,Middleblocker,1976,197,CT,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,10,BANDERÒ Felipe Airton,Spiker,1988,202,BRA,BRA,-,-
2014/2015,A2,Caffè Aiello Corigliano,12,MARIANO Romolo,Spiker,1991,190,BG,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,13,WALKER Samuel,Spiker,1995,208,THA,AUS,-,-
2014/2015,A2,Caffè Aiello Corigliano,14,FILOMENA Giuseppe,Spiker,1996,181,CS,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,15,LAVIA Daniele,Spiker,1999,195,CS,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,16,MENICALI Michael,Middleblocker,1990,203,TO,ITA,-,-
2014/2015,A2,Caffè Aiello Corigliano,18,COLARUSSO Fiorenzo,Setter,1994,195,NA,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,2,BARGI Federico,Middleblocker,1993,200,GE,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,3,MONGUZZI Dario,Middleblocker,1984,204,MB,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,4,BUTTI Luca,Libero,1991,184,CO,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,5,GROPPI Michele,Setter,1986,192,GE,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,6,RUDI Gabriele,Libero,1994,178,CO,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,7,MERCORIO Mario,Spiker,1983,191,CE,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,8,SANTANGELO Andrea,Spiker,1994,198,IS,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,9,CARMINATI Ludovico,Spiker,1992,200,BG,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,10,GATTI Iacopo,Spiker,1994,192,CO,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,11,TAMBURO Vincenzo,Spiker,1985,200,FI,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,12,GEROSA Umberto,Setter,1977,185,MB,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,13,IPPOLITO Andrea,Spiker,1985,197,RM,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,15,FIORELLI Mattia,Libero,1993,180,SO,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,16,LANERI Luca,Spiker,1993,193,VA,ITA,-,-
2014/2015,A2,Cassa Rurale Cantù,18,ROBBIATI Gabriele,Middleblocker,1983,200,VC,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,1,SIGNORELLI Gianluca,Middleblocker,1991,199,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,2,FONDRIESCHI Mattia,Setter,1989,189,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,3,MONTANARI Maurizio,Spiker,1997,187,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,4,RODELLA Emanuele,Spiker,1990,190,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,5,MAESTRELLI William,Middleblocker,1981,198,BS,ITA,-,-
2014/2015,A2,Centrale McDonald's Brescia,6,CROSATTI Paolo,Spiker,1983,188,BS,ITA,-,-
