Season,Division,Team,No,Player,Role,Born,Height,Nat. Sport.,Note
2002/2003,A1,Icot Tec Forlì,13,PUERARI RAMONA,Libero,1983,170,ITA,from 05/10/2002
2002/2003,A1,Icot Tec Forlì,14,CELLA ELISA,Middleblocker,1982,186,ITA,-
2002/2003,A1,Johnson Matthey Spezzano,1,ALIMOVA NATALIA,Middleblocker,1978,189,RUS,-
2002/2003,A1,Johnson Matthey Spezzano,3,MANGIFESTA CONSUELO,Spiker,1968,178,ITA,from 24/11/2002
2002/2003,A1,Johnson Matthey Spezzano,5,MITROVIC TODOROVA ANDRJANA,Spiker,1977,-,-,-
2002/2003,A1,Johnson Matthey Spezzano,6,MERLOTTI LUCIANA,Setter,1976,178,ITA,-
2002/2003,A1,Johnson Matthey Spezzano,7,MENCHOVA TATIANA,Spiker,1970,188,KAZ,-
2002/2003,A1,Johnson Matthey Spezzano,8,MACULEWICZ KINGA,Middleblocker,1978,188,FRA,-
2002/2003,A1,Johnson Matthey Spezzano,9,BURKAEW WANNA,Libero,1981,178,THA,-
2002/2003,A1,Johnson Matthey Spezzano,10,BORRELLI VALENTINA,Spiker,1978,188,ITA,-
2002/2003,A1,Johnson Matthey Spezzano,12,VANNINI FRANCESCA,Setter,1973,172,ITA,-
2002/2003,A1,Johnson Matthey Spezzano,14,MINATI VERONICA,Spiker,1983,186,ITA,-
2002/2003,A1,Johnson Matthey Spezzano,15,NORATO SIMONA,Middleblocker,1976,185,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,2,DALL'IGNA STEFANIA,Setter,1984,176,ITA,from 17/11/2002
2002/2003,A1,Metodo Infoplus Vicenza,2,DE GENNARO MONICA,Spiker,1987,-,ITA,from 27/11/2002
2002/2003,A1,Metodo Infoplus Vicenza,3,PETRARA VIVIANA DOMINKO,Setter,1982,180,ARG,-
2002/2003,A1,Metodo Infoplus Vicenza,5,"DE CONCEIAO ""JANINA"" DEIA CHAGAS",Middleblocker,1972,192,BRA,from 05/10/2002
2002/2003,A1,Metodo Infoplus Vicenza,6,PINESE ALESSANDRA,Setter,1975,175,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,7,HARTLEY ERIN,Spiker,1980,188,USA,-
2002/2003,A1,Metodo Infoplus Vicenza,9,GLINKA MALGORZATA,Spiker,1978,191,POL,-
2002/2003,A1,Metodo Infoplus Vicenza,10,ZILIO ISABELLA,Libero,1983,174,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,11,SMITH COLLEEN,Middleblocker,1978,199,USA,-
2002/2003,A1,Metodo Infoplus Vicenza,12,DE LUCA BARBARA,Spiker,1975,180,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,13,CENTONI NADIA,Spiker,1981,185,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,15,FIORIN VALENTINA,Spiker,1984,187,ITA,-
2002/2003,A1,Metodo Infoplus Vicenza,18,POLJAK MAJA,Middleblocker,1983,196,CRO,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,1,PHIPPS KEBA,Spiker,1969,192,USA,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,2,PETKOVA ILIYANA,Middleblocker,1977,191,BUL,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,3,TOGUT ELISA,Spiker,1978,192,ITA,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,4,LEGGERI MANUELA,Middleblocker,1976,186,ITA,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,5,MILOSAVLYEVIC ALEXANDRA IGRACICA,Setter,1979,184,SCG,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,7,VOGEL MICAELA IVON,Middleblocker,1984,185,ARG,from 27/11/2002
2002/2003,A1,Monte Schiavo Banca Marche Jesi,8,COSTAGRANDE CAROLINA,Spiker,1980,186,ARG,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,9,RITSCHELOVA MARCELA,Middleblocker,1972,191,CZE,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,12,MARINELLI EVELYN,Libero,1974,173,ITA,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,14,LO BIANCO ELEONORA,Setter,1979,171,ITA,-
2002/2003,A1,Monte Schiavo Banca Marche Jesi,15,ROLL SYLVIA,Spiker,1974,182,GER,-
2002/2003,A1,Pinetamasciaguru Ravenna,1,PEREZ DEL SOLAR GABRIELA,Middleblocker,1968,194,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,2,MENICHETTI GIULIA,Spiker,1986,183,ITA,from 08/02/2003
2002/2003,A1,Pinetamasciaguru Ravenna,4,BABBI FRANCESCA,Spiker,1985,179,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,5,SYKORA STACY,Libero,1977,176,USA,-
2002/2003,A1,Pinetamasciaguru Ravenna,6,TILSON KATHLEEN,Spiker,1980,185,USA,-
2002/2003,A1,Pinetamasciaguru Ravenna,7,NAVARRINI CHIARA,Setter,1976,183,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,7,ARIMATTEI SOFIA,Spiker,1981,186,ITA,from 16/11/2002
2002/2003,A1,Pinetamasciaguru Ravenna,8,TONELLI ELENA,Setter,1982,175,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,9,VAN THIEL CLAUDIA,Middleblocker,1977,185,NED,-
2002/2003,A1,Pinetamasciaguru Ravenna,10,CAUSEVIC MIA,Spiker,1986,181,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,11,BECCARIA VANIA,Spiker,1973,194,ITA,-
2002/2003,A1,Pinetamasciaguru Ravenna,12,VALPIANI BEATRICE,Spiker,1986,-,ITA,from 03/12/2002
2002/2003,A1,Pinetamasciaguru Ravenna,13,DONETS IRINA,Middleblocker,1976,186,NED,-
2002/2003,A1,Pinetamasciaguru Ravenna,15,DE TASSIS ANA PAULA,Spiker,1965,179,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,1,BALDELLI GIORGIA,Spiker,1985,180,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,2,MARINKOVIC DRAGANA,Middleblocker,1982,197,CRO,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,4,GUJSKA KATARZYNA,Setter,1975,180,POL,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,5,SOKOLOVA LIUBOV,Spiker,1977,191,TUR,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,6,TURLEA CARMEN,Spiker,1975,185,ROM,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,7,CACCIATORI MAURIZIA,Setter,1973,178,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,8,BERIOLA VANIA,Libero,1974,177,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,9,BOWN HEATHER,Middleblocker,1978,191,USA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,10,PAGGI PAOLA,Middleblocker,1976,182,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,12,PICCININI FRANCESCA,Spiker,1979,185,ITA,-
2002/2003,A1,Radio 105 Foppapedretti Bergamo,15,NIKOLIC JELENA,Spiker,1982,192,SCG,-
2002/2003,A1,Volley Modena,1,MANGIFESTA CONSUELO,Spiker,1968,178,ITA,until 23/11/2002
2002/2003,A1,Volley Modena,2,GRUEN ANGELINA,Spiker,1979,184,GER,-
2002/2003,A1,Volley Modena,3,CONDE MARIANA ISABEL,Spiker,1973,184,ARG,-
2002/2003,A1,Volley Modena,6,MIFKOVA DARINA,Spiker,1974,188,ITA,-
2002/2003,A1,Volley Modena,7,ZHUKOVA IRYNA,Setter,1974,179,UKR,-
2002/2003,A1,Volley Modena,8,MIKUSOVA IVETA,Middleblocker,1969,183,ITA,-
2002/2003,A1,Volley Modena,9,PACHALE HANKA,Spiker,1976,190,GER,-
2002/2003,A1,Volley Modena,11,DURISIC VESNA,Middleblocker,1979,186,SCG,-
2002/2003,A1,Volley Modena,12,FAGIOLI BARBARA,Setter,1972,172,ITA,-
2002/2003,A1,Volley Modena,14,PERNICI EMANUELA,Libero,1976,175,ITA,-
2002/2003,A1,Volley Modena,15,WAGNER MEIKA,Middleblocker,1973,182,USA,-
2002/2003,A2,Bigmat Chieri,1,CALORO VALENTINA,Spiker,1981,177,ITA,-
2002/2003,A2,Bigmat Chieri,3,BURZIO CHIARA,Middleblocker,1986,183,ITA,-
2002/2003,A2,Bigmat Chieri,4,GIORIA SONIA,Setter,1978,172,ITA,-
2002/2003,A2,Bigmat Chieri,5,SOUCY BRIGITTE,Spiker,1972,181,CAN,-
2002/2003,A2,Bigmat Chieri,7,SICILIANO BARBARA,Spiker,1972,174,ITA,-
2002/2003,A2,Bigmat Chieri,9,FERRETTI FRANCESCA,Setter,1984,180,ITA,-
2002/2003,A2,Bigmat Chieri,10,FRANCO PAOLA,Middleblocker,1968,183,ITA,-
2002/2003,A2,Bigmat Chieri,11,BOTTINI MICHELA,Spiker,1976,182,ITA,-
2002/2003,A2,Bigmat Chieri,12,DE MORAES ANDREA LEOPOLDINA,Spiker,1969,186,BRA,-
2002/2003,A2,Bigmat Chieri,13,BORRI MAURIZIA,Libero,1977,177,ITA,-
2002/2003,A2,Bigmat Chieri,14,PERONA CINZIA,Middleblocker,1973,184,ITA,-
2002/2003,A2,Bigmat Chieri,15,VINCENZI CRISTINA,Middleblocker,1979,184,ITA,-
2002/2003,A2,Bigmat Chieri,15,BRESSAN PAOLA,Spiker,-,-,ITA,from 22/02/2003
2002/2003,A2,Caoduro Volley Cavazzale,1,MAZZOLI GIORGIA,Spiker,1974,185,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,2,NARDINI DANIELA,Middleblocker,1982,182,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,3,RENIERO MARGHERITA,Libero,1978,175,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,4,MARCHETTO CHIARA,Spiker,1977,186,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,5,SPINATO ROSSANA,Setter,1977,178,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,6,GIORDANA LINDA,Spiker,1982,187,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,8,CHIURLOTTO SILVIA,Spiker,1985,178,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,9,BALESTRIERI CLAUDIA,Spiker,1977,183,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,10,MARAN MONICA,Spiker,1974,182,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,11,PEGORAROTTO SABINA,Setter,1982,172,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,12,AMBROSINI LISA,Middleblocker,1985,182,ITA,-
2002/2003,A2,Caoduro Volley Cavazzale,14,CAROLI SARA,Middleblocker,1979,178,ITA,-
2002/2003,A2,Colavene Urbino,1,COLLINA CINZIA,Spiker,1973,180,ITA,from 17/11/2002
2002/2003,A2,Colavene Urbino,2,FILIPPINI LETIZIA,Libero,1975,175,ITA,-
2002/2003,A2,Colavene Urbino,3,CHIAPPA ELEONORA,Setter,1971,170,ITA,-
2002/2003,A2,Colavene Urbino,4,LARSEN PIA,Spiker,1977,182,DEN,-
2002/2003,A2,Colavene Urbino,5,FUMAGALLI ORNELLA,Middleblocker,1973,182,ITA,-
2002/2003,A2,Colavene Urbino,7,ZANOVA PETYA,Spiker,1975,185,BUL,-
2002/2003,A2,Colavene Urbino,8,TEODORI CRISTINA,Spiker,1975,180,ITA,-
2002/2003,A2,Colavene Urbino,9,ERCOLANI ERIKA,Setter,1976,176,ITA,-
2002/2003,A2,Colavene Urbino,10,ROSELLI ENRICA,Spiker,1974,180,ITA,-
2002/2003,A2,Colavene Urbino,11,SACCHI ENRICA,Middleblocker,1975,187,ITA,-
2002/2003,A2,Colavene Urbino,13,NEGRINI CHIARA,Spiker,1979,178,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,1,BACCHI LUCIA,Spiker,1981,181,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,2,PARIS SARA,Libero,1985,168,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,3,MEZZERA CAMILLA,Spiker,1979,180,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,4,GIOGOLI FRANCESCA,Setter,1983,174,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,5,CORJEUTANU MIRELA,Spiker,1977,190,ROM,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,6,GRANDI CHIARA,Setter,1981,174,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,7,DE VRIES MERED,Spiker,1977,175,NED,from 27/11/2002
2002/2003,A2,Dimeglio Brums Busto Arsizio,8,MARTINO KATIA,Middleblocker,1977,185,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,9,KELLY JANIS LOUISE,Spiker,1971,178,CAN,from 29/09/2002
2002/2003,A2,Dimeglio Brums Busto Arsizio,13,CALLONI RAFFAELLA,Middleblocker,1983,186,ITA,-
2002/2003,A2,Dimeglio Brums Busto Arsizio,14,BUFFON VERONICA,Middleblocker,1975,183,ITA,-
2002/2003,A2,Famila Imola,1,OKRACHKOVA MARGARITA,Spiker,1971,187,RUS,-
2002/2003,A2,Famila Imola,2,GIALLETTI PAOLA,Libero,1976,168,ITA,-
2002/2003,A2,Famila Imola,3,ZANOLLA EMMA,Spiker,1982,180,ITA,from 24/11/2002
2002/2003,A2,Famila Imola,3,NERI PAOLA,Spiker,-,-,ITA,from 16/10/2002 AL 10/12/2002
2002/2003,A2,Famila Imola,4,PANCALDI ERIKA,Spiker,1985,170,ITA,-
2002/2003,A2,Famila Imola,5,MORI EMILY,Spiker,1975,181,ITA,until 13/01/2003
2002/2003,A2,Famila Imola,6,MINGOTTI FEDERICA,Middleblocker,1984,185,ITA,-
2002/2003,A2,Famila Imola,7,ZAMBELLI ALESSANDRA,Middleblocker,1967,180,ITA,-
2002/2003,A2,Famila Imola,8,MATTIOLO ANNA PAOLA,Spiker,1973,179,ITA,-
2002/2003,A2,Famila Imola,9,TARANTO MARIA,Setter,1980,175,ITA,-
2002/2003,A2,Famila Imola,10,CAMPANARI BARBARA,Middleblocker,1980,190,ITA,-
2002/2003,A2,Famila Imola,11,CALLEGARO CINZIA,Setter,1975,171,ITA,-
2002/2003,A2,Famila Imola,12,FANTACCINI SLAVKA,Spiker,1978,195,SVK,-
2002/2003,A2,Famila Imola,15,CALORI SOFIA,Spiker,-,180,ITA,from 12/02/2003
2002/2003,A2,Figurella Telecomunications World Firenze,1,SACCONI CHIARA,Middleblocker,1986,184,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,3,FONTANA DENISE,Spiker,1983,178,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,5,GERMANOVA ANETA,Spiker,1975,185,BUL,-
2002/2003,A2,Figurella Telecomunications World Firenze,6,KRASTEVA ELITZA,Libero,1982,175,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,7,SPINA CHIARA,Setter,1982,176,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,8,MUSTI DE GENNARO LULAMA,Middleblocker,1983,183,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,9,BRUNI SIMONA,Middleblocker,1975,180,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,10,BECONI BARBARA,Spiker,1978,182,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,11,DONELLI STEFANIA,Setter,1980,181,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,14,SPASSOVA ANTONIA,Spiker,1979,181,ITA,-
2002/2003,A2,Figurella Telecomunications World Firenze,15,BOZHENOVA NATALIA,Spiker,1969,183,UKR,-
2002/2003,A2,Forme Cucina Veca Carpi,1,BOMBARDIERI GIULIA,Setter,1983,180,ITA,until 12/01/2003
2002/2003,A2,Forme Cucina Veca Carpi,2,CONTE ROSALINDA,Setter,1978,174,ITA,from 10/11/2002
2002/2003,A2,Forme Cucina Veca Carpi,2,FOGALESI SIMONA,Setter,1974,180,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,3,RIPAMONTI SARA,Spiker,1975,175,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,4,TSVETONOVA EVELINA,Setter,1974,175,BUL,from 23/11/2002
2002/2003,A2,Forme Cucina Veca Carpi,5,PAGANINI AGLA,Libero,1980,170,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,6,CICOLARI GRETA,Spiker,1982,180,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,7,BIAMONTE DANIELA,Spiker,1973,186,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,9,NICOLINI LAURA,Middleblocker,1979,187,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,10,MARC DIANA RAMONA,Spiker,1979,183,ROM,-
2002/2003,A2,Forme Cucina Veca Carpi,11,LUCIANI NICOLETTA,Middleblocker,1979,183,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,13,CONTI ALESSIA,Spiker,1976,182,ITA,-
2002/2003,A2,Forme Cucina Veca Carpi,15,MARLETTA VALERIA,Middleblocker,1976,190,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,1,BUSSO ELENA,Middleblocker,1976,194,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,2,OLIVA ROSANGELA,Spiker,1982,173,ITA,from 13/10/2002
2002/2003,A2,Lines Tra.De.Co. Altamura,3,RICCI ROSA,Setter,1973,172,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,4,COSTA DE CONCEICAO EDILMA,Spiker,1972,180,BRA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,5,LOVICARIO DANIELA,Middleblocker,1977,180,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,6,MAZZONI CLAUDIA,Libero,1980,170,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,7,ALFIERI VIRGINIA,Setter,1983,185,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,8,TRIPIEDI MONICA,Spiker,1979,177,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,9,PELLECCHIA ALESSIA,Middleblocker,1975,182,ITA,-
2002/2003,A2,Lines Tra.De.Co. Altamura,10,CRAWFORD THERESE,Spiker,1976,180,USA,until 16/04/2003
2002/2003,A2,Lines Tra.De.Co. Altamura,12,SESTI NUNES MIRELA,Spiker,1966,180,ITA,from 20/11/2002
2002/2003,A2,Meccanica Pierre OML Mazzano,1,ZAMBELLI LINDA,Libero,1978,174,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,2,GIORIA DANIELA,Middleblocker,1979,181,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,3,LI PAN WEN,Spiker,1969,182,CHN,-
2002/2003,A2,Meccanica Pierre OML Mazzano,4,POGGI MARIANGELA,Setter,1976,172,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,5,PEDROLLO ROBERTA,Spiker,1988,174,ITA,until 04/12/2002
2002/2003,A2,Meccanica Pierre OML Mazzano,6,BALDIZZONE SARA,Setter,1979,180,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,7,ROCCA ELISA,Middleblocker,1986,187,ITA,until 04/12/2002
2002/2003,A2,Meccanica Pierre OML Mazzano,8,CONTI DANIELA,Spiker,1976,180,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,10,SERAFINI FRANCESCA,Middleblocker,1974,182,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,11,LUGLI LARA,Spiker,1980,181,ITA,-
2002/2003,A2,Meccanica Pierre OML Mazzano,12,QUI AIHUA,Spiker,1977,184,CHN,-
2002/2003,A2,Meccanica Pierre OML Mazzano,15,BENEDETTI CINZIA,Middleblocker,1976,186,ITA,-
2002/2003,A2,Nupax Santeramo,1,MARULLI MONICA,Spiker,1975,196,ITA,-
2002/2003,A2,Nupax Santeramo,2,FOKKENS JETTIE,Setter,1975,178,ITA,-
2002/2003,A2,Nupax Santeramo,3,GUGLIELMI BARBARA,Libero,1975,175,ITA,-
2002/2003,A2,Nupax Santeramo,4,CARERE ELSA,Spiker,1973,180,ITA,-
2002/2003,A2,Nupax Santeramo,5,CECCA MARIA PIA,Middleblocker,1987,179,ITA,-
2002/2003,A2,Nupax Santeramo,6,KRYUCHENKO ELENA,Spiker,1973,-,RUS,until 30/11/2002
2002/2003,A2,Nupax Santeramo,7,BARBIERI TERESA,Setter,1978,177,ITA,-
2002/2003,A2,Nupax Santeramo,8,ISOLDI FRANCESCA,Middleblocker,1981,181,ITA,-
2002/2003,A2,Nupax Santeramo,10,COSTANZINI COSTANZA,Middleblocker,1979,182,ITA,-
2002/2003,A2,Nupax Santeramo,11,GRANDO SAMANTHA,Spiker,1975,185,ITA,-
2002/2003,A2,Nupax Santeramo,13,AZZOLINA BARBARA,Spiker,1978,180,ITA,-
2002/2003,A2,Nupax Santeramo,14,VALENZA VALENTINA,Spiker,1977,178,ITA,-
2002/2003,A2,Nupax Santeramo,16,CACCIAPAGLIA GIORGIA,Spiker,1987,168,ITA,from 05/10/2002
2002/2003,A2,Nupax Santeramo,17,DA SILVA PINEIRO LESLIE,Spiker,1978,-,BRA,from 24/11/2002
