Season,Division,Team,No,Player,Role,Born,Height,Born Place,Nat. Sport.,Note1,Note2
2021/2022,A1,Consar RCM Ravenna,14,PESLAC Milan,Setter,1998,196,SRB,ITA,-,-
2021/2022,A1,Consar RCM Ravenna,17,LJAFTOV Aleksandar,Spiker,1990,197,MKD,BUL,-,-
2021/2022,A1,Consar RCM Ravenna,22,COMPARONI Francesco,Middleblocker,2001,204,PR,ITA,from 19/10/2021,coming from Vero Volley Monza
2021/2022,A1,Consar RCM Ravenna,23,ORIOLI Mattia,Spiker,2004,198,FC,ITA,-,-
2021/2022,A1,Consar RCM Ravenna,24,CANDELI Nicola,Middleblocker,1993,200,BS,ITA,-,-
2021/2022,A1,Consar RCM Ravenna,30,BOVOLENTA Alessandro,Spiker,2004,205,RM,ITA,-,-
2021/2022,A1,Consar RCM Ravenna,99,FUSARO Francesco,Middleblocker,1999,201,VE,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,1,GARCIA FERNANDEZ Gabi,Spiker,1999,200,PUR,PUR,-,-
2021/2022,A1,Cucine Lube Civitanova,2,KOVAR Jiri,Spiker,1989,202,CZE,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,3,SOTTILE Daniele,Setter,1979,186,ME,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,4,MARCHISIO Andrea,Libero,1990,186,CN,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,5,JUANTORENA Osmany,Spiker,1985,200,CUB,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,6,JERONCIC Rok,Middleblocker,2001,207,SLO,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,7,BALASO Fabio,Libero,1995,178,PD,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,8,SANTOS DE SOUZA Ricardo Lucarelli,Spiker,1992,196,BRA,BRA,-,-
2021/2022,A1,Cucine Lube Civitanova,9,ZAYTSEV Ivan,Spiker,1988,204,PG,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,12,DIAMANTINI Enrico,Middleblocker,1993,204,PU,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,13,SIMON Robertlandy,Middleblocker,1987,208,CUB,CUB,-,-
2021/2022,A1,Cucine Lube Civitanova,15,DE CECCO Luciano,Setter,1988,194,ARG,ARG,-,-
2021/2022,A1,Cucine Lube Civitanova,17,ANZANI Simone,Middleblocker,1992,203,CO,ITA,-,-
2021/2022,A1,Cucine Lube Civitanova,23,YANT HERRERA Marlon,Spiker,2001,204,CUB,CUB,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,1,LAGUMDZIJA Adis,Spiker,1999,211,BIH,TUR,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,2,RUSSELL Aaron,Spiker,1993,205,USA,USA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,3,RECINE Francesco,Spiker,1999,185,RA,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,4,CATANIA Damiano,Libero,2001,180,CT,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,5,STERN Toncek,Spiker,1995,200,SLO,SLO,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,6,BRIZARD Antoine,Setter,1994,200,FRA,FRA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,7,TONDO Alessandro,Middleblocker,1991,202,LE,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,8,ANTONOV Oleg,Spiker,1988,198,RUS,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,9,ROSSARD Thibault,Spiker,1993,193,FRA,FRA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,10,SCANFERLA Leonardo,Libero,1998,184,PD,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,12,CESTER Enrico,Middleblocker,1988,204,TV,ITA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,13,PUJOL Pierre,Setter,1984,190,FRA,FRA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,14,HOLT Maxwell Philip,Middleblocker,1987,205,USA,USA,-,-
2021/2022,A1,Gas Sales Bluenergy Piacenza,18,CANESCHI Edoardo,Middleblocker,1997,205,AR,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,1,STEFANI Tommaso,Spiker,2001,210,FI,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,2,LAURENZANO Gabriele,Libero,2003,176,CS,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,4,ALLETTI Aimone,Middleblocker,1988,207,LO,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,5,FALASCHI Marco,Setter,1987,187,PI,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,6,RANDAZZO Luigi,Spiker,1994,200,CT,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,9,GIRONI Fabrizio,Spiker,2000,200,MB,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,10,SABBI Giulio,Spiker,1989,201,RM,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,13,POCHINI Filippo,Libero,1989,185,PG,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,14,FREIMANIS Gustavs,Middleblocker,2002,205,LAT,LAT,-,-
2021/2022,A1,Gioiella Prisma Taranto,18,DI MARTINO Gabriele,Middleblocker,1997,199,RM,ITA,-,-
2021/2022,A1,Gioiella Prisma Taranto,22,DOSANJH Arshdeep Singh,Setter,1996,205,AUS,AUS,from 12/11/2021,Giocatori Rilasciati o Trasferiti
2021/2022,A1,Gioiella Prisma Taranto,7,DE BARROS FERREIRA Joao Rafael,Spiker,1993,191,BRA,BRA,until 24/03/2022,-
2021/2022,A1,Gioiella Prisma Taranto,77,PALONSKY Luciano,Spiker,1999,198,ARG,ARG,until 20/12/2021,-
2021/2022,A1,Gioiella Prisma Taranto,3,PELLEGRINO Davide,Setter,1994,195,FG,ITA,until 17/11/2021,trasferito a OmiFer Palmi
2021/2022,A1,Itas Trentino,1,KAZIYSKI Matey,Spiker,1984,203,BUL,BUL,-,-
2021/2022,A1,Itas Trentino,3,D'HEER Wout,Middleblocker,2001,203,BEL,BEL,-,-
2021/2022,A1,Itas Trentino,5,MICHIELETTO Alessandro,Spiker,2001,211,BS,ITA,-,-
2021/2022,A1,Itas Trentino,6,SBERTOLI Riccardo,Setter,1998,190,MI,ITA,-,-
2021/2022,A1,Itas Trentino,7,CAVUTO Oreste,Spiker,1996,200,CH,ITA,-,-
2021/2022,A1,Itas Trentino,10,PINALI Giulio,Spiker,1997,198,BO,ITA,-,-
2021/2022,A1,Itas Trentino,12,ALBERGATI Daniele,Spiker,1993,200,BG,ITA,-,-
2021/2022,A1,Itas Trentino,15,LAVIA Daniele,Spiker,1999,200,CS,ITA,-,-
2021/2022,A1,Itas Trentino,16,ZENGER Julian,Libero,1997,190,GER,GER,-,-
2021/2022,A1,Itas Trentino,18,PODRASCANIN Marko,Middleblocker,1987,203,SRB,SRB,-,-
2021/2022,A1,Itas Trentino,20,LISINAC Srecko,Middleblocker,1992,205,SRB,SRB,-,-
2021/2022,A1,Itas Trentino,22,SPEROTTO Lorenzo,Setter,1999,190,VE,ITA,-,-
2021/2022,A1,Itas Trentino,24,DE ANGELIS Carlo,Libero,1996,190,LT,ITA,-,-
2021/2022,A1,Kioene Padova,1,BASSANELLO Nicolò,Libero,1996,183,PD,ITA,-,-
2021/2022,A1,Kioene Padova,3,GOTTARDO Mattia,Libero,2001,190,PD,ITA,-,-
2021/2022,A1,Kioene Padova,4,LOEPPKY Eric,Spiker,1998,197,CAN,CAN,-,-
2021/2022,A1,Kioene Padova,5,SCHIRO Andrea,Spiker,2001,203,VI,ITA,-,-
2021/2022,A1,Kioene Padova,6,VITELLI Marco,Middleblocker,1996,202,CH,ITA,-,-
2021/2022,A1,Kioene Padova,7,ZOPPELLARI Francesco,Setter,1997,185,PD,ITA,-,-
2021/2022,A1,Kioene Padova,9,GUZZO Tommaso,Spiker,2002,197,PD,ITA,-,-
2021/2022,A1,Kioene Padova,10,VOLPATO Marco,Middleblocker,1990,198,VI,ITA,-,-
2021/2022,A1,Kioene Padova,12,BOTTOLO Mattia,Spiker,2000,196,VI,ITA,-,-
2021/2022,A1,Kioene Padova,14,TAKAHASHI Ran,Spiker,2001,188,JPN,JPN,from 30/11/2021,-
2021/2022,A1,Kioene Padova,17,ZIMMERMANN Jan,Setter,1993,190,GER,GER,-,-
2021/2022,A1,Kioene Padova,18,CANELLA Andrea,Middleblocker,1998,200,PD,ITA,-,-
2021/2022,A1,Kioene Padova,21,WEBER Linus,Spiker,1999,202,GER,GER,-,-
2021/2022,A1,Kioene Padova,22,CROSATO Federico,Middleblocker,2002,200,TV,ITA,-,-
2021/2022,A1,Kioene Padova,25,PETROV Georgi,Spiker,1999,197,BUL,BUL,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,1,MOSSA DE REZENDE Bruno,Setter,1986,190,BRA,BRA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,3,VAN GARDEREN Maarten,Spiker,1990,200,NED,NED,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,5,GOLLINI Riccardo,Libero,2000,194,MO,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,6,SANGUINETTI Giovanni,Middleblocker,2000,202,BO,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,7,STANKOVIC Dragan,Middleblocker,1985,205,SRB,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,8,NGAPETH Swan,Spiker,1992,185,FRA,FRA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,9,NGAPETH Earvin,Spiker,1991,192,FRA,FRA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,10,SALA Lorenzo,Spiker,2002,200,TN,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,14,ABDEL-AZIZ Nimir,Spiker,1992,201,NED,NED,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,16,SALSI Nicola,Setter,1997,186,RE,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,17,LEAL Yoandy,Spiker,1988,201,CUB,BRA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,18,MAZZONE Daniele,Middleblocker,1992,207,TO,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,21,ROSSINI Salvatore,Libero,1986,184,LT,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,22,BELLANOVA Giuseppe,Setter,2003,192,BR,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,23,SARTORETTI Edoardo,Spiker,2002,192,TN,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,24,TRUOCCHIO Ranieri,Spiker,2004,196,PT,ITA,-,-
2021/2022,A1,Leo Shoes PerkinElmer Modena,26,TAULETTA Luca,Middleblocker,2003,201,MO,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,1,ANDERSON Matthew,Spiker,1987,204,USA,USA,-,-
2021/2022,A1,Sir Safety Conad Perugia,2,RICCI Fabio,Middleblocker,1994,205,RA,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,3,DARDZANS Kristers,Spiker,2001,195,LAT,LAT,-,-
2021/2022,A1,Sir Safety Conad Perugia,4,TRAVICA Dragan,Setter,1986,200,CRO,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,5,TER HORST Thijs,Spiker,1991,205,NED,NED,-,-
2021/2022,A1,Sir Safety Conad Perugia,6,GIANNELLI Simone,Setter,1996,200,BZ,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,8,RYCHLICKI Kamil,Spiker,1996,204,LUX,LUX,-,-
2021/2022,A1,Sir Safety Conad Perugia,9,LEON VENERO Wilfredo,Spiker,1993,201,CUB,POL,-,-
2021/2022,A1,Sir Safety Conad Perugia,10,PICCINELLI Alessandro,Libero,1997,189,MI,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,11,SOLÉ Sebastian,Middleblocker,1991,202,ARG,ARG,-,-
2021/2022,A1,Sir Safety Conad Perugia,12,RUSSO Roberto,Middleblocker,1997,205,PA,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,13,COLACI Massimo,Libero,1985,180,LE,ITA,-,-
2021/2022,A1,Sir Safety Conad Perugia,17,PLOTNYTSKYI Oleh,Spiker,1997,194,UKR,UKR,-,-
2021/2022,A1,Sir Safety Conad Perugia,23,MENGOZZI Stefano,Middleblocker,1985,202,RA,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,1,FROMM Christian,Spiker,1990,204,GER,GER,from 14/12/2021,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,2,NISHIDA Yuji,Spiker,2000,186,JPN,JPN,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,3,CONDORELLI Gabriele,Libero,2001,180,CT,ITA,from 14/10/2021,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,3,RUSSO Davide Luigi,Libero,2001,180,LE,ITA,until 13/01/2022,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,4,GARGIULO Giovanni Maria,Middleblocker,1999,208,NA,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,5,BORGES ALMEIDA SILVA Mauricio,Spiker,1989,199,BRA,BRA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,7,BISI Fabio,Spiker,1994,200,MO,ITA,until 20/12/2021,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,8,SAITTA Davide,Setter,1987,190,CT,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,9,CANDELLARO Davide,Middleblocker,1989,200,PD,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,10,BASIC Luka,Spiker,1995,201,FRA,FRA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,11,RIZZO Marco,Libero,1990,185,LE,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,13,RESENDE GUALBERTO Flavio,Middleblocker,1993,200,BRA,BRA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,14,CORREIA DE SOUZA Douglas,Spiker,1995,199,BRA,BRA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,15,PARTENIO Pier Paolo,Setter,1993,197,MC,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,16,NICOTRA Alberto Pio,Spiker,2002,195,CT,ITA,-,-
2021/2022,A1,Tonno Callipo Calabria Vibo Valentia,17,NELLI Gabriele,Spiker,1993,208,LU,ITA,from 21/12/2021,-
2021/2022,A1,Top Volley Cisterna,1,ZINGEL Aidan,Middleblocker,1990,207,AUS,AUS,-,-
2021/2022,A1,Top Volley Cisterna,3,CAVACCINI Domenico,Libero,1987,178,SA,ITA,-,-
2021/2022,A1,Top Volley Cisterna,4,SAADAT Bardia,Spiker,2002,205,IRI,IRI,from 28/11/2021,-
2021/2022,A1,Top Volley Cisterna,5,WILTENBURG Twan,Middleblocker,1997,205,NED,NED,from 18/11/2021,-
2021/2022,A1,Top Volley Cisterna,6,GIANI Lorenzo,Setter,2002,190,CO,ITA,-,-
2021/2022,A1,Top Volley Cisterna,7,MAAR Stephen Timothy,Spiker,1994,201,CAN,CAN,-,-
2021/2022,A1,Top Volley Cisterna,9,RINALDI Tommaso,Spiker,2001,200,CN,ITA,-,-
2021/2022,A1,Top Volley Cisterna,10,LANZA Filippo,Spiker,1991,196,VR,ITA,from 04/11/2021 to 03/12/2021,-
2021/2022,A1,Top Volley Cisterna,11,DIRLIC Petar,Spiker,1997,205,CRO,CRO,from 13/10/2021,-
2021/2022,A1,Top Volley Cisterna,12,PICCHIO Matteo,Libero,2000,182,MB,ITA,-,-
2021/2022,A1,Top Volley Cisterna,15,BOSSI Elia,Middleblocker,1994,202,TS,ITA,-,-
2021/2022,A1,Top Volley Cisterna,17,BARANOWICZ Michele,Setter,1989,196,CN,ITA,-,-
2021/2022,A1,Top Volley Cisterna,21,KRICK Tobias,Middleblocker,1998,211,GER,GER,-,-
2021/2022,A1,Top Volley Cisterna,31,SZWARC Arthur,Spiker,1995,207,CAN,POL,-,-
2021/2022,A1,Top Volley Cisterna,77,RAFFAELLI Giacomo,Spiker,1995,194,GR,ITA,-,-
2021/2022,A1,Vero Volley Monza,1,GROZDANOV Aleks,Middleblocker,1998,205,BUL,BUL,-,-
2021/2022,A1,Vero Volley Monza,2,KARYAGIN Denis,Spiker,2002,202,BUL,BUL,-,-
2021/2022,A1,Vero Volley Monza,3,CALLIGARO Tomasz,Setter,1993,190,POL,ITA,-,-
2021/2022,A1,Vero Volley Monza,4,DZAVORONOK Donovan,Spiker,1997,202,CZE,CZE,-,-
2021/2022,A1,Vero Volley Monza,5,ORDUNA Santiago,Setter,1983,183,ARG,ITA,-,-
2021/2022,A1,Vero Volley Monza,6,COMPARONI Francesco,Middleblocker,2001,204,PR,ITA,until 18/10/2021,transferred to Consar RCM Ravenna
2021/2022,A1,Vero Volley Monza,7,FEDERICI Filippo,Libero,2000,182,AN,ITA,-,-
2021/2022,A1,Vero Volley Monza,8,GALLIANI Alessandro,Spiker,1998,197,MB,ITA,-,-
2021/2022,A1,Vero Volley Monza,9,GROZER Georg Jr,Spiker,1984,200,HUN,GER,-,-
2021/2022,A1,Vero Volley Monza,11,GALASSI Gianluca,Middleblocker,1997,201,TN,ITA,-,-
2021/2022,A1,Vero Volley Monza,12,KATIC Milan,Spiker,1993,202,SRB,SRB,from 20/12/2021,-
2021/2022,A1,Vero Volley Monza,13,BERETTA Thomas,Middleblocker,1990,205,MI,ITA,-,-
2021/2022,A1,Vero Volley Monza,14,MITRASINOVIC Tomislav,Spiker,2000,206,CRO,CRO,until 21/12/2021,-
2021/2022,A1,Vero Volley Monza,15,DAVYSKIBA Vlad,Spiker,2001,197,BLR,BLR,-,-
2021/2022,A1,Vero Volley Monza,20,GAGGINI Marco,Libero,2002,184,VA,ITA,-,-
2021/2022,A1,Verona Volley,1,AGUENIER Jonas Bastien Baptiste,Middleblocker,1992,202,FRA,FRA,-,-
2021/2022,A1,Verona Volley,2,CORTESIA Lorenzo,Middleblocker,1999,202,TV,ITA,-,-
2021/2022,A1,Verona Volley,3,MAGALINI Giulio,Spiker,2001,196,VR,ITA,-,-
2021/2022,A1,Verona Volley,7,VIEIRA DE OLIVEIRA Raphael,Setter,1979,190,BRA,BRA,-,-
2021/2022,A1,Verona Volley,8,ASPARUHOV Asparuh,Spiker,2000,200,BUL,BUL,-,-
2021/2022,A1,Verona Volley,9,MOZIC Rok,Spiker,2002,200,SLO,SLO,-,-
2021/2022,A1,Verona Volley,11,NIKOLIC Uros,Middleblocker,1998,209,SRB,SRB,-,-
2021/2022,A1,Verona Volley,12,JENSEN Mads Kyed,Spiker,1999,209,DEN,DEN,-,-
2021/2022,A1,Verona Volley,13,SPIRITO Luca,Setter,1993,199,SV,ITA,-,-
2021/2022,A1,Verona Volley,14,QAFARENA Anton,Spiker,1997,204,ALB,ALB,-,-
2021/2022,A1,Verona Volley,18,WOUNEMBAINA Nathan,Spiker,1984,198,CMR,CMR,from 30/10/2021,-
2021/2022,A1,Verona Volley,21,ZANOTTI Andrea,Middleblocker,1997,195,VR,ITA,-,-
2021/2022,A1,Verona Volley,22,DONATI Francesco,Libero,2001,173,VR,ITA,-,-
2021/2022,A1,Verona Volley,29,BONAMI Federico,Libero,1993,183,FI,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,1,PADURA DIAZ Williams,Spiker,1986,200,CUB,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,2,MANCIN Nicolò,Spiker,1999,190,VI,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,3,CIOFFI Massimiliano,Middleblocker,1992,195,MI,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,4,CECCATO Giovanni,Setter,1999,193,VI,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,5,ABOSINETTI Lorenzo,Spiker,2004,185,LC,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,6,D'AMICO Francesco,Libero,1999,183,BR,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,7,CARGIOLI Antonio,Middleblocker,1994,200,MI,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,10,FINOLI Juan Ignacio,Setter,1991,190,ARG,ARG,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,11,BALDI Andrea,Spiker,2000,197,BS,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,12,TERPIN Jernej,Spiker,1996,194,GO,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,13,PIEROTTI Marco,Spiker,1996,193,PU,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,15,DE LUCA Matteo,Libero,2002,180,BS,ITA,-,-
2021/2022,A2,Agnelli Tipiesse Bergamo,17,LARIZZA Jacopo,Middleblocker,1998,204,MC,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,1,CARDONA ABREU Luca,Spiker,2003,199,CN,ITA,from 04/10/2021,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,2,CODARIN Lorenzo,Middleblocker,1996,200,UD,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,3,FILIPPI Luca,Setter,1997,200,CN,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,5,TALLONE Alessio,Spiker,1999,199,PU,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,6,VERGNAGHI Niccolò,Spiker,2003,188,MI,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,7,PEDRON Matteo,Setter,1992,189,PD,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,8,RAINERO Lorenzo,Middleblocker,2002,202,CN,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,9,LILLI Mattia,Libero,2002,175,SV,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,10,PEREIRA DA SILVA Wagner,Spiker,1993,198,BRA,BRA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,11,BOTTO Iacopo,Spiker,1987,190,SP,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,12,BISOTTO Francesco,Libero,2002,178,CN,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,14,PRETI Alessandro,Spiker,1992,204,AUT,ITA,-,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,16,ANDRIC Leo,Spiker,1994,203,CRO,CRO,from 11/04/2022,-
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,16,D'AMATO Davide,Spiker,2002,203,CN,ITA,until 25/10/2021,transferred to Leo Shoes Casarano
2021/2022,A2,Banca Alpi Marittime Acqua S.Bernardo Cuneo,18,SIGHINOLFI Nicholas,Middleblocker,1994,206,MO,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,1,FIORE Alessio,Spiker,1982,197,TA,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,3,IZZO Marco,Setter,1994,195,MS,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,4,ZANETTIN Ivan,Spiker,1997,195,VEN,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,5,TIOZZO Nicola,Spiker,1993,198,VE,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,6,PRESTA Luca,Middleblocker,1995,200,CS,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,7,ARIENTI Alessandro,Middleblocker,1993,196,FC,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,9,TOSCANI Alessandro,Libero,1998,175,CH,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,10,DE SANTIS Saverio,Libero,1999,175,RC,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,11,LOPES NERY Theo Fabricio,Spiker,1983,200,BRA,BRA,-,-
2021/2022,A2,BCC Castellana Grotte,13,SANTAMBROGIO Filippo,Setter,1999,181,MI,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,14,CAPELLI Riccardo,Spiker,2000,199,MB,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,15,BORGOGNO Luca,Spiker,1993,198,CN,ITA,-,-
2021/2022,A2,BCC Castellana Grotte,18,TRUOCCHIO Andrea,Middleblocker,2000,205,PT,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,1,MARINI Edoardo,Spiker,1997,193,VI,ITA,until 10/01/2022,-
2021/2022,A2,Cave Del Sole Lagonegro,2,BIASOTTO Manuel,Middleblocker,2001,204,GE,ITA,-,-
2021/2022,A2,Cave Del Sole Lagonegro,3,ARGENTA Andrea,Spiker,1996,205,VR,ITA,-,-
